fid,season,playerid,g,ratt,rnet,rtd,rec,recyds,rectd
16,1987,PARKROB001,3,47,150,1,7,44,0
16,1987,MORILAR001,12,30,107,0,10,37,1
16,1987,SMITCHR001,3,26,114,0,2,21,0
16,1987,PALMPAU001,12,24,155,0,4,27,0
16,1987,LACYKEN001,3,14,49,0,,,
16,1987,KENNBIL001,11,12,-2,0,,,
16,1987,SEURFRA001,8,9,33,0,,,
16,1987,BLACTOD002,3,5,21,0,,,
16,1987,PIPPWOO001,2,3,16,0,2,12,0
16,1987,STEVMAT001,3,3,7,0,,,
16,1987,CLEMMIC001,8,2,7,0,,,
16,1987,GOODKEL001,13,1,16,0,,,
16,1987,ESPIALE001,1,1,5,0,,,
16,1987,STOCRAL001,2,1,2,0,1,4,0
16,1987,HUDSDOU001,1,1,0,0,,,
16,1987,CARSCAR001,12,1,-7,0,55,1044,7
16,1987,PAIGSTE001,12,0,0,0,43,707,4
16,1987,HAYEJON001,12,0,0,0,21,272,2
16,1987,MARSHEN001,12,0,0,0,10,126,0
16,1987,JONEROD002,3,0,0,0,8,76,1
16,1987,BROWERI001,2,0,0,0,5,69,0
16,1987,MONTDAV001,3,0,0,0,5,47,0
16,1987,COFFPAU001,12,0,0,0,5,42,1
16,1987,TRAHJOH001,3,0,0,0,4,40,0
16,1987,ARNOWAL001,5,0,0,0,3,26,0
16,1987,ESTERIC001,2,0,0,0,3,24,0
16,1987,COLBDAR001,12,0,0,0,3,21,0
16,1987,KOSSSTE001,2,0,0,0,2,25,0
16,1987,NASHKEN001,1,0,0,0,2,22,0
16,1987,KEELMAR001,7,0,0,0,2,9,0
16,1987,ADICMAR001,12,0,0,0,1,3,1
16,1986,PRUIMIK001,15,139,448,2,8,56,0
16,1986,GREEBOY001,16,90,314,3,19,137,0
16,1986,HEARHER001,15,71,295,2,17,83,0
16,1986,SMITJEF002,15,54,238,3,33,230,3
16,1986,MORILAR001,10,35,115,0,7,51,0
16,1986,BLACTOD002,10,23,60,0,,,
16,1986,KENNBIL001,15,18,0,0,1,0,0
16,1986,PAIGSTE001,16,2,-2,0,52,829,11
16,1986,MARSHEN001,16,0,0,0,46,652,1
16,1986,CARSCAR001,10,0,0,0,21,497,4
16,1986,ARNOWAL001,16,0,0,0,20,169,1
16,1986,COFFPAU001,15,0,0,0,12,75,2
16,1986,HARREMI001,12,0,0,0,9,211,1
16,1986,HAYEJON001,16,0,0,0,8,69,0
16,1986,HANCANT001,4,0,0,0,4,63,0
16,1985,HEARHER001,16,164,595,4,31,257,2
16,1985,PRUIMIK001,9,105,366,2,7,43,0
16,1985,HORTETH001,16,48,146,3,28,185,1
16,1985,SMITJEF002,13,30,118,0,18,157,2
16,1985,KINGBRU001,16,28,83,0,7,45,0
16,1985,BLACTOD002,12,17,97,0,,,
16,1985,KENNBIL001,16,14,1,1,,,
16,1985,JONEEJA001,5,12,19,0,3,31,0
16,1985,LACYKEN001,2,6,21,0,,,
16,1985,CARSCAR001,15,3,25,0,47,843,4
16,1985,PAIGSTE001,16,1,15,0,43,943,10
16,1985,ARNOWAL001,16,0,0,0,28,339,1
16,1985,MARSHEN001,11,0,0,0,25,446,0
16,1985,HANCANT001,16,0,0,0,15,286,2
16,1985,SCOTWIL002,16,0,0,0,5,61,0
16,1985,HOLSMIK001,4,0,0,0,5,51,0
16,1985,HAYEJON001,16,0,0,0,5,39,1
16,1984,HEARHER001,16,165,684,4,25,223,0
16,1984,BROWTHE001,14,97,337,4,38,236,0
16,1984,JACKBIL002,16,50,225,1,15,101,1
16,1984,LACYKEN001,15,46,165,2,13,87,2
16,1984,BLACTOD002,11,18,102,1,,,
16,1984,GUNTMIC001,4,15,12,0,,,
16,1984,KENNBIL001,9,9,-8,0,,,
16,1984,PAIGSTE001,16,3,19,0,30,541,4
16,1984,RICKLAW001,5,2,1,0,,,
16,1984,ARNOJIM001,16,1,0,0,,,
16,1984,OSIESAN001,4,1,-2,0,,,
16,1984,CARSCAR001,16,1,-8,0,57,1078,4
16,1984,MARSHEN001,16,0,0,0,62,912,4
16,1984,SCOTWIL002,15,0,0,0,28,253,3
16,1984,ARNOWAL001,10,0,0,0,11,95,1
16,1984,HANCANT001,14,0,0,0,10,217,1
16,1984,SMITJTA001,15,0,0,0,8,69,0
16,1984,BECKEDA001,13,0,0,0,7,44,1
16,1984,LITTDAV001,10,0,0,0,1,13,0
16,1983,JACKBIL002,16,152,499,2,32,243,0
16,1983,BROWTHE001,12,124,467,8,47,418,2
16,1983,THOMJEW001,10,44,115,0,10,51,0
16,1983,KENNBIL001,16,23,59,3,1,0,0
16,1983,RICKLAW001,12,21,28,0,3,5,0
16,1983,THOMKEN001,14,15,55,0,28,236,1
16,1983,HADNJAM001,5,4,10,0,2,18,0
16,1983,CARSCAR001,16,2,20,0,80,1351,7
16,1983,SCOTWIL002,16,1,1,0,29,247,6
16,1983,BLACTOD002,4,1,0,0,,,
16,1983,MARSHEN001,13,0,0,0,50,788,6
16,1983,HANCANT001,16,0,0,0,37,584,1
16,1983,PAIGSTE001,16,0,0,0,30,528,6
16,1983,BECKEDA001,15,0,0,0,13,130,0
16,1983,SMITJTA001,9,0,0,0,7,85,0
16,1982,DELAJOE002,8,95,380,0,11,53,0
16,1982,JACKBIL002,9,86,243,3,5,41,0
16,1982,HADNJAM001,9,46,172,0,14,96,0
16,1982,KENNBIL001,7,13,40,0,,,
16,1982,FULLSTE001,9,10,56,0,,,
16,1982,BLEDCUR001,3,10,20,0,1,5,0
16,1982,THOMDEL001,6,4,7,0,,,
16,1982,MARSHEN001,9,3,25,0,40,549,3
16,1982,GAINCLA001,9,1,0,0,2,17,0
16,1982,STUDLES001,9,1,0,0,,,
16,1982,CARSCAR001,9,0,0,0,27,494,2
16,1982,DIXOALA001,8,0,0,0,18,251,2
16,1982,SMITJTA001,5,0,0,0,10,168,1
16,1982,SCOTWIL002,9,0,0,0,8,49,1
16,1982,HANCANT001,9,0,0,0,7,116,1
16,1982,ROMESTA001,7,0,0,0,2,25,0
16,1981,DELAJOE002,15,234,1121,3,22,246,0
16,1981,HADNJAM001,16,140,603,3,23,215,0
16,1981,JACKBIL002,16,111,398,10,6,31,1
16,1981,MCKNTED001,5,54,195,5,8,77,0
16,1981,KENNBIL001,13,24,89,1,,,
16,1981,BLEDCUR001,13,20,65,0,3,27,0
16,1981,FULLSTE001,13,19,118,0,,,
16,1981,MARSHEN001,12,3,69,0,38,620,4
16,1981,WILLMIK003,3,2,0,0,1,3,0
16,1981,CARSCAR001,5,1,-1,0,7,179,1
16,1981,DIXOALA001,16,1,-5,0,29,356,2
16,1981,GRUPBOB001,9,1,-19,0,,,
16,1981,SMITJTA001,16,0,0,0,63,852,2
16,1981,ROMESTA001,16,0,0,0,17,203,1
16,1981,SCOTWIL002,16,0,0,0,5,72,1
16,1981,MURPJAM001,10,0,0,0,2,36,0
16,1980,MCKNTED001,16,206,693,3,38,320,0
16,1980,HADNJAM001,13,76,244,2,15,97,0
16,1980,BELTHOR001,14,68,273,2,5,94,0
16,1980,REEDTON001,15,68,180,0,44,422,1
16,1980,FULLSTE001,14,60,274,4,,,
16,1980,MORGARN001,11,47,120,4,5,27,1
16,1980,GANTEAR001,4,9,32,0,9,68,0
16,1980,KENNBIL001,3,8,8,0,,,
16,1980,MARSHEN001,16,3,22,0,47,799,6
16,1980,GRUPBOB001,16,3,-14,0,,,
16,1980,CARSCAR001,16,2,41,0,5,68,0
16,1980,CLEMTOM001,1,2,0,0,,,
16,1980,SMITJTA001,16,0,0,0,46,655,2
16,1980,SAMUTON001,4,0,0,0,8,110,2
16,1980,DIXOALA001,12,0,0,0,7,115,1
16,1980,ROMESTA001,10,0,0,0,3,58,0
16,1980,GARCBUB001,5,0,0,0,3,27,1
16,1980,WILLMIK003,16,0,0,0,2,9,1
16,1979,MCKNTED001,15,153,755,8,38,226,0
16,1979,REEDTON001,11,113,446,1,34,352,0
16,1979,MORGARN001,11,75,231,4,5,55,0
16,1979,WILLMIK003,14,69,261,1,16,129,2
16,1979,GANTEAR001,16,56,196,1,15,101,0
16,1979,FULLSTE001,16,50,264,1,,,
16,1979,BELTHOR001,16,44,134,1,4,44,0
16,1979,LIVIMIK001,5,3,2,0,,,
16,1979,MARSHEN001,16,2,34,1,21,332,1
16,1979,HASLWIL001,5,2,1,0,,,
16,1979,MANUFRA001,15,1,-3,0,,,
16,1979,ROMESTA001,9,1,-5,0,,,
16,1979,SMITJTA001,16,0,0,0,33,444,3
16,1979,SAMUTON001,16,0,0,0,14,147,0
16,1979,GAUNSTE001,9,0,0,0,5,87,1
16,1979,WHITWAL001,6,0,0,0,3,15,0
16,1979,BECKEDA001,9,0,0,0,2,21,0
16,1978,REEDTON001,16,206,1053,5,48,483,1
16,1978,MORGARN001,16,160,593,7,7,47,0
16,1978,MCKNTED001,16,104,627,6,14,83,1
16,1978,BAILMAR001,13,83,298,0,5,13,0
16,1978,LANEMAC001,16,52,277,0,36,279,0
16,1978,BELTHOR001,16,24,79,0,11,88,0
16,1978,LIVIMIK001,14,23,49,1,,,
16,1978,ADAMTON002,16,9,15,0,,,
16,1978,ANDRZEN001,16,1,0,0,,,
16,1978,MARSHEN001,16,1,-5,0,26,433,2
16,1978,WHITWAL001,16,0,0,0,42,340,1
16,1978,DORSLAR001,16,0,0,0,9,169,2
16,1978,SAMUTON001,16,0,0,0,6,97,0
16,1977,PODOEDA001,13,133,550,5,32,313,0
16,1977,REEDTON001,14,126,505,2,12,125,0
16,1977,BAILMAR001,14,66,266,2,17,206,1
16,1977,BROCJOH001,10,54,161,1,19,222,1
16,1977,LANEMAC001,3,25,79,1,3,40,0
16,1977,LIVIMIK001,13,19,78,1,,,
16,1977,MCKNTED001,13,11,74,0,1,11,0
16,1977,MARSHEN001,14,7,11,0,23,445,4
16,1977,ADAMTON002,14,5,21,0,,,
16,1977,MORGARN001,14,3,12,0,2,21,0
16,1977,WILLLAW001,6,2,30,1,7,94,0
16,1977,BRUNLAR002,11,2,8,0,20,295,0
16,1977,WHITWAL001,13,2,-3,0,48,674,5
16,1977,BURKRAY001,13,1,51,0,,,
16,1977,SAMUTON001,14,0,0,0,5,65,0
16,1977,BECKEDA001,14,0,0,0,1,3,0
16,1976,LANEMAC001,14,162,542,5,66,686,1
16,1976,REAMTOM001,11,103,314,4,10,136,1
16,1976,PODOEDA001,10,88,371,5,13,156,0
16,1976,GREEWOO001,6,73,322,1,9,100,0
16,1976,LIVIMIK001,14,31,89,2,,,
16,1976,HARRGLY001,8,16,41,0,1,12,0
16,1976,MCNEPAT001,12,8,26,0,2,33,0
16,1976,MARSHEN001,14,5,101,1,28,443,2
16,1976,ADAMTON002,14,5,46,0,,,
16,1976,BRUNLAR002,14,3,-1,0,33,656,1
16,1976,WHITWAL001,14,2,15,0,47,808,7
16,1976,KINNJEF001,1,1,7,0,,,
16,1976,STENJAN001,14,1,0,0,,,
16,1976,MASTBIL001,10,0,0,0,18,269,3
16,1976,WILLLAW001,12,0,0,0,1,9,0
16,1976,GETTCHA001,14,0,0,0,1,-5,0
16,1975,GREEWOO001,12,167,611,5,23,215,1
16,1975,PODOEDA001,14,102,351,3,37,332,2
16,1975,KINNJEF001,13,85,304,2,21,148,0
16,1975,LANEMAC001,9,79,311,2,25,202,0
16,1975,LIVIMIK001,7,13,68,1,,,
16,1975,LAGRMOR001,11,13,38,1,1,-1,0
16,1975,ADAMTON002,6,8,42,0,1,-7,0
16,1975,MILLCLE001,6,7,20,0,,,
16,1975,DAWSLEN001,12,5,7,0,,,
16,1975,DRESDOU001,8,3,16,0,2,7,1
16,1975,WHITWAL001,14,3,-10,0,23,559,3
16,1975,BRUNLAR002,14,2,89,0,23,398,2
16,1975,PEARBAR001,14,0,0,0,36,608,3
16,1975,MASTBIL001,14,0,0,0,24,314,3
16,1975,CRAIREG001,14,0,0,0,1,10,0
16,1974,GREEWOO001,10,135,509,3,26,247,1
16,1974,PODOEDA001,9,101,386,2,43,306,1
16,1974,KINNJEF001,13,63,249,0,18,105,1
16,1974,HAYEWEN001,14,57,206,2,4,23,0
16,1974,MILLCLE001,14,40,186,0,14,149,0
16,1974,ELLIWIL001,5,37,114,2,5,64,0
16,1974,DAWSLEN001,14,11,28,0,,,
16,1974,LIVIMIK001,8,9,28,0,,,
16,1974,BRUNLAR002,14,5,-33,0,22,374,2
16,1974,WRIGELM001,13,3,26,1,13,209,1
16,1974,THOMBIL001,14,3,-3,0,,,
16,1974,CARLDEA001,1,2,17,0,,,
16,1974,TAYLOTI001,10,1,6,0,24,375,2
16,1974,PEARBAR001,14,1,1,0,27,387,1
16,1974,JAYNDAV001,2,1,0,0,,,
16,1974,STROMOR001,14,0,0,0,12,141,2
16,1974,HAMIAND001,10,0,0,0,2,25,0
16,1974,STRAJOH001,11,0,0,0,1,16,0
16,1973,PODOEDA001,14,210,721,3,55,445,0
16,1973,ELLIWIL001,10,108,411,2,9,64,0
16,1973,HAYEWEN001,13,95,352,2,18,134,0
16,1973,KINNJEF001,14,50,128,1,11,126,0
16,1973,LIVIMIK001,8,19,94,2,,,
16,1973,DAWSLEN001,8,6,40,0,,,
16,1973,BEATPET001,9,6,16,1,,,
16,1973,WRIGELM001,11,5,29,0,16,252,2
16,1973,MCVEWAR001,7,4,5,0,,,
16,1973,TAYLOTI001,14,4,-14,0,34,565,4
16,1973,BUTLGAR001,14,2,10,0,8,124,2
16,1973,KEYELER001,3,2,1,0,1,-6,0
16,1973,STROMOR001,14,0,0,0,12,216,2
16,1973,WESTROB001,8,0,0,0,4,65,0
16,1973,HAMIAND001,5,0,0,0,2,35,0
16,1973,SMITDAV003,2,0,0,0,2,20,0
16,1973,MOORMOA001,13,0,0,0,1,-1,0
16,1972,PODOEDA001,13,171,615,4,46,345,2
16,1972,HAYEWEN001,13,128,536,0,31,295,3
16,1972,ADAMMIK001,14,73,303,1,15,76,0
16,1972,KINNJEF001,9,38,122,1,4,45,0
16,1972,OTISJIM001,10,29,92,0,12,76,0
16,1972,DAWSLEN001,14,15,75,0,,,
16,1972,LIVIMIK001,5,14,133,0,,,
16,1972,TAYLOTI001,14,5,13,0,57,821,6
16,1972,WESTROB001,11,2,2,0,9,165,2
16,1972,WRIGELM001,7,1,24,0,11,81,0
16,1972,FRAZWIL001,14,0,0,0,13,172,5
16,1972,HOMADEN001,7,0,0,0,12,135,1
16,1972,STROMOR001,14,0,0,0,4,80,1
16,1972,JANKBRU001,4,0,0,0,2,24,0
16,1972,ALLENAT001,14,0,0,0,1,20,0
16,1971,PODOEDA001,13,184,708,9,36,252,0
16,1971,HAYEWEN001,14,132,537,1,16,150,1
16,1971,MCVEWAR001,12,68,288,3,5,-3,0
16,1971,OTISJIM001,13,49,184,0,13,81,2
16,1971,HOLMROB001,6,21,35,0,2,16,0
16,1971,ADAMMIK001,8,13,43,0,1,6,1
16,1971,DAWSLEN001,14,12,24,0,,,
16,1971,LIVIMIK001,3,5,11,0,,,
16,1971,TAYLOTI001,14,1,25,1,57,1110,7
16,1971,FRAZWIL001,8,1,-2,0,2,41,0
16,1971,WRIGELM001,14,1,-10,0,26,528,3
16,1971,STROMOR001,14,0,0,0,22,454,1
16,1971,HOMADEN001,8,0,0,0,2,47,0
16,1971,SMITSID001,14,0,0,0,1,12,0
16,1970,PODOEDA001,14,168,749,3,26,307,1
16,1970,HAYEWEN001,14,109,381,5,26,219,0
16,1970,HOLMROB001,14,63,206,3,23,173,1
16,1970,MCVEWAR001,14,61,260,0,5,26,0
16,1970,GARRMIK001,3,21,62,0,4,4,0
16,1970,DAWSLEN001,14,11,46,0,,,
16,1970,PITTFRA001,12,5,84,0,11,172,2
16,1970,LIVIMIK001,4,3,26,0,,,
16,1970,TAYLOTI001,13,3,13,0,34,618,3
16,1970,PORTLEW001,5,2,21,0,1,29,0
16,1970,CANNBIL001,6,1,6,0,7,125,2
16,1970,RICHGLO001,12,1,4,0,5,171,2
16,1970,ARBAFRE001,6,0,0,0,8,108,1
16,1970,STROMOR001,13,0,0,0,4,86,1
16,1969,GARRMIK001,14,168,732,6,43,432,2
16,1969,HOLMROB001,14,150,612,2,26,266,3
16,1969,MCVEWAR001,11,106,500,7,7,71,0
16,1969,HAYEWEN001,14,62,208,4,9,64,0
16,1969,LIVIMIK001,9,15,102,0,,,
16,1969,LOWEPAU001,7,10,33,0,,,
16,1969,PITTFRA001,14,5,28,0,31,470,2
16,1969,TAYLOTI001,11,2,-2,0,41,696,7
16,1969,DAWSLEN001,9,1,3,0,,,
16,1969,LEEAJAC002,3,1,3,0,,,
16,1969,ARBAFRE001,14,1,1,0,16,258,0
16,1969,FLORTOM001,5,1,0,0,,,
16,1969,RICHGLO001,13,0,0,0,23,381,2
16,1968,HOLMROB001,14,174,866,7,19,201,0
16,1968,GARRMIK001,13,164,564,3,33,359,3
16,1968,HAYEWEN001,11,85,340,4,12,108,1
16,1968,COANBER001,12,40,160,1,2,15,0
16,1968,MCCLCUR001,9,24,107,0,3,-4,0
16,1968,DAWSLEN001,14,20,40,0,,,
16,1968,PITTFRA001,13,11,107,0,30,655,6
16,1968,TAYLOTI001,11,5,41,1,20,420,4
16,1968,WILSJER001,14,5,1,0,1,14,0
16,1968,ARBAFRE001,14,3,14,0,11,189,0
16,1968,LIVIMIK001,1,2,2,0,,,
16,1968,SMITNOL001,12,2,-2,0,1,15,0
16,1968,RICHGLO001,13,1,-3,0,22,494,6
16,1968,LOWEPAU001,1,1,-10,0,,,
16,1968,CAROREG001,14,0,0,0,2,26,0
16,1967,GARRMIK001,14,236,1087,9,46,261,1
16,1967,MCCLCUR001,14,97,392,2,26,219,1
16,1967,COANBER001,12,63,275,4,5,41,0
16,1967,THOMGEN001,14,35,133,1,13,99,2
16,1967,DAWSLEN001,14,20,68,0,,,
16,1967,TAYLOTI001,14,5,29,1,59,958,11
16,1967,PITTFRA001,14,3,19,1,4,131,1
16,1967,WILSJER001,10,1,10,0,,,
16,1967,SMITNOL001,14,1,8,0,1,42,0
16,1967,LEEAJAC002,5,1,-3,0,,,
16,1967,BURFCHR001,13,0,0,0,25,389,3
16,1967,ARBAFRE001,14,0,0,0,20,295,5
16,1967,RICHGLO001,13,0,0,0,12,312,2
16,1967,CAROREG001,14,0,0,0,2,26,0
16,1966,GARRMIK001,14,147,801,6,15,175,1
16,1966,MCCLCUR001,14,140,540,4,19,285,5
16,1966,COANBER001,14,96,521,7,18,131,2
16,1966,DAWSLEN001,14,24,167,0,,,
16,1966,BEATPET001,14,20,152,1,,,
16,1966,THOMGEN001,14,7,53,1,,,
16,1966,WILSJER001,14,3,7,0,1,7,0
16,1966,TAYLOTI001,14,2,33,0,58,1297,8
16,1966,BURFCHR001,14,0,0,0,58,758,8
16,1966,ARBAFRE001,14,0,0,0,22,305,4
16,1966,CAROREG001,14,0,0,0,7,154,3
16,1966,PITTFRA001,14,0,0,0,1,11,0
16,1965,MCCLCUR001,14,175,661,6,37,590,3
16,1965,HILLMAC001,13,125,627,2,21,264,1
16,1965,COANBER001,14,45,137,1,9,85,2
16,1965,DAWSLEN001,14,43,142,2,,,
16,1965,BEATPET001,14,25,138,4,,,
16,1965,TAYLOTI001,14,2,17,0,26,446,5
16,1965,WILSJER001,14,2,4,0,,,
16,1965,JACKFRA002,14,1,26,0,28,440,1
16,1965,BURFCHR001,11,0,0,0,47,575,6
16,1965,ARBAFRE001,14,0,0,0,24,418,4
16,1965,CAROREG001,14,0,0,0,6,65,0
16,1965,PITTFRA001,7,0,0,0,1,11,0
16,1964,HAYNABN001,14,139,697,4,38,562,3
16,1964,HILLMAC001,14,105,576,4,19,144,2
16,1964,MCCLCUR001,14,73,252,1,13,221,2
16,1964,DAWSLEN001,14,40,89,2,,,
16,1964,SPIKJAC001,7,34,112,0,5,17,0
16,1964,COANBER001,8,11,56,2,2,8,0
16,1964,WILSEDD001,14,6,5,1,,,
16,1964,BEATPET001,14,4,43,0,,,
16,1964,JACKFRA002,14,2,5,0,62,943,9
16,1964,WILSJER001,14,1,-10,0,1,11,0
16,1964,BURFCHR001,12,0,0,0,51,675,7
16,1964,ARBAFRE001,14,0,0,0,34,686,8
16,1964,CAROREG001,6,0,0,0,3,54,1
16,1963,MCCLCUR001,14,142,568,3,27,301,3
16,1963,HAYNABN001,14,99,352,4,33,470,2
16,1963,SPIKJAC001,14,84,257,2,11,125,1
16,1963,DAWSLEN001,14,37,272,2,,,
16,1963,COANBER001,8,18,100,0,2,35,0
16,1963,WILSJER001,14,9,41,0,2,21,0
16,1963,WILSEDD001,14,8,45,0,,,
16,1963,JACKFRA002,14,3,52,1,50,785,8
16,1963,BURFCHR001,14,1,10,0,68,824,9
16,1963,ARBAFRE001,14,0,0,0,34,373,6
16,1963,BROOTOM001,9,0,0,0,2,32,0
16,1963,JOHNDIC001,5,0,0,0,2,17,1
16,1962,HAYNABN001,14,221,1049,13,39,573,6
16,1962,MCCLCUR001,14,111,604,2,29,333,0
16,1962,SPIKJAC001,10,57,232,0,10,132,1
16,1962,JACKFRA002,14,47,251,3,10,177,1
16,1962,DAWSLEN001,14,38,252,3,,,
16,1962,SAXTJIM001,13,3,1,0,5,64,0
16,1962,BURFCHR001,11,1,13,0,45,645,12
16,1962,WILSEDD001,14,1,5,0,,,
16,1962,ARBAFRE001,14,0,0,0,29,469,6
16,1962,MILLBIL002,14,0,0,0,23,277,0
16,1962,BROOTOM001,14,0,0,0,4,138,3
16,1962,ROBIJOH002,14,0,0,0,1,16,0
16,1961,HAYNABN001,14,179,841,9,34,558,3
16,1961,DICKBOA001,14,71,263,3,14,209,2
16,1961,JACKFRA002,14,65,386,3,13,171,2
16,1961,ROBIJOH002,14,52,200,2,35,601,5
16,1961,SPIKJAC001,6,39,334,5,8,136,0
16,1961,DAVICOT001,14,21,123,1,,,
16,1961,DUNCRAN001,14,5,42,0,,,
16,1961,PRICBIL001,6,5,13,0,2,21,0
16,1961,GILLJON001,14,1,-6,0,,,
16,1961,BURFCHR001,14,1,-13,0,51,850,5
16,1961,BOYDMAX001,11,0,0,0,12,167,1
16,1961,ROMETON001,14,0,0,0,7,89,0
16,1961,BARNCHA001,4,0,0,0,1,13,0
16,1960,HAYNABN001,14,156,875,9,55,576,3
16,1960,SPIKJAC001,14,115,457,5,11,158,0
16,1960,ROBIJOH002,14,98,458,4,41,611,4
16,1960,DICKBOA001,14,35,143,1,3,38,0
16,1960,JOHNCUR001,14,23,43,1,10,174,1
16,1960,DAVICOT001,14,14,36,1,1,-1,0
16,1960,SWINJIM001,5,10,15,0,4,37,0
16,1960,ENISHUN001,14,9,23,3,,,
16,1960,DANICLE001,14,1,-2,0,,,
16,1960,BURFCHR001,14,0,0,0,46,789,5
16,1960,BOYDMAX001,14,0,0,0,29,357,3
16,1960,BRYABOB002,10,0,0,0,5,43,0
16,1960,BERNEDA001,9,0,0,0,4,49,0
17,2018,GOREFRA001,14,156,722,0,12,124,1
17,2018,DRAKKEN001,16,120,535,4,53,477,5
17,2018,BALLKAL001,12,36,191,1,9,56,0
17,2018,TANNRYA001,11,32,145,0,1,3,1
17,2018,BOLDBRA001,16,8,91,2,3,13,1
17,2018,OSWEBRO001,7,8,21,0,,,
17,2018,WILSALB001,7,8,16,0,26,391,4
17,2018,CARRLEO002,9,1,14,0,2,94,1
17,2018,GRANJAK001,10,1,5,0,21,268,2
17,2018,AMENDAN001,15,1,-2,0,59,575,1
17,2018,STILKEN002,15,0,0,0,37,553,6
17,2018,PARKDEV001,11,0,0,0,24,309,1
17,2018,GESIMIK001,16,0,0,0,22,202,0
17,2018,OLEANIC001,12,0,0,0,8,86,1
17,2018,BUTLBRI001,6,0,0,0,6,60,1
17,2018,SMYTDUR001,15,0,0,0,6,50,0
17,2018,DERBAJA001,4,0,0,0,3,48,1
17,2017,AJAYJAY001,7,138,465,0,14,67,0
17,2017,DRAKKEN001,16,133,644,3,32,239,1
17,2017,WILLDAM002,11,46,181,0,20,155,1
17,2017,CUTLJAY001,14,19,32,0,,,
17,2017,PERRSEN001,16,8,30,0,1,3,0
17,2017,GRAYMAR001,16,5,14,0,1,10,0
17,2017,FALEDAV001,2,4,8,1,,,
17,2017,GRANJAK001,16,3,12,0,13,203,2
17,2017,MOORMAT001,4,3,9,0,,,
17,2017,LANDJAR001,16,1,-7,0,112,987,9
17,2017,STILKEN002,16,0,0,0,58,847,6
17,2017,PARKDEV001,13,0,0,0,57,670,1
17,2017,THOMJUL001,14,0,0,0,41,388,3
17,2017,FASAANT001,16,0,0,0,12,107,1
17,2017,CARRLEO002,14,0,0,0,7,69,0
17,2017,SMITDEV001,5,0,0,0,3,27,0
17,2017,DERBAJA001,2,0,0,0,2,20,0
17,2016,AJAYJAY001,15,260,1272,8,27,151,0
17,2016,TANNRYA001,13,39,164,1,,,
17,2016,WILLDAM002,15,35,115,3,23,249,3
17,2016,DRAKKEN001,16,33,179,2,9,46,0
17,2016,FOSTARI001,4,22,55,0,6,78,0
17,2016,PEADISA001,3,8,22,0,1,6,0
17,2016,LANDJAR001,16,5,17,0,94,1136,4
17,2016,GRANJAK001,16,1,1,0,0,0,0
17,2016,DARRMAT001,16,1,0,0,,,
17,2016,MOORMAT001,5,1,-1,0,,,
17,2016,PARKDEV001,15,0,0,0,56,744,4
17,2016,STILKEN002,16,0,0,0,42,726,9
17,2016,SIMSDIO001,14,0,0,0,26,256,4
17,2016,GRAYMAR001,16,0,0,0,14,174,0
17,2016,CAMEJOR001,3,0,0,0,8,60,1
17,2016,JONEDOM001,9,0,0,0,7,61,1
17,2016,CARRLEO002,14,0,0,0,3,29,1
17,2015,MILLLAM001,16,194,872,8,47,397,2
17,2015,AJAYJAY001,9,49,187,1,7,90,0
17,2015,TANNRYA001,16,32,141,1,1,9,0
17,2015,GRAYJON001,6,31,122,0,6,72,0
17,2015,LANDJAR001,16,18,113,1,110,1157,4
17,2015,WILLDAM002,16,16,59,0,21,142,1
17,2015,MOORMAT001,1,3,-2,0,,,
17,2015,MATTRIS001,11,1,4,0,43,662,4
17,2015,CAMEJOR001,16,0,0,0,35,386,3
17,2015,STILKEN002,16,0,0,0,27,440,3
17,2015,PARKDEV001,15,0,0,0,26,494,3
17,2015,JENNGRE001,16,0,0,0,19,208,1
17,2015,SIMSDIO001,13,0,0,0,18,127,1
17,2015,STONJAK001,11,0,0,0,5,47,2
17,2014,MILLLAM001,16,216,1099,8,38,275,1
17,2014,TANNRYA001,16,56,311,1,1,-4,0
17,2014,THOMDAN001,12,44,168,2,13,121,0
17,2014,WILLDAM002,16,36,122,0,21,187,1
17,2014,MOREKNO001,3,31,148,1,1,8,0
17,2014,WALLMIK001,16,4,16,0,67,862,10
17,2014,DARKORL001,4,4,2,0,3,31,0
17,2014,JAMELAM001,2,3,9,0,0,0,0
17,2014,MOORMAT001,2,2,-2,0,,,
17,2014,LANDJAR001,16,2,-4,0,84,758,5
17,2014,MATTRIS001,14,1,3,0,12,135,2
17,2014,CLAYCHA001,14,0,0,0,58,605,3
17,2014,HARTBRI001,16,0,0,0,39,474,2
17,2014,GIBSBRA001,14,0,0,0,29,295,1
17,2014,SIMSDIO001,14,0,0,0,24,284,2
17,2014,HOSKGAT001,11,0,0,0,3,21,0
17,2014,WILLDAM001,1,0,0,0,1,14,0
17,2013,MILLLAM001,16,177,709,2,26,170,0
17,2013,THOMDAN001,15,109,406,4,15,63,2
17,2013,TANNRYA001,16,40,238,1,,,
17,2013,CLAYCHA001,16,7,15,1,69,759,6
17,2013,GILLMIK001,3,6,21,0,,,
17,2013,THIGMAR001,16,6,18,0,8,97,1
17,2013,WALLMIK001,16,3,33,0,73,930,5
17,2013,FIELBRA001,16,1,0,0,,,
17,2013,HARTBRI001,16,0,0,0,76,1016,4
17,2013,MATTRIS001,16,0,0,0,41,448,2
