fid,season,playerid,g,ratt,rnet,rtd,rec,recyds,rectd
11,1934,CLARDUT001,12,123,763,8,6,72,0
11,1934,PRESGLE001,13,108,413,7,3,42,0
11,1934,CADDERN001,12,105,528,4,9,127,1
11,1934,CHRIFRA001,11,96,304,2,1,43,0
11,1934,MCKABIL001,13,19,63,0,6,97,0
11,1934,ROWEBOB001,11,16,44,0,1,4,0
11,1934,MITCBUS001,13,7,48,0,,,
11,1934,LUMPFAT001,13,6,44,1,4,24,0
11,1934,MCWIBIL001,5,6,16,0,,,
11,1934,EBDIHAR001,12,0,0,0,10,264,2
11,1934,SCHNJOH001,13,0,0,0,4,58,0
11,1934,HINCCUR001,3,0,0,0,1,18,0
11,1933,SCHAELM001,10,125,412,0,4,23,1
11,1933,PRESGLE001,11,118,522,6,3,23,0
11,1933,GUTOACE001,10,103,385,1,,,
11,1933,CADDERN001,11,70,286,2,6,107,3
11,1933,ALFOGEN001,10,18,59,0,2,76,1
11,1933,LUMPFAT001,11,7,26,0,10,191,1
11,1933,CAVOJOH001,9,7,8,0,6,148,1
11,1933,SCHNJOH001,9,5,12,0,3,45,0
11,1933,WILSMUL001,5,3,10,0,1,8,0
11,1933,EBDIHAR001,11,0,0,0,8,125,0
11,1932,CLARDUT001,11,137,461,3,10,107,3
11,1932,PRESGLE001,12,68,232,1,4,54,1
11,1932,GUTOACE001,8,63,247,3,,,
11,1932,CAVOJOH001,11,62,184,2,,,
11,1932,LUMPFAT001,12,25,47,0,6,80,1
11,1932,ALFOGEN001,10,13,50,0,2,15,0
11,1932,WILSMUL001,10,5,9,0,,,
11,1932,EBDIHAR001,12,0,0,0,14,171,1
11,1932,MCKABIL001,12,0,0,0,5,105,0
11,1932,MITCBUS001,10,0,0,0,2,31,0
12,2018,JONEAAR002,12,133,728,8,26,206,1
12,2018,WILLJAM011,16,121,464,3,27,210,0
12,2018,RODGAAR001,16,43,269,2,,,
12,2018,MONTTYA001,7,26,105,1,15,170,0
12,2018,KIZEDES001,3,5,39,0,,,
12,2018,VALDMAR001,16,2,29,0,38,581,2
12,2018,GREERAV001,8,1,26,0,,,
12,2018,STBREQU001,12,1,5,0,21,328,0
12,2018,BIBBKAP001,2,1,2,0,3,13,0
12,2018,ADAMDAV001,15,0,0,0,111,1386,13
12,2018,GRAHJIM001,16,0,0,0,55,636,2
12,2018,COBBRAN001,9,0,0,0,38,383,2
12,2018,ALLIGER001,5,0,0,0,20,303,2
12,2018,KENDLAN001,16,0,0,0,19,170,1
12,2018,KUMEJAK001,5,0,0,0,8,103,1
12,2018,TONYROB001,16,0,0,0,4,77,1
12,2018,LEWIMAR001,16,0,0,0,3,39,0
12,2018,MOORJ'M001,12,0,0,0,2,15,0
12,2018,LAZAALL001,1,0,0,0,1,7,0
12,2018,VITADAN001,5,0,0,0,1,2,0
12,2017,WILLJAM011,16,153,556,4,25,262,2
12,2017,JONEAAR002,12,81,448,4,9,22,0
12,2017,MONTTYA001,8,71,273,3,23,173,1
12,2017,HUNDBRE001,11,36,270,2,1,10,0
12,2017,RODGAAR001,7,24,126,0,,,
12,2017,COBBRAN001,15,9,17,0,66,653,4
12,2017,RIPKAAR001,16,5,13,0,7,39,0
12,2017,MAYSDEV001,8,4,1,0,3,0,0
12,2017,DAVITRE001,16,2,13,0,5,70,0
12,2017,WHITJER002,10,1,7,0,,,
12,2017,ADAMDAV001,14,0,0,0,74,885,10
12,2017,NELSJOR001,15,0,0,0,53,482,6
12,2017,BENNMAR001,7,0,0,0,24,233,0
12,2017,ALLIGER001,15,0,0,0,23,253,0
12,2017,KENDLAN001,16,0,0,0,18,203,1
12,2017,RODGRIC001,15,0,0,0,12,160,1
12,2017,CLARMIC001,2,0,0,0,4,41,0
12,2017,BYRDEMA001,1,0,0,0,2,31,0
12,2017,JANIJEF001,16,0,0,0,2,12,0
12,2017,KERRJOE001,4,0,0,0,1,3,0
12,2016,MONTTYA001,15,77,457,3,44,348,0
12,2016,LACYEDD001,5,71,360,0,4,28,0
12,2016,RODGAAR001,16,67,369,4,,,
12,2016,STARJAM001,9,63,145,0,19,134,2
12,2016,RIPKAAR001,16,34,150,2,9,46,1
12,2016,MICHCHR001,6,31,114,1,2,11,0
12,2016,COBBRAN001,13,10,33,0,60,610,4
12,2016,JACKDON002,3,10,32,0,0,0,0
12,2016,DAVIKNI001,2,5,5,0,2,4,0
12,2016,HUNDBRE001,4,3,-2,0,,,
12,2016,JANIJEF001,16,2,38,1,11,93,1
12,2016,KERRJOE001,8,1,0,0,,,
12,2016,NELSJOR001,16,0,0,0,97,1257,14
12,2016,ADAMDAV001,16,0,0,0,75,997,12
12,2016,COOKJAR001,10,0,0,0,30,377,1
12,2016,RODGRIC001,16,0,0,0,30,271,2
12,2016,ALLIGER001,10,0,0,0,12,202,2
12,2016,PERIJUS001,8,0,0,0,4,35,0
12,2016,DAVITRE001,11,0,0,0,3,24,1
12,2016,ABBRJAR001,5,0,0,0,1,8,0
12,2015,LACYEDD001,15,187,758,3,20,188,2
12,2015,STARJAM001,16,148,601,2,43,392,3
12,2015,RODGAAR001,16,58,344,1,,,
12,2015,COBBRAN001,16,13,50,0,79,829,6
12,2015,KUHNJOH001,16,9,28,2,6,56,0
12,2015,CROCJOH001,2,9,21,0,,,
12,2015,HARRALO001,6,4,19,0,0,0,0
12,2015,MONTTYA001,6,3,14,0,15,136,2
12,2015,TOLZSCO001,3,3,-3,0,,,
12,2015,RODGRIC001,16,1,11,0,58,510,8
12,2015,MASTTIM001,16,1,7,0,,,
12,2015,JONEJAM005,16,0,0,0,50,890,8
12,2015,ADAMDAV001,13,0,0,0,50,483,1
12,2015,PERIJUS001,9,0,0,0,11,102,1
12,2015,ABBRJAR001,9,0,0,0,9,111,0
12,2015,QUARAND001,5,0,0,0,4,31,0
12,2015,JANIJEF001,16,0,0,0,2,79,0
12,2015,RIPKAAR001,15,0,0,0,1,18,0
12,2014,LACYEDD001,16,246,1139,9,42,427,4
12,2014,STARJAM001,16,85,333,2,18,140,0
12,2014,RODGAAR001,16,43,269,2,,,
12,2014,KUHNJOH001,16,24,85,1,4,23,0
12,2014,HARRDUJ001,15,16,64,0,1,11,0
12,2014,COBBRAN001,16,11,37,0,91,1287,12
12,2014,FLYNMAT001,7,10,-10,0,,,
12,2014,NELSJOR001,16,0,0,0,98,1519,13
12,2014,ADAMDAV001,16,0,0,0,38,446,3
12,2014,QUARAND001,16,0,0,0,29,323,3
12,2014,RODGRIC001,16,0,0,0,20,225,2
12,2014,BOYKJAR001,13,0,0,0,3,23,0
12,2014,JANIJEF001,3,0,0,0,2,16,0
12,2014,BOSTBRA001,13,0,0,0,2,3,1
12,2014,DORSKEV001,3,0,0,0,1,4,0
12,2013,LACYEDD001,15,284,1178,11,35,257,0
12,2013,STARJAM001,13,89,493,3,10,89,1
12,2013,RODGAAR001,9,30,120,0,,,
12,2013,FRANJOH003,11,19,107,1,4,30,0
12,2013,FLYNMAT001,5,17,61,0,,,
12,2013,KUHNJOH001,15,10,38,1,13,81,0
12,2013,TOLZSCO001,3,5,55,1,,,
12,2013,COBBRAN001,6,4,78,0,31,433,4
12,2013,JENNMDA001,16,1,6,0,,,
12,2013,NELSJOR001,16,0,0,0,85,1314,8
12,2013,JONEJAM005,14,0,0,0,59,817,3
12,2013,BOYKJAR001,16,0,0,0,49,681,3
12,2013,QUARAND001,16,0,0,0,32,312,2
12,2013,FINLJER001,6,0,0,0,25,300,3
12,2013,WHITMYL001,7,0,0,0,9,66,0
12,2013,BOSTBRA001,11,0,0,0,7,120,1
12,2013,TAYLRYA002,14,0,0,0,6,30,0
12,2013,ROSSJER001,3,0,0,0,1,8,0
12,2012,GREEALE002,12,135,464,0,18,125,0
12,2012,STARJAM001,6,71,255,1,4,31,0
12,2012,BENSCED001,5,71,248,1,14,97,0
12,2012,RODGAAR001,16,54,259,2,1,-1,0
12,2012,HARRDUJ001,4,34,157,2,2,17,0
12,2012,GRANRYA001,4,31,127,2,1,34,0
12,2012,KUHNJOH001,14,23,63,1,15,148,0
12,2012,COBBRAN001,15,10,132,0,80,954,8
12,2012,HARRGRA002,4,4,-3,0,,,
12,2012,JONEJAM005,16,0,0,0,64,784,14
12,2012,FINLJER001,16,0,0,0,61,667,2
12,2012,NELSJOR001,12,0,0,0,49,745,7
12,2012,JENNGRE001,8,0,0,0,36,366,4
12,2012,CRABTOM001,14,0,0,0,8,203,3
12,2012,DRIVDON001,13,0,0,0,8,77,2
12,2012,WILLDJA001,13,0,0,0,7,57,0
12,2012,BOYKJAR001,10,0,0,0,5,27,0
12,2012,TAYLRYA002,16,0,0,0,1,11,0
12,2011,GRANRYA001,15,134,559,2,19,268,1
12,2011,STARJAM001,13,133,578,1,29,216,0
12,2011,RODGAAR001,15,60,257,3,,,
12,2011,KUHNJOH001,16,30,78,4,15,77,2
12,2011,SAINBRA001,8,18,69,0,10,69,0
12,2011,FLYNMAT001,5,13,-6,1,,,
12,2011,GREEALE002,4,3,11,0,1,6,0
12,2011,COBBRAN001,15,2,5,0,25,375,1
12,2011,MASTTIM001,16,1,6,0,,,
12,2011,RAJIBJA001,16,1,1,1,,,
12,2011,NELSJOR001,16,0,0,0,68,1263,15
12,2011,JENNGRE001,13,0,0,0,67,949,9
12,2011,FINLJER001,16,0,0,0,55,767,8
12,2011,JONEJAM005,16,0,0,0,38,635,7
12,2011,DRIVDON001,16,0,0,0,37,445,6
12,2011,CRABTOM001,16,0,0,0,6,38,1
12,2011,QUARAND001,10,0,0,0,3,36,0
12,2011,WILLDJA001,13,0,0,0,2,13,0
12,2011,TAYLRYA002,15,0,0,0,1,4,1
12,2010,JACKBRA002,16,190,703,3,43,342,1
12,2010,KUHNJOH001,16,84,281,4,15,97,2
12,2010,RODGAAR001,15,64,356,4,,,
12,2010,NANCDIM001,12,36,95,0,3,30,0
12,2010,STARJAM001,3,29,101,0,2,15,0
12,2010,FLYNMAT001,7,9,26,0,,,
12,2010,GRANRYA001,1,8,45,0,,,
12,2010,JENNGRE001,16,1,-1,0,76,1265,12
12,2010,DRIVDON001,15,0,0,0,51,565,4
12,2010,JONEJAM005,16,0,0,0,50,679,5
12,2010,NELSJOR001,16,0,0,0,45,582,2
12,2010,FINLJER001,5,0,0,0,21,301,1
12,2010,QUARAND001,13,0,0,0,21,238,1
12,2010,LEEADON001,15,0,0,0,11,73,3
12,2010,SWAIBRE001,16,0,0,0,6,72,0
12,2010,CRABTOM001,16,0,0,0,4,61,0
12,2010,JOHNQUI001,11,0,0,0,3,26,0
12,2010,HALLKOR001,12,0,0,0,1,9,0
12,2009,GRANRYA001,16,282,1253,11,25,197,0
12,2009,RODGAAR001,16,58,316,5,,,
12,2009,GREEAHM001,8,41,160,1,3,18,0
12,2009,JACKBRA002,12,37,111,2,21,187,1
12,2009,KUHNJOH001,14,8,18,1,7,47,2
12,2009,WYNNDES001,4,6,19,0,2,19,0
12,2009,FLYNMAT001,15,5,-5,0,,,
12,2009,DRIVDON001,16,1,13,0,70,1061,6
12,2009,JENNGRE001,16,0,0,0,68,1113,4
12,2009,FINLJER001,13,0,0,0,55,676,5
12,2009,LEEADON001,16,0,0,0,37,260,1
12,2009,JONEJAM005,16,0,0,0,32,440,5
12,2009,NELSJOR001,13,0,0,0,22,320,2
12,2009,HAVNSPE001,16,0,0,0,7,112,4
12,2009,HALLKOR001,11,0,0,0,5,41,0
12,2009,JOHNQUI001,9,0,0,0,2,4,0
12,2009,TAUSMAR001,8,0,0,0,1,-3,0
12,2008,GRANRYA001,16,312,1203,4,18,116,1
12,2008,RODGAAR001,16,56,207,4,,,
12,2008,JACKBRA002,13,45,248,1,30,185,0
12,2008,WYNNDES001,5,8,110,1,3,30,0
12,2008,KUHNJOH001,16,8,10,1,4,21,2
12,2008,FLYNMAT001,7,4,4,0,,,
12,2008,DRIVDON001,16,2,4,0,74,1012,5
12,2008,LUMPKRE001,2,1,19,0,3,22,0
12,2008,FROSDER001,12,1,0,0,,,
12,2008,JENNGRE001,16,0,0,0,80,1292,9
12,2008,LEEADON001,16,0,0,0,39,303,5
12,2008,NELSJOR001,16,0,0,0,33,366,2
12,2008,JONEJAM005,10,0,0,0,20,274,1
12,2008,MARTRUV001,13,0,0,0,15,149,1
12,2008,HUMPTOR001,16,0,0,0,11,162,0
12,2008,HALLKOR001,11,0,0,0,7,38,1
12,2008,FINLJER001,14,0,0,0,6,74,1
12,2007,GRANRYA001,15,188,956,8,30,145,0
12,2007,JACKBRA002,11,75,267,1,16,130,0
12,2007,WYNNDES001,7,50,203,4,9,73,0
12,2007,MOREVER001,13,29,108,0,30,199,0
12,2007,FAVRBRE001,16,29,12,0,,,
12,2007,RODGAAR001,2,7,29,0,,,
12,2007,NALLCRA001,1,5,6,0,,,
12,2007,RYANJON001,16,2,7,0,,,
12,2007,DRIVDON001,15,2,4,0,82,1048,2
12,2007,ROBIKOR001,9,1,5,0,21,241,1
12,2007,JENNGRE001,13,0,0,0,53,920,12
12,2007,LEEADON001,15,0,0,0,48,575,6
12,2007,JONEJAM005,16,0,0,0,47,676,2
12,2007,FRANBUB001,8,0,0,0,18,132,3
12,2007,MARTRUV001,15,0,0,0,16,242,4
12,2007,HALLKOR001,14,0,0,0,8,49,0
12,2007,KRAURYA001,9,0,0,0,2,11,0
12,2007,KUHNJOH001,16,0,0,0,2,7,0
12,2007,BODISHA001,6,0,0,0,1,13,0
12,2006,GREEAHM001,14,266,1059,5,46,373,1
12,2006,MOREVER001,13,91,421,2,16,112,0
12,2006,HERRNOA001,16,37,150,1,29,211,2
12,2006,FAVRBRE001,16,23,29,1,,,
12,2006,DRIVDON001,16,7,16,0,92,1295,8
12,2006,RODGAAR001,2,2,11,0,,,
12,2006,MARTING001,1,2,-5,0,,,
12,2006,GADOSAM001,1,2,-7,0,1,5,0
12,2006,RYANJON001,16,1,-11,0,,,
12,2006,JENNGRE001,14,0,0,0,45,632,3
12,2006,FRANBUB001,16,0,0,0,25,232,0
12,2006,MARTRUV001,13,0,0,0,21,358,1
12,2006,MARTDAV003,11,0,0,0,21,198,2
12,2006,HENDWIL002,14,0,0,0,12,62,0
12,2006,LEEADON001,15,0,0,0,10,150,0
12,2006,HOLICAR001,4,0,0,0,9,126,0
12,2006,MIREBRA001,10,0,0,0,9,57,0
12,2006,ROBIKOR001,4,0,0,0,7,89,0
12,2006,FERGROB001,4,0,0,0,5,31,1
12,2006,FRANCHR001,7,0,0,0,2,16,0
12,2005,GADOSAM001,8,143,582,6,10,77,1
12,2005,GREEAHM001,5,77,255,0,19,147,0
12,2005,FISHTON001,14,60,173,1,48,347,1
12,2005,HERRNOA001,5,45,121,2,,,
12,2005,DAVENAJ001,5,30,105,2,2,3,0
12,2005,FAVRBRE001,16,18,62,0,,,
12,2005,LEEARES001,7,11,16,0,1,5,0
12,2005,CHATANT001,16,8,34,0,49,549,4
12,2005,DRIVDON001,16,2,13,0,86,1221,5
12,2005,RODGAAR001,3,2,7,0,,,
12,2005,HENDWIL002,16,1,-5,0,30,264,0
12,2005,SANDBJA001,14,1,-11,0,,,
12,2005,LEEADON001,15,0,0,0,33,294,2
12,2005,FERGROB001,11,0,0,0,27,366,3
12,2005,MARTDAV003,12,0,0,0,27,224,3
12,2005,FRANBUB001,10,0,0,0,25,207,1
12,2005,THURAND001,10,0,0,0,7,92,0
12,2005,MURPTER001,3,0,0,0,5,36,0
12,2005,LEACVON001,16,0,0,0,5,19,0
12,2005,GARDROD001,2,0,0,0,4,67,0
12,2005,WALKJAV001,1,0,0,0,4,27,0
12,2005,WILLWAL004,2,0,0,0,1,19,0
12,2004,GREEAHM001,15,259,1163,7,40,275,1
12,2004,DAVENAJ001,11,71,359,2,4,33,0
12,2004,FISHTON001,16,65,224,0,38,277,2
12,2004,FAVRBRE001,16,16,36,0,,,
12,2004,LUCHNIC001,16,10,24,0,2,20,0
12,2004,WILLWAL004,1,6,42,0,,,
12,2004,CHATANT001,16,4,36,0,22,246,1
12,2004,NALLCRA001,5,3,7,0,,,
12,2004,DRIVDON001,16,3,4,0,84,1208,9
12,2004,PEDEDOU001,4,2,15,0,,,
12,2004,OSULJTA001,1,2,-2,0,,,
12,2004,WALKJAV001,16,0,0,0,89,1382,12
12,2004,FRANBUB001,16,0,0,0,34,361,7
12,2004,HENDWIL002,16,0,0,0,34,239,3
12,2004,FERGROB001,13,0,0,0,24,367,1
12,2004,MARTDAV003,9,0,0,0,5,88,0
12,2004,STEEBEN001,15,0,0,0,4,42,0
12,2004,THURAND001,2,0,0,0,2,12,0
12,2003,GREEAHM001,16,355,1883,15,50,367,5
12,2003,DAVENAJ001,15,77,420,2,6,38,0
12,2003,FISHTON001,15,40,200,1,21,206,2
12,2003,FAVRBRE001,16,18,15,0,,,
12,2003,PEDEDOU001,16,6,-5,0,,,
12,2003,DRIVDON001,15,5,51,0,52,621,2
12,2003,WALKJAV001,16,2,1,0,41,716,9
12,2003,NALLCRA001,1,2,-2,0,,,
12,2003,LUCHNIC001,11,1,3,0,1,12,0
12,2003,FERGROB001,15,1,-8,0,38,520,4
12,2003,FRANBUB001,16,0,0,0,30,241,4
12,2003,HENDWIL002,16,0,0,0,24,214,3
12,2003,WALLWES001,14,0,0,0,20,222,1
12,2003,FREEANT001,15,0,0,0,14,141,0
12,2003,MARTDAV003,16,0,0,0,13,79,2
12,2002,GREEAHM001,14,286,1240,7,57,393,2
12,2002,FISHTON001,15,70,283,2,18,70,0
12,2002,DAVENAJ001,8,39,184,1,5,33,0
12,2002,FAVRBRE001,16,25,73,0,,,
12,2002,MEALRON001,3,11,36,1,7,45,0
12,2002,DRIVDON001,16,8,70,0,70,1064,9
12,2002,HENDWIL002,15,7,27,1,26,168,3
12,2002,METCERI001,1,2,7,0,,,
12,2002,WALKJAV001,15,1,11,0,23,319,1
12,2002,GRAHJAY001,3,1,3,0,2,6,0
12,2002,PEDEDOU001,16,1,-1,0,,,
12,2002,GLENTER001,15,0,0,0,56,817,2
12,2002,FRANBUB001,16,0,0,0,54,442,7
12,2002,FERGROB001,16,0,0,0,22,293,3
12,2002,DAVITYR003,9,0,0,0,9,107,1
12,2002,MARTDAV003,8,0,0,0,8,33,1
12,2002,BAILKAR001,7,0,0,0,3,26,0
12,2002,WAHLMIK001,16,0,0,0,1,7,0
12,2001,GREEAHM001,16,304,1387,9,62,594,2
12,2001,LEVEDOR001,15,44,165,0,24,159,1
12,2001,FAVRBRE001,16,38,56,1,,,
12,2001,MEALRON001,11,11,37,0,2,31,0
12,2001,HENDWIL002,16,6,11,0,21,193,0
12,2001,DRIVDON001,13,3,38,1,13,167,1
12,2001,SCHRBIL002,14,1,6,0,53,918,9
12,2001,GOODHER001,7,1,-1,0,,,
12,2001,PEDEDOU001,16,1,-1,0,,,
12,2001,FREEANT001,16,1,-5,0,52,818,6
12,2001,FRANBUB001,16,0,0,0,36,322,9
12,2001,BRADCOR001,16,0,0,0,31,526,2
12,2001,MARTDAV003,14,0,0,0,13,144,1
12,2001,LEEACHA001,7,0,0,0,3,32,1
12,2001,DAVITYR003,4,0,0,0,3,14,0
12,2001,COLLBOB001,4,0,0,0,1,3,0
12,2000,GREEAHM001,16,263,1175,10,73,559,3
12,2000,LEVEDOR001,5,77,224,3,16,146,0
12,2000,FAVRBRE001,16,27,108,0,,,
12,2000,PARKDEM001,8,18,85,0,9,50,0
12,2000,HASSMAT001,16,4,-5,0,,,
12,2000,GOODHER001,5,3,-2,0,1,0,0
12,2000,HENDWIL002,16,2,16,0,35,234,1
12,2000,SCHRBIL002,16,2,11,0,65,999,4
12,2000,MITCBAS001,1,2,8,0,0,0,0
12,2000,FREEANT001,15,2,5,0,62,912,9
12,2000,WUERDAN001,1,2,-2,0,,,
12,2000,ROSSALL001,16,1,16,0,,,
12,2000,DRIVDON001,16,1,4,0,21,322,1
12,2000,FRANBUB001,16,0,0,0,34,363,1
12,2000,DAVITYR003,14,0,0,0,19,177,2
12,2000,LEEACHA001,15,0,0,0,10,134,0
12,2000,WETNRYA001,10,0,0,0,3,20,0
12,1999,LEVEDOR001,14,279,1034,9,71,573,1
12,1999,PARKDEM001,11,36,184,2,4,15,0
12,1999,MITCBAS001,16,29,117,0,6,48,0
12,1999,FAVRBRE001,16,28,142,0,,,
12,1999,HENDWIL002,16,7,29,2,30,203,1
12,1999,HASSMAT001,16,6,15,0,,,
12,1999,FREEANT001,16,1,-2,0,74,1074,6
12,1999,SCHRBIL002,16,0,0,0,74,1051,5
12,1999,BRADCOR001,16,0,0,0,37,637,5
12,1999,DAVITYR003,16,0,0,0,20,204,2
12,1999,THOMJEF001,14,0,0,0,14,140,2
12,1999,CHMUMAR001,2,0,0,0,5,55,0
12,1999,HALLLAM001,14,0,0,0,3,33,0
12,1999,DRIVDON001,6,0,0,0,3,31,1
12,1999,JORDCHA001,4,0,0,0,2,54,0
12,1999,CRAWKEI001,3,0,0,0,1,14,0
12,1998,LEVEDOR001,7,115,378,1,27,162,0
12,1998,HOLMDAR001,11,93,386,1,19,179,0
12,1998,JERVTRA001,8,83,325,1,9,33,0
12,1998,HARRRAY001,8,79,228,1,10,68,0
12,1998,FAVRBRE001,16,40,133,1,,,
12,1998,HENDWIL002,16,23,70,2,37,241,1
12,1998,PEDEDOU001,12,8,-4,0,,,
12,1998,FREEANT001,15,3,5,0,84,1424,14
12,1998,BLAIMIC001,11,2,3,0,2,13,0
12,1998,BROOROB001,12,1,2,0,31,420,3
12,1998,CHMUMAR001,15,0,0,0,47,554,4
12,1998,SCHRBIL002,13,0,0,0,31,452,1
12,1998,MAYEDER001,10,0,0,0,30,394,3
12,1998,DAVITYR003,13,0,0,0,18,250,7
12,1998,THOMJEF001,16,0,0,0,9,89,0
12,1998,BRADCOR001,8,0,0,0,3,27,0
12,1998,PRESROE001,16,0,0,0,2,23,0
12,1998,COPERUS001,3,0,0,0,2,11,0
12,1997,LEVEDOR001,16,329,1435,7,53,370,5
12,1997,FAVRBRE001,16,58,187,1,,,
12,1997,HAYDAAR001,14,32,148,1,2,11,0
12,1997,HENDWIL002,16,31,113,0,41,367,1
12,1997,BONOSTE001,2,3,-3,0,,,
12,1997,PEDEDOU001,1,3,-4,0,,,
12,1997,BROOROB001,15,2,19,0,60,1010,7
12,1997,FREEANT001,16,1,14,0,81,1243,12
12,1997,CHMUMAR001,15,0,0,0,38,417,6
12,1997,MAYEDER001,12,0,0,0,18,290,0
12,1997,THOMJEF001,13,0,0,0,9,115,1
12,1997,DAVITYR003,13,0,0,0,2,28,1
12,1997,BEEBDON001,10,0,0,0,2,28,0
12,1997,SCHRBIL002,15,0,0,0,2,15,1
12,1997,MICKTER001,11,0,0,0,1,2,1
12,1996,BENNEDG001,16,222,899,2,31,176,1
12,1996,LEVEDOR001,16,121,566,5,31,226,5
12,1996,FAVRBRE001,16,49,136,2,,,
12,1996,HENDWIL002,16,39,130,0,27,203,1
12,1996,JERVTRA001,16,26,106,0,,,
12,1996,BROOROB001,7,4,2,0,23,344,4
12,1996,MCMAJIM001,5,4,-1,0,,,
12,1996,FREEANT001,12,0,0,0,56,933,9
12,1996,JACKKEI001,16,0,0,0,40,505,10
12,1996,BEEBDON001,16,0,0,0,39,699,4
12,1996,CHMUMAR001,13,0,0,0,28,370,0
12,1996,MICKTER001,8,0,0,0,18,161,2
12,1996,RISOAND001,5,0,0,0,13,135,1
12,1996,HOWADES001,16,0,0,0,13,95,0
12,1996,MAYEDER001,7,0,0,0,6,46,2
12,1996,THOMJEF001,16,0,0,0,3,45,0
12,1995,BENNEDG001,16,316,1067,3,61,648,4
12,1995,FAVRBRE001,16,39,181,3,,,
12,1995,LEVEDOR001,15,36,120,3,48,434,4
12,1995,HENDWIL002,15,7,35,0,3,21,0
12,1995,BROOROB001,16,4,21,0,102,1497,13
12,1995,DETMTYA001,4,3,3,0,,,
12,1995,RUBLTJA001,1,2,6,0,,,
12,1995,JOHNLES001,2,2,-2,0,,,
12,1995,INGRMAR001,16,1,-3,0,39,469,3
12,1995,CHMUMAR001,16,0,0,0,54,679,7
12,1995,MORGANT001,16,0,0,0,31,344,4
12,1995,JACKKEI001,9,0,0,0,13,142,1
12,1995,FREEANT001,11,0,0,0,8,106,1
12,1995,JORDCHA001,6,0,0,0,7,117,2
12,1995,MICKTER001,16,0,0,0,3,50,0
12,1995,THOMJEF001,16,0,0,0,3,32,0
12,1994,BENNEDG001,16,178,623,5,78,546,4
12,1994,COBBREG001,16,153,579,3,35,299,1
12,1994,FAVRBRE001,16,42,202,2,,,
12,1994,JOHNLES001,12,26,99,0,13,168,0
12,1994,BRUNMAR001,2,6,7,1,,,
12,1994,LEVEDOR001,14,5,15,0,1,9,0
12,1994,SHARSTE001,16,3,15,0,94,1119,18
12,1994,THOMDAR001,8,2,-2,0,,,
12,1994,JORDCHA001,10,1,5,0,0,0,0
12,1994,BROOROB001,16,1,0,0,58,648,4
12,1994,WESTEDA001,14,0,0,0,31,377,2
12,1994,MORGANT001,16,0,0,0,28,397,4
12,1994,CHMUMAR001,14,0,0,0,14,165,0
12,1994,LEWIRON001,6,0,0,0,7,108,0
12,1994,JOHNREG001,9,0,0,0,7,79,0
12,1994,WILNJEF001,11,0,0,0,5,31,0
12,1994,MICKTER001,12,0,0,0,4,31,0
12,1993,THOMDAR001,16,169,654,3,18,129,0
12,1993,BENNEDG001,16,159,550,9,59,457,1
12,1993,FAVRBRE001,16,58,216,1,,,
12,1993,STEPJOH001,5,48,173,1,5,31,0
12,1993,WILSMAR002,16,6,3,0,2,18,0
12,1993,SHARSTE001,16,4,8,0,112,1274,11
12,1993,BROOROB001,14,3,17,0,20,180,0
12,1993,DETMTYA001,3,1,-2,0,,,
12,1993,HARRJAC002,12,0,0,0,42,604,4
12,1993,CLAYMAR001,16,0,0,0,32,331,3
12,1993,WESTEDA001,16,0,0,0,25,253,0
12,1993,LEWIRON001,9,0,0,0,2,21,0
12,1993,CHMUMAR001,14,0,0,0,2,13,0
12,1993,HARRCOR001,11,0,0,0,2,11,0
12,1993,MORGANT001,2,0,0,0,1,8,0
12,1992,WORKVIN001,10,159,631,2,47,290,0
12,1992,THOMDAR001,7,76,254,2,13,129,1
12,1992,BENNEDG001,16,61,214,0,13,93,0
12,1992,SYDNHAR001,16,51,163,2,49,384,1
12,1992,FAVRBRE001,15,47,198,1,1,-7,0
12,1992,MAJKDON001,14,8,33,0,,,
12,1992,MCGEBUF001,4,8,19,0,6,60,0
12,1992,SHARSTE001,16,4,8,0,108,1461,13
12,1992,BROOROB001,16,2,14,0,12,126,1
12,1992,MCNADEX001,16,2,11,0,,,
12,1992,HARRCOR001,10,2,10,0,,,
12,1992,HARRJAC002,16,0,0,0,55,595,2
12,1992,BEACSAN001,16,0,0,0,17,122,1
12,1992,LEWIRON001,6,0,0,0,13,152,0
12,1992,WESTEDA001,16,0,0,0,4,30,0
12,1992,TAYLKIT001,10,0,0,0,2,63,1
12,1991,THOMDAR001,13,141,471,1,7,71,0
12,1991,WOODKEI001,16,84,326,1,22,185,0
12,1991,WORKVIN001,16,71,237,7,46,371,4
12,1991,RICEALL001,6,30,100,0,2,10,0
12,1991,MAJKDON001,9,25,108,2,,,
12,1991,TOMCMIK001,12,17,93,1,,,
12,1991,KIELBLA001,4,4,46,0,,,
12,1991,SHARSTE001,16,4,4,0,69,961,4
12,1991,WILSCHA001,15,3,3,0,19,305,1
12,1991,HARRJAC002,16,1,1,0,24,264,3
12,1991,MCJUPAU001,16,1,0,0,,,
12,1991,KEMPPER001,16,0,0,0,42,583,2
12,1991,WESTEDA001,16,0,0,0,15,151,3
12,1991,WEATCLA001,14,0,0,0,12,150,0
12,1991,QUERJEF001,16,0,0,0,7,94,0
12,1991,AFFHERI001,4,0,0,0,7,68,0
12,1990,HADDMIC001,16,98,311,0,13,94,2
