fid,season,playerid,g,td,conv2p,patm,pata,fgm,fga,saf,points
4,2008,REEDJOS001,13,1,,,,,,,6
4,2008,ROYAROB001,15,1,,,,,,,6
4,2008,SCHODER001,16,1,,,,,,,6
4,2007,LINDRIA001,16,,,24,24,24,27,,96
4,2007,LYNCMAR001,13,7,1,,,,,,44
4,2007,EVANLEE001,16,5,,,,,,,30
4,2007,PARRROS001,16,3,,,,,,,18
4,2007,ROYAROB001,16,3,,,,,,,18
4,2007,GAINMIC001,15,2,,,,,,,12
4,2007,WILSGEO004,12,2,,,,,,,12
4,2007,KELSCHR001,14,1,,,,,,1,8
4,2007,MCGETER001,15,1,,,,,,,6
4,2007,THOMANT001,10,1,,,,,,,6
4,2007,CROWANG001,16,,,,,,,1,2
4,2006,LINDRIA001,16,,,33,33,23,25,,102
4,2006,EVANLEE001,16,8,,,,,,,48
4,2006,MCGAWIL001,14,6,,,,,,,36
4,2006,PARRROS001,16,3,,,,,,,18
4,2006,PRICPEE001,16,3,,,,,,,18
4,2006,ROYAROB001,16,3,,,,,,,18
4,2006,FLETLON001,16,2,,,,,,,12
4,2006,REEDJOS001,13,2,,,,,,,12
4,2006,THOMANT001,16,2,,,,,,,12
4,2006,CLEMNAT001,16,1,,,,,,,6
4,2006,LOSMJPA001,16,1,,,,,,,6
4,2006,MCGETER001,15,1,,,,,,,6
4,2006,NEUFRYA001,9,1,,,,,,,6
4,2005,LINDRIA001,16,,,26,26,29,35,,113
4,2005,EVANLEE001,16,7,,,,,,,42
4,2005,MCGAWIL001,16,5,,,,,,,30
4,2005,MOULERI001,15,4,,,,,,,24
4,2005,MCGETER001,15,2,,,,,,,12
4,2005,REEDJOS001,16,2,,,,,,,12
4,2005,BURNJOE002,16,1,,,,,,,6
4,2005,HOLCKEL001,10,1,,,,,,,6
4,2005,PARRROS001,10,1,,,,,,,6
4,2005,PETEJAS002,16,1,,,,,,,6
4,2005,SHELDAI001,16,1,,,,,,,6
4,2005,SMITJON001,7,1,,,,,,,6
4,2005,FLETLON001,16,,,,,,,1,2
4,2004,LINDRIA001,16,,,45,45,24,28,,117
4,2004,MCGAWIL001,16,13,,,,,,,78
4,2004,EVANLEE001,16,9,,,,,,,54
4,2004,CAMPMAR003,12,5,,,,,,,30
4,2004,MOULERI001,16,5,,,,,,,30
4,2004,MCGETER001,16,3,,,,,,,18
4,2004,CLEMNAT001,16,2,,,,,,,12
4,2004,EUHUTIM001,12,2,,,,,,,12
4,2004,SPIKTAK001,16,2,,,,,,,12
4,2004,WILLSHA001,4,2,,,,,,,12
4,2004,WILLPAT001,16,1,,,,,,1,8
4,2004,PETEJAS002,5,1,,,,,,,6
4,2004,SMITJON001,9,1,,,,,,,6
4,2003,LINDRIA001,16,,,24,24,17,24,,75
4,2003,HENRTRA001,15,11,,,,,,,66
4,2003,SHAWBOB003,16,4,,,,,,,24
4,2003,BLEDDRE001,16,2,,,,,,,12
4,2003,MOORDAV001,15,2,,,,,,,12
4,2003,REEDJOS001,16,2,,,,,,,12
4,2003,ADAMSAM002,15,1,,,,,,,6
4,2003,CAMPMAR003,16,1,,,,,,,6
4,2003,CLEMNAT001,16,1,,,,,,,6
4,2003,MORRSAM001,9,1,,,,,,,6
4,2003,MOULERI001,13,1,,,,,,,6
4,2003,WILLPAT001,16,1,,,,,,,6
4,2003,PRIOPIE001,16,,,,,,,1,2
4,2002,HOLLMIK001,16,,,40,40,25,33,,115
4,2002,HENRTRA001,16,14,,,,,,,84
4,2002,MOULERI001,16,10,,,,,,,60
4,2002,PRICPEE001,16,9,,,,,,,54
4,2002,BLEDDRE001,16,2,,,,,,,12
4,2002,CENTLAR001,16,2,,,,,,,12
4,2002,MOORDAV001,14,2,,,,,,,12
4,2002,REEDJOS001,16,2,,,,,,,12
4,2002,CLEMNAT001,16,1,,,,,,,6
4,2002,EDWARON001,16,1,,,,,,,6
4,2002,ROGECHA003,16,1,,,,,,,6
4,2001,ARIAJAK001,10,,,16,17,12,21,,52
4,2001,PRICPEE001,16,7,,,,,,,42
4,2001,MOULERI001,16,5,1,,,,,,32
4,2001,GRAHSHA001,6,,,7,7,6,8,,25
4,2001,CENTLAR001,16,4,,,,,,,24
4,2001,HENRTRA001,13,4,,,,,,,24
4,2001,RIEMJAY001,16,3,,,,,,,18
4,2001,BRYSSHA001,15,2,,,,,,,12
4,2001,CLEMNAT001,16,2,,,,,,,12
4,2001,SPOOBRA001,14,2,,,,,,,12
4,2001,JACKSHE001,16,1,,,,,,,6
4,2001,JOHNROB001,8,1,,,,,,,6
4,2000,CHRISTE001,16,,,31,31,26,35,,109
4,2000,MORRSAM001,12,6,,,,,,,36
4,2000,MOULERI001,16,5,,,,,,,30
4,2000,RIEMJAY001,12,5,,,,,,,30
4,2000,SMITANT005,11,4,,,,,,,24
4,2000,PRICPEE001,16,3,,,,,,,18
4,2000,BRYSSHA001,16,2,1,,,,,,14
4,2000,MCDAJER001,16,2,,,,,,,12
4,2000,FLUTDOU001,11,1,,,,,,,6
4,2000,JACKSHE001,16,1,,,,,,,6
4,2000,JOHNROB001,12,1,,,,,,,6
4,2000,JONEHEN002,16,1,,,,,,,6
4,2000,LINTJON001,14,1,,,,,,,6
4,2000,OSTRJER001,16,1,,,,,,,6
4,2000,PORTDAR001,16,1,,,,,,,6
4,1999,CHRISTE001,16,,,33,33,25,34,,108
4,1999,MOULERI001,14,7,,,,,,,42
4,1999,LINTJON001,16,6,1,,,,,,38
4,1999,SMITANT005,14,6,,,,,,,36
4,1999,RIEMJAY001,14,4,,,,,,,24
4,1999,PRICPEE001,16,3,,,,,,,18
4,1999,COLLBOB001,14,2,,,,,,,12
4,1999,GASHSAM001,15,2,,,,,,,12
4,1999,FLUTDOU001,15,1,,,,,,,6
4,1999,JONEHEN002,16,1,,,,,,,6
4,1999,NORTGAB001,16,1,,,,,,,6
4,1999,REEDAND001,16,1,,,,,,,6
4,1999,THOMTHU001,5,1,,,,,,,6
4,1998,CHRISTE001,16,,,41,41,33,41,,140
4,1998,MOULERI001,16,9,,,,,,,54
4,1998,SMITANT005,16,8,,,,,,,48
4,1998,RIEMJAY001,16,6,,,,,,,36
4,1998,REEDAND001,15,5,,,,,,,30
4,1998,GASHSAM001,16,3,,,,,,,18
4,1998,THOMTHU001,14,3,,,,,,,18
4,1998,JOHNLON001,16,2,,,,,,,12
4,1998,EARLQUI001,16,1,,,,,,,6
4,1998,FLUTDOU001,13,1,,,,,,,6
4,1998,HANSPHI001,15,1,,,,,,,6
4,1998,JOHNROB001,8,1,,,,,,,6
4,1998,LINTJON001,14,1,,,,,,,6
4,1998,NORTGAB001,16,1,,,,,,,6
4,1998,WILLKEV005,16,1,,,,,,,6
4,1998,WASHTED002,16,,,,,,,1,2
4,1997,CHRISTE001,16,,,21,21,24,30,,93
4,1997,SMITANT005,16,8,,,,,,,48
4,1997,EARLQUI001,16,5,,,,,,,30
4,1997,REEDAND001,15,5,,,,,,,30
4,1997,RIEMJAY001,16,2,1,,,,,,14
4,1997,HOLMDAR001,13,2,,,,,,,12
4,1997,JOHNLON001,16,2,,,,,,,12
4,1997,THOMTHU001,16,1,,,,,,,6
4,1997,VANPALE001,6,1,,,,,,,6
4,1997,HANSPHI001,16,,,,,,,1,2
4,1997,MOULERI001,16,,1,,,,,,2
4,1996,CHRISTE001,16,,,33,33,24,29,,105
4,1996,THOMTHU001,15,8,,,,,,,48
4,1996,REEDAND001,16,6,,,,,,,36
4,1996,HOLMDAR001,16,5,1,,,,,,32
4,1996,EARLQUI001,16,4,1,,,,,,26
4,1996,MOULERI001,16,3,,,,,,,18
4,1996,TASKSTE001,8,3,,,,,,,18
4,1996,KELLJIM003,13,2,,,,,,,12
4,1996,BRANCHR001,10,1,,,,,,,6
4,1996,CLINTON002,16,1,,,,,,,6
4,1996,NORTGAB001,16,1,,,,,,,6
4,1996,WHITDAV001,16,1,,,,,,,6
4,1995,CHRISTE001,16,,,33,35,31,40,,126
4,1995,BROOBIL001,15,11,,,,,,,66
4,1995,THOMTHU001,14,8,,,,,,,48
4,1995,HOLMDAR001,16,4,,,,,,,24
4,1995,ARMOJUS001,15,3,,,,,,,18
4,1995,REEDAND001,6,3,,,,,,,18
4,1995,TASKSTE001,13,3,,,,,,,18
4,1995,GARDCAR001,15,1,1,,,,,,8
4,1995,BENNCOR001,14,1,,,,,,,6
4,1995,COPERUS001,16,1,,,,,,,6
4,1995,JOHNLON001,16,1,,,,,,,6
4,1995,SCHUKUR001,13,1,,,,,,,6
4,1994,CHRISTE001,16,,,38,38,24,28,,110
4,1994,THOMTHU001,15,9,,,,,,,54
4,1994,REEDAND001,16,8,,,,,,,48
4,1994,METZPET001,16,5,,,,,,,30
4,1994,BEEBDON001,13,4,,,,,,,24
4,1994,GARDCAR001,16,4,,,,,,,24
4,1994,BROOBIL001,16,2,,,,,,,12
4,1994,DAVIKEN001,16,2,,,,,,,12
4,1994,COPERUS001,15,1,,,,,,,6
4,1994,KELLJIM003,14,1,,,,,,,6
4,1994,LODIMIK001,15,1,,,,,,,6
4,1994,TURNNAT001,13,1,,,,,,,6
4,1993,CHRISTE001,16,,,36,37,23,32,,105
4,1993,DAVIKEN001,16,6,,,,,,,36
4,1993,REEDAND001,15,6,,,,,,,36
4,1993,THOMTHU001,16,6,,,,,,,36
4,1993,BROOBIL001,16,5,,,,,,,30
4,1993,METZPET001,16,4,,,,,,,24
4,1993,BEEBDON001,14,3,,,,,,,18
4,1993,JONEHEN002,16,1,,,,,,1,8
4,1993,COPERUS001,16,1,,,,,,,6
4,1993,GARDCAR001,13,1,,,,,,,6
4,1993,MCKEKEI001,8,1,,,,,,,6
4,1993,ODOMNAT001,16,1,,,,,,,6
4,1993,TALLDAR001,16,1,,,,,,,6
4,1993,WASHMIC001,16,1,,,,,,,6
4,1992,CHRISTE001,16,,,43,44,24,30,,115
4,1992,THOMTHU001,16,12,,,,,,,72
4,1992,DAVIKEN001,16,6,,,,,,,36
4,1992,LOFTJAM001,16,6,,,,,,,36
4,1992,METZPET001,16,6,,,,,,,36
4,1992,REEDAND001,16,3,,,,,,,18
4,1992,BEEBDON001,12,2,,,,,,,12
4,1992,FRERMIT001,14,2,,,,,,,12
4,1992,GARDCAR001,16,2,,,,,,,12
4,1992,JONEHEN002,16,2,,,,,,,12
4,1992,FINAJOH001,16,1,,,,,,,6
4,1992,KELLJIM003,16,1,,,,,,,6
4,1992,LODIMIK001,16,1,,,,,,,6
4,1992,HALECHR001,14,,,,,,,1,2
4,1991,NORWSCO001,16,,,56,58,18,29,,110
4,1991,THOMTHU001,15,12,,,,,,,72
4,1991,REEDAND001,16,10,,,,,,,60
4,1991,LOFTJAM001,15,8,,,,,,,48
4,1991,BEEBDON001,11,6,,,,,,,36
4,1991,DAVIKEN001,16,5,,,,,,,30
4,1991,GARDCAR001,16,4,,,,,,,24
4,1991,MCKEKEI001,16,3,,,,,,,18
4,1991,EDWAALA001,16,2,,,,,,,12
4,1991,METZPET001,16,2,,,,,,,12
4,1991,ROLLBUT001,16,2,,,,,,,12
4,1991,BENNCOR001,16,1,,,,,,,6
4,1991,KELLJIM003,15,1,,,,,,,6
4,1991,ODOMNAT001,16,1,,,,,,,6
4,1991,TASKSTE001,16,1,,,,,,,6
4,1990,NORWSCO001,16,,,50,52,20,29,,110
4,1990,THOMTHU001,16,13,,,,,,,78
4,1990,REEDAND001,16,8,,,,,,,48
4,1990,DAVIKEN001,16,5,,,,,,,30
4,1990,MCKEKEI001,16,5,,,,,,,30
4,1990,LOFTJAM001,16,4,,,,,,,24
4,1990,MUELJAM001,16,3,,,,,,,18
4,1990,ROLLBUT001,16,3,,,,,,,18
4,1990,SMITDON004,16,2,,,,,,,12
4,1990,TASKSTE001,16,2,,,,,,,12
4,1990,BEEBDON001,12,1,,,,,,,6
4,1990,BENNCOR001,16,1,,,,,,,6
4,1990,KINNLAR001,2,1,,,,,,,6
4,1990,METZPET001,16,1,,,,,,,6
4,1990,ODOMNAT001,16,1,,,,,,,6
4,1990,SMITLEO001,16,1,,,,,,,6
4,1990,TALLDAR001,16,1,,,,,,,6
4,1990,WILLJAM004,16,1,,,,,,,6
4,1989,NORWSCO001,16,,,46,47,23,30,,115
4,1989,THOMTHU001,16,12,,,,,,,72
4,1989,REEDAND001,16,9,,,,,,,54
4,1989,KINNLAR001,15,6,,,,,,,36
4,1989,HARMRON001,15,4,,,,,,,24
4,1989,DAVIKEN001,16,3,,,,,,,18
4,1989,LOFTJAM001,12,3,,,,,,,18
4,1989,BEEBDON001,14,2,,,,,,,12
4,1989,KELLJIM003,13,2,,,,,,,12
4,1989,MCKEKEI001,16,2,,,,,,,12
4,1989,METZPET001,16,2,,,,,,,12
4,1989,JACKKIR001,14,1,,,,,,,6
4,1989,JOHNFLI001,16,1,,,,,,,6
4,1989,KELSMAR001,16,1,,,,,,,6
4,1989,ROLLBUT001,16,1,,,,,,,6
4,1988,NORWSCO001,16,,,33,33,32,37,,129
4,1988,RIDDROB001,15,14,,,,,,,84
4,1988,REEDAND001,15,6,,,,,,,36
4,1988,HARMRON001,16,4,,,,,,,24
4,1988,ROLLBUT001,16,2,,,,,,,12
4,1988,THOMTHU001,15,2,,,,,,,12
4,1988,BURKCHR001,11,1,,,,,,,6
4,1988,JOHNFLI001,11,1,,,,,,,6
4,1988,KELSMAR001,16,1,,,,,,,6
4,1988,METZPET001,16,1,,,,,,,6
4,1988,SEALLEO001,16,1,,,,,,,6
4,1988,SMITBRU002,12,,,,,,,1,2
4,1987,NORWSCO001,12,,,31,31,10,15,,61
4,1987,RIDDROB001,6,8,,,,,,1,50
4,1987,REEDAND001,12,5,,,,,,,30
4,1987,BURKCHR001,12,4,,,,,,,24
4,1987,HARMRON001,12,4,,,,,,,24
4,1987,JOHNTRU001,12,2,,,,,,,12
4,1987,MUELJAM001,12,2,,,,,,,12
4,1987,ROLLBUT001,12,2,,,,,,,12
4,1987,SCHLTOD001,3,,,1,2,2,5,,7
4,1987,BROUWAL001,9,1,,,,,,,6
4,1987,BROWMAR001,3,1,,,,,,,6
4,1987,KELSMAR001,12,1,,,,,,,6
4,1987,MCFATHA001,3,1,,,,,,,6
4,1987,MCNASEA001,12,1,,,,,,,6
4,1987,SMITBRU002,12,1,,,,,,,6
4,1987,TASKSTE001,12,,,,,,,1,2
4,1986,NORWSCO001,16,,,32,34,17,27,,83
4,1986,REEDAND001,15,7,,,,,,,42
4,1986,BELLGRE002,6,6,,,,,,,36
4,1986,RIDDROB001,15,5,,,,,,,30
4,1986,BURKCHR001,14,4,,,,,,,24
4,1986,METZPET001,16,4,,,,,,,24
4,1986,BUTLJER003,11,2,,,,,,,12
4,1986,BELLROD001,16,1,,,,,,,6
4,1986,BYRUCAR001,13,1,,,,,,,6
4,1986,HARMRON001,14,1,,,,,,,6
4,1986,MOORRIC002,11,1,,,,,,,6
4,1986,PITTRON001,10,1,,,,,,,6
4,1986,TEALJIM002,5,1,,,,,,,6
4,1985,NORWSCO001,16,,,23,23,13,17,,62
4,1985,BELLGRE002,16,9,,,,,,,54
4,1985,REEDAND001,16,5,,,,,,,30
4,1985,BUTLJER003,16,2,,,,,,,12
4,1985,CRIBJOE001,10,1,,,,,,,6
4,1985,FERRVIN001,10,1,,,,,,,6
4,1985,MATHBRU001,10,1,,,,,,,6
4,1985,METZPET001,16,1,,,,,,,6
4,1985,MOORBOO001,16,1,,,,,,,6
4,1985,RAMSEAS001,16,1,,,,,,,6
4,1985,WILSDON001,16,1,,,,,,,6
4,1984,BELLGRE002,16,8,,,,,,,48
4,1984,DENNPRE001,16,7,,,,,,,42
4,1984,DANEJOE001,9,,,17,17,8,16,,41
4,1984,FRANBYR001,16,4,,,,,,,24
4,1984,NELSCHU001,7,,,14,14,3,5,,23
4,1984,DAWKJUL001,16,2,,,,,,,12
4,1984,HUNTTON002,11,2,,,,,,,12
4,1984,BROOMIT001,16,1,,,,,,,6
4,1984,DAVISTA002,16,1,,,,,,,6
4,1984,DUFEJOE001,5,1,,,,,,,6
4,1984,KEATCHR001,16,1,,,,,,,6
4,1984,NEALSPE001,12,1,,,,,,,6
4,1984,SANFLUC001,8,1,,,,,,,6
4,1984,WILLVAN001,16,1,,,,,,,6
4,1984,WILSDON001,16,1,,,,,,,6
4,1983,DANEJOE001,14,,,33,35,10,20,,63
4,1983,CRIBJOE001,16,10,,,,,,,60
4,1983,FRANBYR001,15,4,,,,,,,24
4,1983,BUTLJER003,9,3,,,,,,,18
4,1983,HUNTTON002,13,3,,,,,,,18
4,1983,LEWIFRA001,11,3,,,,,,,18
4,1983,MOSLMIK001,7,3,,,,,,,18
4,1983,TUTTPER001,9,3,,,,,,,18
4,1983,BRAMMAR001,12,2,,,,,,,12
4,1983,DAWKJUL001,11,1,,,,,,,6
4,1983,KENNMIK002,12,1,,,,,,,6
4,1983,KILSDAV001,16,1,,,,,,,6
4,1983,LEAKROO001,12,1,,,,,,,6
4,1983,MOORBOO001,15,1,,,,,,,6
4,1983,STEIFRE001,2,,,1,1,1,6,,4
4,1982,HERREFR001,7,,,11,12,8,14,,35
4,1982,LEAKROO001,9,5,,,,,,,30
4,1982,BUTLJER003,7,4,,,,,,,24
4,1982,CRIBJOE001,7,3,,,,,,,18
4,1982,BRAMMAR001,9,2,,,,,,,12
4,1982,FERGJOE001,9,2,,,,,,,12
4,1982,LEWIFRA001,8,2,,,,,,,12
4,1982,MIKENIC001,2,,,4,5,1,4,,7
4,1981,MIKENIC001,16,,,37,37,14,24,,79
4,1981,CRIBJOE001,15,10,,,,,,,60
4,1981,BUTLJER003,16,8,,,,,,,48
4,1981,LEAKROO001,16,6,,,,,,,36
4,1981,HOOKROL001,16,5,,,,,,,30
4,1981,LEWIFRA001,16,4,,,,,,,24
4,1981,BRAMMAR001,16,2,,,,,,,12
4,1981,BARNBUS001,16,1,,,,,,,6
4,1981,BROWCUR001,14,1,,,,,,,6
4,1981,FERGJOE001,16,1,,,,,,,6
4,1981,WILLBEN001,16,,,,,,,1,2
4,1980,MIKENIC001,16,,,37,39,13,23,,76
4,1980,CRIBJOE001,16,12,,,,,,,72
4,1980,BUTLJER003,16,6,,,,,,,36
4,1980,LEWIFRA001,15,6,,,,,,,36
4,1980,BRAMMAR001,16,4,,,,,,,24
4,1980,BROWCUR001,16,3,,,,,,,18
4,1980,LEAKROO001,16,3,,,,,,,18
4,1980,FREESTE001,16,1,,,,,,,6
4,1980,GANTREU001,16,1,,,,,,,6
4,1980,HOOKROL001,16,1,,,,,,,6
4,1980,JESSRON001,16,1,,,,,,,6
4,1980,NIXOJEF001,7,1,,,,,,,6
4,1980,SANFLUC001,16,1,,,,,,,6
4,1980,JOHNKEN003,16,,,,,,,1,2
4,1980,SIMPBIL001,11,,,,,,,1,2
4,1979,MIKENIC001,13,,,17,18,20,29,,77
4,1979,HOOKROL001,16,6,,,,,,,36
4,1979,BROWCUR001,15,4,,,,,,,24
4,1979,BUTLJER003,13,4,,,,,,,24
4,1979,COLLMIK001,16,2,,,,,,,12
4,1979,GANTREU001,14,2,,,,,,,12
4,1979,LEWIFRA001,15,2,,,,,,,12
4,1979,PICCLOU001,16,2,,,,,,,12
4,1979,DEMPTOM001,3,,,8,11,1,4,,11
4,1979,FERGJOE001,16,1,,,,,,,6
4,1979,FREESTE001,16,1,,,,,,,6
4,1979,MILLTER002,16,1,,,,,,,6
4,1979,ROBEISI001,16,1,,,,,,,6
4,1979,ROMECHA001,16,1,,,,,,,6
4,1979,SANFLUC001,16,1,,,,,,,6
4,1979,SHIPJOE001,16,1,,,,,,,6
4,1979,SMERFRE001,13,1,,,,,,,6
4,1978,DEMPTOM001,16,,,36,38,10,13,,66
4,1978,LEWIFRA001,15,7,,,,,,,42
4,1978,MILLTER002,16,7,,,,,,,42
4,1978,BROWCUR001,15,5,,,,,,,30
4,1978,CHANBOB001,16,5,,,,,,,30
4,1978,GANTREU001,16,5,,,,,,,30
4,1978,HOOKROL001,16,3,,,,,,,18
4,1978,PICCLOU001,16,2,,,,,,1,14
4,1978,JOHNDEN002,16,2,,,,,,,12
4,1978,MOODKEI001,14,1,,,,,,,6
4,1978,ROMECHA001,16,1,,,,,,,6
4,1978,WALTLAR001,12,1,,,,,,,6
4,1977,LONGCAR001,9,,,13,14,7,11,,34
4,1977,CHANBOB001,14,4,,,,,,,24
4,1977,KIMBJOH002,14,3,,,,,,,18
4,1977,BRAXJIM001,14,2,,,,,,,12
4,1977,FERGJOE001,14,2,,,,,,,12
4,1977,GANTREU001,14,2,,,,,,,12
4,1977,PICCLOU001,14,2,,,,,,,12
4,1977,ODONNEI002,5,,,4,5,2,6,,10
4,1977,BROWCUR001,7,1,,,,,,,6
4,1977,CORNBOA001,12,1,,,,,,,6
4,1977,JONEDOU001,14,1,,,,,,,6
4,1977,MOODKEI001,14,1,,,,,,,6
4,1977,GREETON001,14,,,,,,,1,2
4,1976,CHANBOB001,14,10,,,,,,,60
4,1976,JAKOGEO001,11,,,21,24,12,17,,57
4,1976,SIMPOJA001,14,9,,,,,,,54
4,1976,GANTREU001,14,3,,,,,,,18
4,1976,HOLLJOH002,13,3,,,,,,,18
4,1976,MARAGAR001,11,2,,,,,,,12
4,1976,GREETON001,14,1,,,,,,,6
4,1976,KINNJEF001,12,1,,,,,,,6
4,1976,MOODKEI001,14,1,,,,,,,6
4,1976,RICABEN001,2,,,2,2,1,4,,5
4,1976,LEYPJOH001,1,,,3,3,,3,,3
4,1975,SIMPOJA001,14,23,,,,,,,138
4,1975,BRAXJIM001,14,13,,,,,,,78
4,1975,LEYPJOH001,14,,,51,57,9,16,,78
4,1975,HILLJDA001,14,7,,,,,,,42
4,1975,CHANBOB001,14,6,,,,,,,36
4,1975,GANTREU001,14,2,,,,,,,12
4,1975,FERGJOE001,14,1,,,,,,,6
4,1975,FREESTE001,14,1,,,,,,,6
4,1975,HOLLJOH002,12,1,,,,,,,6
4,1975,KADIMIK001,14,1,,,,,,,6
4,1975,SEYMPAU001,14,1,,,,,,,6
4,1975,TOOMPAT001,14,1,,,,,,,6
4,1974,LEYPJOH001,14,,,25,29,19,33,,82
4,1974,HILLJDA001,14,6,,,,,,,36
4,1974,RASHAHM001,14,6,,,,,,,36
4,1974,BRAXJIM001,12,4,,,,,,,24
4,1974,SIMPOJA001,14,4,,,,,,,24
4,1974,FERGJOE001,14,2,,,,,,,12
4,1974,SEYMPAU001,14,2,,,,,,,12
4,1974,WASHDAV002,14,2,,,,,,,12
4,1974,WATKLAR001,10,2,,,,,,,12
4,1974,CHANBOB001,14,1,,,,,,,6
4,1974,CRAINEA001,14,1,,,,,,,6
4,1974,KADIMIK001,14,,,,,,,1,2
4,1973,LEYPJOH001,14,,,27,27,21,30,,90
4,1973,SIMPOJA001,14,12,,,,,,,72
4,1973,BRAXJIM001,6,4,,,,,,,24
4,1973,CHANBOB001,14,3,,1,1,,,,19
4,1973,WATKLAR001,14,3,,,,,,,18
4,1973,FERGJOE001,14,2,,,,,,,12
4,1973,FRANWAL001,12,2,,,,,,,12
4,1973,CAHIBIL001,5,1,,,,,,,6
4,1973,HARRDWI001,14,1,,,,,,,6
4,1972,LEYPJOH001,14,,,29,30,16,24,,77
4,1972,BRAXJIM001,14,6,,,,,,,36
4,1972,SIMPOJA001,14,6,,,,,,,36
4,1972,CHANBOB001,14,5,,,,,,,30
4,1972,HILLJDA001,14,5,,,,,,,30
4,1972,WHITJAN001,14,2,,,,,,,12
4,1972,GREETON001,14,1,,,,,,,6
4,1972,JACKRAN002,5,1,,,,,,,6
4,1972,LEEAKEN001,12,1,,,,,,,6
4,1972,MOSEHAV001,5,1,,,,,,,6
4,1972,PATRWAY001,13,1,,,,,,,6
4,1972,WYATALV001,14,1,,,,,,,6
4,1971,LEYPJOH001,8,,,12,12,9,15,,39
4,1971,BRISMAR001,14,5,,,,,,,30
4,1971,SIMPOJA001,14,5,,,,,,,30
4,1971,GUTHGRA001,6,,,8,9,3,10,,17
4,1971,HILLIKE002,14,2,,,,,,,12
4,1971,HILLJDA001,5,2,,,,,,,12
4,1971,MOSEHAV001,12,2,,,,,,,12
4,1971,JAMEROB001,14,1,,,,,,,6
4,1971,JONEGRE001,14,1,,,,,,,6
4,1971,KOYATED001,14,1,,,,,,,6
4,1971,PATRWAY001,14,1,,,,,,,6
4,1971,WYATALV001,14,1,,,,,,,6
4,1971,CHANEDG001,14,,,,,,,1,2
4,1970,GUTHGRA001,14,,,24,25,10,19,,54
4,1970,BRISMAR001,14,8,,,,,,,48
4,1970,SIMPOJA001,8,6,,,,,,,36
4,1970,GRATWIL001,14,2,,,,,,,12
4,1970,JONEGRE001,10,2,,,,,,,12
4,1970,MOSEHAV001,14,2,,,,,,,12
4,1970,BYRDBUT001,14,1,,,,,,,6
4,1970,CHANEDG001,14,1,,,,,,,6
4,1970,ENYABIL001,14,1,,,,,,,6
4,1970,PATELLO001,9,1,,,,,,,6
4,1970,PATRWAY001,9,1,,,,,,,6
4,1969,ALFOBRU002,14,,,23,24,17,26,,74
4,1969,BRISMAR001,13,5,,,,,,,30
4,1969,MOSEHAV001,14,5,,,,,,,30
4,1969,SIMPOJA001,13,5,,,,,,,30
4,1969,ENYABIL001,14,3,,,,,,,18
4,1969,PATRWAY001,14,3,,,,,,,18
4,1969,ANDEMAX001,11,1,,,,,,,6
4,1969,BYRDBUT001,14,1,,,,,,,6
4,1969,EDGEBOO001,14,1,,,,,,,6
4,1969,GRATWIL001,11,1,,,,,,,6
4,1969,MASTBIL001,14,1,,,,,,,6
4,1968,ALFOBRU002,11,,,15,15,14,24,,57
4,1968,MCDEGAR001,14,4,1,,,,,,26
4,1968,CAPPBOB001,14,3,1,,,,,,20
4,1968,ANDEMAX001,14,3,,,,,,,18
4,1968,COSTPAU001,14,2,,,,,,,12
4,1968,EDGEBOO001,13,2,,,,,,,12
4,1968,MOSEHAV001,14,2,,,,,,,12
4,1968,BYRDBUT001,14,1,,,,,,,6
4,1968,CLARHAG001,14,1,,,,,,,6
4,1968,GREGBEN001,6,1,,,,,,,6
4,1968,JANITOM001,11,1,,,,,,,6
4,1968,LEDBMON001,7,1,,,,,,,6
4,1968,RUTKEDA001,13,1,,,,,,,6
4,1968,MERCMIK001,3,,,4,4,,4,,4
4,1967,MERCMIK001,14,,,25,25,16,27,,73
4,1967,LINCKEI001,14,9,,,,,,,54
4,1967,POWEART001,6,4,,,,,,,24
4,1967,CARLWRA001,12,3,,,,,,,18
4,1967,KEMPJAC001,14,2,1,,,,,,14
4,1967,COSTPAU001,14,2,,,,,,,12
4,1967,JANITOM001,14,2,,,,,,,12
4,1967,MASTBIL001,14,2,,,,,,,12
4,1967,LEDBMON001,5,1,,,,,,,6
4,1967,SCHOMAR001,14,1,,,,,,,6
4,1967,SESTTOM001,14,1,,,,,,,6
4,1966,LUSTBOO001,14,,,41,42,19,38,,98
4,1966,BURNBOB001,14,8,,,,,,,48
4,1966,CARLWRA001,14,6,,,,,,,36
4,1966,KEMPJAC001,14,5,,,,,,,30
4,1966,SPIKJAC001,14,4,,,,,,,24
4,1966,COSTPAU001,14,3,,,,,,,18
4,1966,CROCBOB001,14,3,,,,,,,18
4,1966,BYRDBUT001,14,2,,,,,,,12
4,1966,DUBEELB001,14,2,,,,,,,12
4,1966,JANITOM001,14,2,,,,,,,12
4,1966,RUTKEDA001,14,2,,,,,,,12
4,1966,CLARHAG001,14,1,,,,,,,6
4,1966,DUNAJIM001,14,1,,,,,,,6
4,1966,FERGCHA001,14,1,,,,,,,6
4,1966,LAMODAR001,14,1,,,,,,,6
4,1966,STRAMIK003,14,1,,,,,,,6
4,1966,WARNCHA001,14,1,,,,,,,6
4,1965,GOGOPET001,14,,,31,31,28,46,,115
4,1965,CARLWRA001,14,7,,,,,,,42
