fid,season,playerid,g,td,conv2p,patm,pata,fgm,fga,saf,points
32,2015,FORBKAI001,1,,,1,1,1,2,,4
32,2014,FORBKAI001,16,,,31,32,24,27,,103
32,2014,MORRALF001,16,8,,,,,,,48
32,2014,JACKDES001,15,6,,,,,,,36
32,2014,YOUNDAR001,16,5,,,,,,,30
32,2014,GARCPIE001,16,3,,,,,,,18
32,2014,HELUROY001,14,3,,,,,,,18
32,2014,ROBEAND001,16,2,,,,,,,12
32,2014,GRIFROB002,9,1,,,,,,,6
32,2014,MCCOCOL001,5,1,,,,,,,6
32,2014,PAULLOG001,16,1,,,,,,,6
32,2014,PAULNIL001,16,1,,,,,,,6
32,2014,REDDSIL001,15,1,,,,,,,6
32,2014,THOMCHR002,2,1,,,,,,,6
32,2013,FORBKAI001,13,,,26,26,18,22,,80
32,2013,MORRALF001,16,7,,,,,,,42
32,2013,GARCPIE001,16,5,,,,,,,30
32,2013,HELUROY001,16,4,,,,,,,24
32,2013,YOUNDAR001,13,4,,,,,,,24
32,2013,HALLDEA002,16,3,,,,,,,18
32,2013,HANKLEO001,10,3,,,,,,,18
32,2013,PAULLOG001,16,3,,,,,,,18
32,2013,REEDJOR001,9,3,,,,,,,18
32,2013,POTTJOH001,3,,,7,7,3,4,,16
32,2013,MOSSSAN001,16,2,,,,,,,12
32,2013,ROBIALD001,16,2,,,,,,,12
32,2013,AMERDAV001,16,1,,,,,,,6
32,2013,DAVIFRE003,10,1,,,,,,,6
32,2013,ORAKBRI001,15,1,,,,,,,6
32,2013,GRIFROB002,13,,1,,,,,,2
32,2013,WILLNIC002,5,,1,,,,,,2
32,2012,FORBKAI001,11,,,33,34,17,18,,84
32,2012,MORRALF001,16,13,,,,,,,78
32,2012,MOSSSAN001,16,8,,,,,,,48
32,2012,GRIFROB002,15,7,,,,,,,42
32,2012,CUNDBIL001,5,,,17,17,7,12,,38
32,2012,GARCPIE001,10,5,,,,,,,30
32,2012,HANKLEO001,16,3,,,,,,,18
32,2012,MORGJOS001,16,3,,,,,,,18
32,2012,ROBIALD001,15,3,,,,,,,18
32,2012,ROYSEVA001,16,2,,,,,,,12
32,2012,YOUNDAR001,16,2,,,,,,,12
32,2012,JACKROB001,16,1,,,,,,,6
32,2012,KERRRYA001,16,1,,,,,,,6
32,2012,PAULLOG001,16,1,,,,,,,6
32,2012,PAULNIL001,16,1,,,,,,,6
32,2012,WILLMAD001,16,1,,,,,,,6
32,2012,WILSJOS001,16,1,,,,,,,6
32,2012,COUSKIR001,3,,1,,,,,,2
32,2011,GANOGRA001,16,,,25,26,31,41,,118
32,2011,GAFFJAB001,16,5,,,,,,,30
32,2011,MOSSSAN001,12,4,,,,,,,24
32,2011,DAVIFRE003,12,3,,,,,,,18
32,2011,HELUROY001,15,3,,,,,,,18
32,2011,ARMSANT001,14,2,,,,,,,12
32,2011,BECKJOH002,4,2,,,,,,,12
32,2011,HIGHTIM001,5,2,,,,,,,12
32,2011,STALDON002,11,2,,,,,,,12
32,2011,ANDEDAV001,4,1,,,,,,,6
32,2011,GROSREX002,13,1,,,,,,,6
32,2011,KERRRYA001,16,1,,,,,,,6
32,2011,TORARYA001,8,1,,,,,,,6
32,2011,YOUNDAR001,13,1,,,,,,,6
32,2011,HANKLEO001,4,,1,,,,,,2
32,2010,GANOGRA001,16,,,28,28,24,35,,100
32,2010,MOSSSAN001,16,6,,,,,,,36
32,2010,TORARYA001,10,6,,,,,,,36
32,2010,WILLKEI001,15,5,,,,,,,30
32,2010,COOLCHR001,16,3,1,,,,,,20
32,2010,ARMSANT001,15,3,,,,,,,18
32,2010,DAVIFRE003,16,3,,,,,,,18
32,2010,HALLDEA002,16,2,,,,,,,12
32,2010,PORTCLI001,5,2,,,,,,,12
32,2010,BANKBRA001,13,1,,,,,,,6
32,2010,PAULLOG001,11,1,,,,,,,6
32,2010,YOUNDAR001,16,1,,,,,,,6
32,2010,SELLMIK001,16,,1,,,,,,2
32,2009,SUISSHA001,12,,,20,21,18,21,,74
32,2009,DAVIFRE003,16,6,,,,,,,36
32,2009,GANOGRA001,4,,,6,7,4,4,,18
32,2009,GANTQUI001,8,3,,,,,,,18
32,2009,MOSSSAN001,16,3,,,,,,,18
32,2009,THOMDEV001,14,3,,,,,,,18
32,2009,YODETOD001,16,3,,,,,,,18
32,2009,BETTLAD001,10,2,,,,,,,12
32,2009,COOLCHR001,7,2,,,,,,,12
32,2009,PORTCLI001,8,2,,,,,,,12
32,2009,SELLMIK001,15,2,,,,,,,12
32,2009,CAMPJAS001,16,1,,,,,,,6
32,2009,CARTROC001,16,1,,,,,,,6
32,2009,SMITHUN001,13,1,,,,,,,6
32,2008,SUISSHA001,16,,,25,25,26,36,,103
32,2008,PORTCLI001,16,9,,,,,,,54
32,2008,MOSSSAN001,16,7,,,,,,,42
32,2008,RANDANT001,16,4,,,,,,,24
32,2008,BETTLAD001,13,1,,,,,,,6
32,2008,CAMPJAS001,16,1,,,,,,,6
32,2008,COOLCHR001,16,1,,,,,,,6
32,2008,SELLMIK001,16,1,,,,,,,6
32,2008,THOMDEV001,16,1,,,,,,,6
32,2008,THRAJAM001,16,1,,,,,,,6
32,2008,YODETOD001,16,1,,,,,,,6
32,2007,SUISSHA001,16,,,29,30,29,35,,116
32,2007,PORTCLI001,16,11,,,,,,,66
32,2007,COOLCHR001,16,8,1,,,,,,50
32,2007,MOSSSAN001,14,3,,,,,,,18
32,2007,SELLMIK001,14,3,,,,,,,18
32,2007,BETTLAD001,16,2,,,,,,,12
32,2007,THRAJAM001,12,2,,,,,,,12
32,2007,RANDANT001,15,1,1,,,,,,8
32,2007,CAMPJAS001,13,1,,,,,,,6
32,2007,FLETLON001,16,1,,,,,,,6
32,2007,MCCAKEE001,10,1,,,,,,,6
32,2007,ROGECAR001,7,1,,,,,,,6
32,2007,YODETOD001,15,1,,,,,,,6
32,2007,CARTAND001,16,,,,,,,1,2
32,2007,GOLSKED001,15,,,,,,,1,2
32,2006,PORTCLI001,8,7,,,,,,,42
32,2006,COOLCHR001,16,6,1,,,,,,38
32,2006,MOSSSAN001,14,6,1,,,,,,38
32,2006,HALLJOH002,5,,,9,9,9,11,,36
32,2006,SUISSHA001,5,,,12,12,8,9,,36
32,2006,BETTLAD001,16,5,,,,,,,30
32,2006,NOVANIC001,6,,,10,10,5,10,,25
32,2006,RANDANT001,16,4,,,,,,,24
32,2006,DUCKTJA001,10,2,,,,,,,12
32,2006,CARTROC001,16,1,,,,,,,6
32,2006,SELLMIK001,16,1,,,,,,,6
32,2006,THRAJAM001,16,1,,,,,,,6
32,2006,YODETOD001,14,1,,,,,,,6
32,2006,MARSLEM001,15,,,,,,,1,2
32,2005,PORTCLI001,16,11,1,,,,,,68
32,2005,HALLJOH002,10,,,27,27,12,14,,63
32,2005,MOSSSAN001,16,9,,,,,,,54
32,2005,SELLMIK001,15,8,,,,,,,48
32,2005,COOLCHR001,16,7,,,,,,,42
32,2005,NOVANIC001,5,,,15,15,5,7,,30
32,2005,BETTLAD001,12,3,,,,,,,18
32,2005,CARTROC001,16,2,,,,,,,12
32,2005,BROWANT002,7,1,,,,,,,6
32,2005,MARSLEM001,16,1,,,,,,,6
32,2005,ROYAROB001,15,1,,,,,,,6
32,2005,TAYLSEA001,15,1,,,,,,,6
32,2004,PORTCLI001,15,7,,,,,,,42
32,2004,HALLJOH002,8,,,13,13,8,11,,37
32,2004,COOLCHR001,16,6,,,,,,,36
32,2004,GARDROD001,16,5,,,,,,,30
32,2004,KIMROLA001,5,,,6,6,6,10,,24
32,2004,ROYAROB001,14,4,,,,,,,24
32,2004,CHANJEF001,3,,,6,6,5,6,,21
32,2004,BETTLAD001,16,1,,,,,,,6
32,2004,COLELAV001,16,1,,,,,,,6
32,2004,HARRWAL002,16,1,,,,,,,6
32,2004,PIERANT001,16,1,,,,,,,6
32,2004,JACOTAY001,15,,1,,,,,,2
32,2003,HALLJOH002,16,,,26,27,25,33,,101
32,2003,MCCADAR001,15,6,2,,,,,,40
32,2003,COLELAV001,16,6,,,,,,,36
32,2003,GARDROD001,16,5,,,,,,,30
32,2003,CARTROC001,15,4,,,,,,,24
32,2003,BETTLAD001,9,2,,,,,,,12
32,2003,CANITRU001,11,2,,,,,,,12
32,2003,MORTCHA001,15,2,,,,,,,12
32,2003,JACOTAY001,8,1,,,,,,,6
32,2003,JOHNPAT002,16,1,,,,,,,6
32,2003,RAMSPAT001,11,1,,,,,,,6
32,2003,ARMSJES001,16,,,,,,,1,2
32,2002,TUTHJAM001,11,,,20,21,10,16,,50
32,2002,DAVISTE001,12,8,,,,,,,48
32,2002,GARDROD001,16,8,,,,,,,48
32,2002,CORTJOS001,4,,,9,9,5,8,,24
32,2002,THOMDER002,16,4,,,,,,,24
32,2002,DOERCHR001,15,2,1,,,,,,14
32,2002,FLEMZER001,15,2,,,,,,,12
32,2002,LOCKKEV001,6,2,,,,,,,12
32,2002,MCCADAR001,9,2,,,,,,,12
32,2002,WATSKEN001,16,2,,,,,,,12
32,2002,CONWBRE001,1,,,4,4,1,1,,7
32,2002,ARRILAV001,16,1,,,,,,,6
32,2002,BETTLAD001,11,1,,,,,,,6
32,2002,CARTROC001,16,1,,,,,,,6
32,2002,GREEJAC002,9,1,,,,,,,6
32,2002,JACKWIL002,5,1,,,,,,,6
32,2002,OHALIFE001,16,1,,,,,,,6
32,2002,RAMSPAT001,9,1,,,,,,,6
32,2001,CONWBRE001,16,,,22,22,26,33,,100
32,2001,DAVISTE001,16,5,1,,,,,,32
32,2001,GARDROD001,16,4,,,,,,,24
32,2001,WESTMIC001,16,4,,,,,,,24
32,2001,CARTKIJ001,14,3,,,,,,,18
32,2001,BANKTON001,15,2,,,,,,,12
32,2001,FLEMZER001,16,2,,,,,,,12
32,2001,RASBWAL001,16,2,,,,,,,12
32,2001,ARRILAV001,14,1,,,,,,,6
32,2001,METCERI001,10,1,,,,,,,6
32,2001,THOMDER002,16,1,,,,,,,6
32,2001,BENNDON001,16,,1,,,,,,2
32,2000,DAVISTE001,15,11,,,,,,,66
32,2000,MURREDD001,6,,,7,8,8,12,,31
32,2000,FRYAIRV001,14,5,,,,,,,30
32,2000,HEPPKRI001,4,,,9,9,4,6,,21
32,2000,HUSTMIC001,4,,,8,9,4,8,,20
32,2000,CENTLAR001,15,3,,,,,,,18
32,2000,CONNALB001,16,3,,,,,,,18
32,2000,ALEXSTE002,16,2,,,,,,,12
32,2000,CONWBRE001,2,,,3,3,3,3,,12
32,2000,SELLMIK001,15,2,,,,,,,12
32,2000,THRAJAM001,16,2,,,,,,,12
32,2000,BAILCHA001,16,1,,,,,,,6
32,2000,HICKSKI001,10,1,,,,,,,6
32,2000,JOHNBRA001,12,1,,,,,,,6
32,2000,REEDAND001,13,1,,,,,,,6
32,2000,BENTSCO001,6,,,,,1,1,,3
32,2000,SMITBRU002,16,,,,,,,1,2
32,1999,CONWBRE001,16,,,49,50,22,32,,115
32,1999,DAVISTE001,14,17,1,,,,,,104
32,1999,WESTMIC001,16,9,1,,,,,,56
32,1999,CONNALB001,15,7,,,,,,,42
32,1999,ALEXSTE002,15,3,,,,,,,18
32,1999,CENTLAR001,16,3,,,,,,,18
32,1999,HICKSKI001,10,3,,,,,,,18
32,1999,FRYAIRV001,16,2,,,,,,,12
32,1999,JOHNBRA001,16,2,,,,,,,12
32,1999,SELLMIK001,16,2,,,,,,,12
32,1999,BAILCHA001,16,1,,,,,,,6
32,1999,BARBSHA001,16,1,,,,,,,6
32,1999,COLEMAR001,16,1,,,,,,,6
32,1999,MITCBRI001,16,1,,,,,,,6
32,1999,THRAJAM001,16,1,,,,,,,6
32,1999,WILKDAN001,16,1,,,,,,,6
32,1998,BLANCAR001,13,,,30,31,11,17,,63
32,1998,SHEPLES001,16,9,1,,,,,,56
32,1998,HICKSKI001,9,8,,,,,,,48
32,1998,WESTMIC001,11,6,,,,,,,36
32,1998,ALEXSTE002,15,4,,,,,,,24
32,1998,MITCBRI001,16,3,,,,,,,18
32,1998,ALLETER001,10,2,,,,,,,12
32,1998,CONNALB001,14,2,,,,,,,12
32,1998,DAVISTE001,16,2,,,,,,,12
32,1998,GREETRE001,15,2,,,,,,,12
32,1998,BLANSCO001,2,,,4,4,2,4,,10
32,1998,BOWILAR002,5,1,,,,,,,6
32,1998,THRAJAM001,10,1,,,,,,,6
32,1998,AKERDAV001,1,,,2,2,,2,,2
32,1998,BOUTMAR001,13,,,,,,,1,2
32,1997,BLANSCO001,15,,,34,34,16,24,,82
32,1997,ALLETER001,10,5,,,,,,,30
32,1997,SHEPLES001,11,5,,,,,,,30
32,1997,BOWILAR002,15,4,,,,,,,24
32,1997,ELLAHEN001,16,4,,,,,,,24
32,1997,MITCBRI001,16,4,,,,,,,24
32,1997,DAVISTE001,14,3,,,,,,,18
32,1997,JENKJAM001,16,3,,,,,,,18
32,1997,WESTMIC001,13,3,,,,,,,18
32,1997,CONNALB001,5,2,,,,,,,12
32,1997,FRERGUS001,13,2,,,,,,,12
32,1997,POUNDAR001,16,2,,,,,,,12
32,1997,ASHEJAM001,16,1,,,,,,,6
32,1997,DISHCRI001,16,1,,,,,,,6
32,1997,GREEDAR001,16,1,,,,,,,6
32,1997,JACKCHR001,1,,,5,5,,,,5
32,1996,ALLETER001,16,21,,,,,,,126
32,1996,BLANSCO001,16,,,40,40,26,32,,118
32,1996,SHEPLES001,12,5,,,,,,,30
32,1996,ASHEJAM001,16,4,,,,,,,24
32,1996,DAVISTE001,12,2,,,,,,,12
32,1996,ELLAHEN001,16,2,,,,,,,12
32,1996,GALBSCO001,16,2,,,,,,,12
32,1996,LOGAMAR001,14,2,,,,,,,12
32,1996,GREEDAR001,16,1,,,,,,,6
32,1996,TURNSCO001,16,1,,,,,,,6
32,1996,WESTMIC001,11,1,,,,,,,6
32,1995,MURREDD001,16,,,33,33,27,36,,114
32,1995,ALLETER001,16,11,,,,,,,66
32,1995,ELLAHEN001,15,5,,,,,,,30
32,1995,LOGAMAR001,16,3,,,,,,,18
32,1995,MITCBRI001,16,3,,,,,,,18
32,1995,SHEPLES001,14,3,,,,,,,18
32,1995,GALBSCO001,16,2,,,,,,,12
32,1995,WESTMIC001,11,2,,,,,,,12
32,1995,BELLCOL001,11,1,,,,,,,6
32,1995,CARTTOM001,16,1,,,,,,,6
32,1995,FRERGUS001,16,1,,,,,,,6
32,1995,GREEDAR001,16,1,,,,,,,6
32,1995,TRUIOLA001,5,1,,,,,,,6
32,1995,WOODTON002,16,1,,,,,,,6
32,1995,BROWDAR001,16,,,,,,,1,2
32,1994,LOHMCHI001,16,,,30,32,20,28,,90
32,1994,ELLAHEN001,16,6,,,,,,,36
32,1994,HOWADES001,16,5,1,,,,,,32
32,1994,ERVIRIC001,16,4,,,,,,,24
32,1994,JENKJAM001,16,4,,,,,,,24
32,1994,MITCBRI001,16,3,1,,,,,,20
32,1994,HORTETH001,16,3,,,,,,,18
32,1994,WINATYD001,15,2,1,,,,,,14
32,1994,BROOREG001,13,2,,,,,,,12
32,1994,COLLAND001,16,2,,,,,,,12
32,1994,BAYLMAR001,16,1,,,,,,,6
32,1994,GREEDAR001,16,1,,,,,,,6
32,1994,MORRDAR002,16,1,,,,,,,6
32,1994,SMITCED001,14,1,,,,,,,6
32,1994,TRUIOLA001,9,1,,,,,,,6
32,1994,WYCHFRA001,9,1,,,,,,,6
32,1993,LOHMCHI001,16,,,24,26,16,28,,72
32,1993,SANDRIC001,16,4,,,,,,,24
32,1993,BROOREG001,16,3,,,,,,,18
32,1993,MCGETIM001,13,3,,,,,,,18
32,1993,MITCBRI001,16,3,,,,,,,18
32,1993,RYPIMAR001,12,3,,,,,,,18
32,1993,MIDDRON001,16,2,,,,,,,12
32,1993,MONKART001,16,2,,,,,,,12
32,1993,BYNEEAR001,16,1,,,,,,,6
32,1993,COLEMON001,14,1,,,,,,,6
32,1993,GANNRIC001,8,1,,,,,,,6
32,1993,GOUVKUR001,16,1,,,,,,,6
32,1993,GREEDAR001,16,1,,,,,,,6
32,1993,JOHNAJA001,13,1,,,,,,,6
32,1992,LOHMCHI001,16,,,30,30,30,40,,120
32,1992,BYNEEAR001,16,7,,,,,,,42
32,1992,CLARGAR001,16,5,,,,,,,30
32,1992,MONKART001,16,3,,,,,,,18
32,1992,ORRATER001,16,3,,,,,,,18
32,1992,SANDRIC001,15,3,,,,,,,18
32,1992,ERVIRIC001,16,2,,,,,,,12
32,1992,RYPIMAR001,16,2,,,,,,,12
32,1992,COPEDAN001,13,1,,,,,,,6
32,1992,EDWABRA001,16,1,,,,,,,6
32,1992,HOWADES001,16,1,,,,,,,6
32,1992,MARSWIL001,16,1,,,,,,,6
32,1992,MITCBRI001,16,1,,,,,,,6
32,1991,LOHMCHI001,16,,,56,56,31,43,,149
32,1991,RIGGGER001,16,11,,,,,,,66
32,1991,CLARGAR001,16,10,,,,,,,60
32,1991,MONKART001,16,8,,,,,,,48
32,1991,SANDRIC001,16,6,,,,,,,36
32,1991,BYNEEAR001,16,5,,,,,,,30
32,1991,ERVIRIC001,15,4,,,,,,,24
32,1991,ORRATER001,16,4,,,,,,,24
32,1991,JOHNJIM004,6,2,,,,,,,12
32,1991,MITCBRI001,16,2,,,,,,,12
32,1991,COLLAND001,16,1,,,,,,,6
32,1991,MARSWIL001,16,1,,,,,,,6
32,1991,MAYHMAR001,16,1,,,,,,,6
32,1991,RYPIMAR001,16,1,,,,,,,6
32,1990,LOHMCHI001,16,,,41,41,30,40,,131
32,1990,CLARGAR001,16,8,,,,,,,48
32,1990,BYNEEAR001,16,7,,,,,,,42
32,1990,RIGGGER001,10,6,,,,,,,36
32,1990,MONKART001,16,5,,,,,,,30
32,1990,SANDRIC001,16,3,,,,,,,18
32,1990,HUMPSTA001,7,2,,,,,,,12
32,1990,JOHNJIM004,16,2,,,,,,,12
32,1990,BRYAKEL001,15,1,,,,,,,6
32,1990,GOUVKUR001,16,1,,,,,,,6
32,1990,GREEDAR001,16,1,,,,,,,6
32,1990,HOBBSTE001,7,1,,,,,,,6
32,1990,MITCBRI001,15,1,,,,,,,6
32,1990,RUTLJEF001,10,1,,,,,,,6
32,1990,WALTALV001,16,1,,,,,,,6
32,1990,WARRDON001,16,1,,,,,,,6
32,1989,LOHMCHI001,16,,,41,41,29,40,,128
32,1989,BYNEEAR001,16,9,,,,,,,54
32,1989,CLARGAR001,15,9,,,,,,,54
32,1989,MONKART001,16,8,,,,,,,48
32,1989,RIGGGER001,12,4,,,,,,,24
32,1989,SANDRIC001,16,4,,,,,,,24
32,1989,MORRJAM002,12,2,,,,,,,12
32,1989,COLEMON001,15,1,,,,,,,6
32,1989,JOHNAJA001,16,1,,,,,,,6
32,1989,JOHNJOE003,15,1,,,,,,,6
32,1989,RYPIMAR001,14,1,,,,,,,6
32,1989,WALTALV001,13,1,,,,,,,6
32,1989,WARRDON001,15,1,,,,,,,6
32,1989,MANLDEX001,10,,,,,,,1,2
32,1989,STOKFRE001,16,,,,,,,1,2
32,1988,LOHMCHI001,16,,,40,41,19,26,,97
32,1988,SANDRIC001,16,12,,,,,,,72
32,1988,CLARGAR001,16,7,,,,,,,42
32,1988,BRYAKEL001,10,6,,,,,,,36
32,1988,MONKART001,16,5,,,,,,,30
32,1988,SMITTIM002,14,3,,,,,,,18
32,1988,MORRJAM002,16,2,,,,,,,12
32,1988,ORRATER001,16,2,,,,,,,12
32,1988,ALLEANT001,14,1,,,,,,,6
32,1988,GRIFKEI001,8,1,,,,,,,6
32,1988,RYPIMAR001,9,1,,,,,,,6
32,1988,WILLDOU001,11,1,,,,,,,6
32,1988,CALDRAV001,16,,,,,,,1,2
32,1987,HAJIALI001,11,,,29,32,13,19,,68
32,1987,CLARGAR001,12,7,,,,,,,42
32,1987,BRYAKEL001,11,6,,,,,,,36
32,1987,MONKART001,9,6,,,,,,,36
32,1987,ROGEGEO001,11,6,,,,,,,36
32,1987,ALLEANT001,3,3,,,,,,,18
32,1987,SANDRIC001,12,3,,,,,,,18
32,1987,SCHRJAY001,11,3,,,,,,,18
32,1987,ARIROBE001,2,,,6,6,3,5,,15
32,1987,VITALIO001,3,2,,,,,,,12
32,1987,WILSTED001,3,2,,,,,,,12
32,1987,WILSWAY001,2,2,,,,,,,12
32,1987,BRANREG001,12,1,,,,,,,6
32,1987,COXASTE001,12,,,3,3,1,2,,6
32,1987,DIDICLI001,9,1,,,,,,,6
32,1987,GREEDAR001,12,1,,,,,,,6
32,1987,GRIFKEI001,9,1,,,,,,,6
32,1987,JESSTIM001,3,1,,,,,,,6
32,1987,WILBBAR001,12,1,,,,,,,6
32,1987,WILLDOU001,5,1,,,,,,,6
32,1987,ATKIJES001,1,,,1,1,1,1,,4
32,1987,TOIBBRE001,1,,,4,4,,2,,4
32,1986,ROGEGEO001,15,18,,,,,,,108
32,1986,ZENDMAX001,9,,,23,28,9,14,,50
32,1986,BRYAKEL001,10,7,,,,,,,42
32,1986,CLARGAR001,15,7,,,,,,,42
32,1986,MOSEMAR001,6,,,12,14,6,12,,30
32,1986,DIDICLI001,14,4,,,,,,,24
32,1986,MONKART001,16,4,,,,,,,24
32,1986,SANDRIC001,10,2,,,,,,,12
32,1986,COXASTE001,16,,,,,3,6,,9
32,1986,MANLDEX001,16,1,,,,,,,6
32,1986,ORRATER001,16,1,,,,,,,6
32,1986,SCHRJAY001,16,1,,,,,,,6
32,1986,WARRDON001,16,1,,,,,,,6
32,1986,ATKIJES001,1,,,3,3,,,,3
32,1985,MOSEMAR001,16,,,31,33,22,34,,97
32,1985,RIGGJOH001,12,8,,,,,,,48
32,1985,ROGEGEO001,15,7,,,,,,,42
32,1985,CLARGAR001,16,5,,,,,,,30
32,1985,DIDICLI001,16,4,,,,,,,24
32,1985,GRIFKEI001,16,3,,,,,,,18
32,1985,MONKART001,15,2,,,,,,,12
32,1985,THEIJOE001,11,2,,,,,,,12
32,1985,MUHACAL001,12,1,,,,,,,6
32,1985,WARRDON001,16,1,,,,,,,6
32,1984,MOSEMAR001,16,,,48,51,24,31,,120
32,1984,RIGGJOH001,14,14,,,,,,,84
32,1984,MONKART001,16,7,,,,,,,42
32,1984,DIDICLI001,11,5,,,,,,,30
32,1984,MUHACAL001,10,4,,,,,,,24
32,1984,WONSOTI001,16,4,,,,,,,24
32,1984,BROWCHA009,9,3,,,,,,,18
32,1984,DEANVER001,16,2,,,,,,,12
32,1984,MOORJEF001,7,2,,,,,,,12
32,1984,COLEMON001,16,1,,,,,,,6
32,1984,GRANDAR001,15,1,,,,,,,6
32,1984,GREEDAR001,16,1,,,,,,,6
32,1984,JACOJOE001,16,1,,,,,,,6
32,1984,JORDCUR001,16,1,,,,,,,6
32,1984,MCGRMAR001,13,1,,,,,,,6
32,1984,SEAYVIR001,11,1,,,,,,,6
32,1984,THEIJOE001,16,1,,,,,,,6
32,1984,WALKRIC001,16,1,,,,,,,6
32,1984,WASHJOE002,7,1,,,,,,,6
32,1983,MOSEMAR001,16,,,62,63,33,47,,161
32,1983,RIGGJOH001,15,24,,,,,,,144
32,1983,BROWCHA009,15,8,,,,,,,48
32,1983,WASHJOE002,15,6,,,,,,,36
32,1983,DIDICLI001,16,5,,,,,,,30
32,1983,MONKART001,12,5,,,,,,,30
32,1983,EVANREG001,15,4,,,,,,,24
32,1983,KAUFMEL001,16,2,,,,,,,12
32,1983,WALKRIC001,16,2,,,,,,,12
32,1983,WARRDON001,13,2,,,,,,,12
32,1983,DEANVER001,16,1,,,,,,,6
32,1983,GARRALV001,15,1,,,,,,,6
32,1983,GIAQNIC001,16,1,,,,,,,6
32,1983,SEAYVIR001,14,1,,,,,,,6
32,1983,THEIJOE001,16,1,,,,,,,6
32,1983,MANNCHA001,16,,,,,,,1,2
32,1982,MOSEMAR001,9,,,16,19,20,21,,76
32,1982,BROWCHA009,9,8,,,,,,,48
32,1982,RIGGJOH001,8,3,,,,,,,18
32,1982,WASHJOE002,7,2,,,,,,,12
32,1982,DIDICLI001,8,1,,,,,,,6
32,1982,HARMCLA001,9,1,,,,,,,6
32,1982,JORDCUR001,9,1,,,,,,,6
32,1982,MONKART001,9,1,,,,,,,6
32,1982,WALKRIC001,9,1,,,,,,,6
32,1982,WONSOTI001,9,1,,,,,,,6
32,1981,MOSEMAR001,16,,,38,42,19,30,,95
32,1981,RIGGJOH001,15,13,,,,,,,78
32,1981,WASHJOE002,14,7,,,,,,,42
32,1981,MONKART001,16,6,,,,,,,36
32,1981,THOMRIC002,16,4,,,,,,,24
32,1981,SEAYVIR001,16,3,,,,,,,18
32,1981,NELMMIK001,16,2,,,,,,,12
32,1981,THEIJOE001,16,2,,,,,,,12
32,1981,COLEMON001,12,1,,,,,,,6
32,1981,GIAQNIC001,6,1,,,,,,,6
32,1981,OLKENEA001,14,1,,,,,,,6
32,1981,WALKRIC001,16,1,,,,,,,6
32,1981,WARRDON001,16,1,,,,,,,6
32,1980,MOSEMAR001,16,,,27,30,18,33,,81
32,1980,HARMCLA001,16,8,,,,,,,48
32,1980,THOMRIC002,16,5,,,,,,,30
32,1980,JACKWIL001,16,4,,,,,,,24
32,1980,MONKART001,16,3,,,,,,,18
32,1980,THEIJOE001,16,3,,,,,,,18
32,1980,CLAIRIC001,15,2,,,,,,,12
32,1980,FORTIKE001,12,2,,,,,,,12
32,1980,HAMMBOB002,15,1,,,,,,,6
32,1980,LAVEJOE001,16,1,,,,,,,6
32,1980,WALKRIC001,15,1,,,,,,,6
32,1979,MOSEMAR001,16,,,39,39,25,33,,114
32,1979,RIGGJOH001,16,12,,,,,,,72
32,1979,HARMCLA001,16,5,,,,,,,30
32,1979,MALOBEN001,16,4,,,,,,,24
32,1979,THEIJOE001,16,4,,,,,,,24
32,1979,THOMRIC002,15,4,,,,,,,24
32,1979,FUGEJEA001,11,3,,,,,,,18
32,1979,MCDAJOH001,15,2,,,,,,,12
32,1979,BUGGDAN001,16,1,,,,,,,6
32,1979,FORTIKE001,11,1,,,,,,,6
32,1979,HARDBUD002,10,1,,,,,,,6
32,1979,HOVEDON001,16,1,,,,,,,6
32,1979,LORCKAR001,15,1,,,,,,,6
32,1978,MOSEMAR001,16,,,30,31,19,30,,87
32,1978,FUGEJEA001,14,7,,,,,,,42
32,1978,RIGGJOH001,15,5,,,,,,,30
32,1978,THOMMIK001,13,5,,,,,,,30
32,1978,MCDAJOH001,15,4,,,,,,,24
32,1978,GREETON002,16,3,,,,,,,18
32,1978,BUGGDAN001,13,2,,,,,,,12
32,1978,DUSEBRA001,16,1,,,,,,,6
32,1978,HARMCLA001,16,1,,,,,,,6
32,1978,THEIJOE001,16,1,,,,,,,6
32,1978,THOMRIC002,16,1,,,,,,,6
32,1978,WILLGER002,16,1,,,,,,,6
32,1977,MOSEMAR001,14,,,19,19,21,37,,82
32,1977,FUGEJEA001,14,5,,,,,,,30
32,1977,THOMMIK001,13,5,,,,,,,30
32,1977,GRANFRA001,14,3,,,,,,,18
32,1977,RIGGJOH001,5,2,,,,,,,12
32,1977,BUGGDAN001,14,1,,,,,,,6
32,1977,HARMCLA001,12,1,,,,,,,6
32,1977,HILLCAL001,14,1,,,,,,,6
32,1977,THEIJOE001,14,1,,,,,,,6
32,1976,MOSEMAR001,14,,,31,32,22,34,,97
32,1976,THOMMIK001,13,9,,,,,,,54
32,1976,FUGEJEA001,12,6,,,,,,,36
32,1976,GRANFRA001,14,5,,,,,,,30
32,1976,RIGGJOH001,14,4,,,,,,,24
32,1976,JEFFROY001,14,2,,,,,,,12
32,1976,SMITJER004,13,2,,,,,,,12
32,1976,BROWEDD001,14,1,,,,,,,6
32,1976,DUSEBRA001,14,1,,,,,,,6
32,1976,HILLCAL001,14,1,,,,,,,6
32,1976,THEIJOE001,14,1,,,,,,,6
32,1976,MCDORON001,14,,,,,,,1,2
