fid,team,season,league,conference,division,playoff_app,wild_card,div_title,conf_title,league_title,sb_title,title_notes,w,l,t,points,yards,plays,fd,to,pen,penyds,fdpen,patt,pcmp,pyds,ptd,pint,fdp,ratt,rnet,rtd,fdr,int,iyds,itd,pr,pryds,prtd,kr,kryds,krtd,patm,pata,fgm,fga,pt,ptyds,opp_points,opp_yards,opp_plays,opp_fd,opp_to,opp_pen,opp_penyds,opp_fdpen,opp_patt,opp_pcmp,opp_pyds,opp_ptd,opp_pint,opp_fdp,opp_ratt,opp_rnet,opp_rtd,opp_fdr,opp_pr,opp_pryds,opp_prtd,opp_kr,opp_kryds,opp_krtd,opp_patm,opp_pata,opp_fgm,opp_fga,opp_pt,opp_ptyds
12,Green Bay Packers,1958,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,10,1,193,3241,730,177,44,52,545,14,348,161,1820,15,27,87,345,1421,7,76,13,174,1,33,179,0,60,1309,0,22,23,11,21,62,2625,382,4615,773,236,32,72,657,16,336,175,2575,24,13,111,427,2040,24,109,46,268,0,32,710,0,46,49,12,25,42,1747
14,Baltimore Colts,1958,NFL,Western,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,9,3,0,381,4539,826,253,22,55,518,16,354,178,2412,26,11,120,456,2127,24,117,35,514,1,39,237,0,34,864,2,48,52,5,14,62,2276,203,3284,726,188,52,60,555,12,363,168,1993,9,35,106,331,1291,13,70,40,176,1,43,1241,1,23,26,6,17,62,2736
21,New York Giants,1958,NFL,Eastern,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,9,3,0,246,3330,730,191,26,44,379,15,266,119,1605,15,12,83,450,1725,14,93,21,294,0,42,168,0,34,700,0,28,30,12,23,65,2859,183,3418,729,170,40,45,451,7,311,142,1978,11,21,80,399,1440,7,83,51,376,0,40,889,0,21,22,10,19,56,2337
24,Philadelphia Eagles,1958,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,9,1,235,3790,745,222,43,55,570,25,402,214,2697,18,21,125,334,1093,13,72,15,206,0,47,333,0,45,900,0,31,31,6,14,54,2225,306,4047,793,225,27,74,722,24,289,138,2118,22,15,100,488,1929,15,101,41,363,1,40,961,1,39,39,11,23,53,2285
25,Pittsburgh Steelers,1958,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,4,1,261,4273,748,202,42,78,875,18,336,156,2752,16,21,107,394,1521,14,77,24,248,0,45,301,0,36,774,0,31,31,14,28,51,2023,230,3383,768,209,42,62,585,14,334,173,1892,11,24,114,403,1491,14,81,38,233,0,50,1115,2,26,28,12,20,62,2601
27,San Francisco 49ers,1958,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,6,0,257,4111,768,237,40,58,619,18,383,223,2483,15,29,126,359,1628,18,93,16,114,1,35,146,0,39,790,0,29,34,8,21,48,1839,324,4010,752,227,31,52,510,15,341,163,1972,25,16,106,380,2038,15,106,36,132,0,42,739,0,40,41,10,17,49,1995
29,Los Angeles Rams,1958,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,4,0,344,4406,733,209,49,67,636,12,358,186,2672,19,26,104,345,1734,18,93,28,490,5,41,239,0,43,835,0,42,42,14,25,51,2084,278,3828,818,235,41,47,476,16,381,188,2051,21,28,110,405,1777,12,109,33,143,0,53,1116,1,35,37,7,21,65,2466
32,Washington Redskins,1958,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,7,1,214,3673,768,213,33,40,365,12,251,121,1696,14,17,90,480,1977,11,111,16,191,0,32,143,0,40,891,0,25,25,13,26,48,2181,268,4402,710,215,38,61,642,13,300,153,2668,21,16,102,396,1734,13,100,33,235,0,36,792,1,34,35,8,21,42,1546
1,Chicago Cardinals,1959,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,10,0,234,3172,673,179,55,44,431,14,280,125,1559,14,19,80,367,1613,10,85,15,301,1,56,548,5,52,1080,0,30,31,6,9,62,2768,324,4015,770,212,30,61,528,13,266,138,2141,22,15,100,477,1874,15,99,39,181,0,33,692,0,40,41,12,22,67,2764
6,Chicago Bears,1959,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,4,0,252,3511,728,190,32,66,597,11,310,156,2073,15,16,110,392,1438,14,69,22,199,1,26,243,1,33,735,0,28,32,10,19,68,2805,196,3676,794,208,39,62,553,22,333,144,1893,14,22,91,429,1783,11,95,46,360,1,38,754,0,26,26,4,17,61,2577
8,Cleveland Browns,1959,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,5,0,270,4015,754,234,14,36,329,7,276,159,1866,14,9,109,457,2149,20,118,18,242,1,26,211,1,29,551,0,33,37,5,16,50,1856,214,3764,693,205,30,32,285,15,319,168,2342,17,18,115,360,1422,9,75,32,39,0,38,734,0,28,28,6,13,50,2109
11,Detroit Lions,1959,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,8,1,203,3456,785,198,46,65,496,21,328,136,1664,10,27,87,399,1792,13,90,14,216,0,50,197,0,42,846,0,23,25,10,23,56,2602,275,3656,722,196,33,64,603,14,288,147,2094,19,14,103,403,1562,13,79,36,230,0,37,774,0,34,34,11,21,69,3010
12,Green Bay Packers,1959,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,5,0,248,3739,705,212,33,49,435,16,268,128,1832,16,17,87,421,1907,15,109,14,231,0,33,316,1,43,949,0,31,32,7,17,64,2716,246,3552,790,215,29,51,450,12,329,169,1782,14,14,102,430,1770,14,101,40,291,1,40,917,0,28,30,12,22,56,2484
14,Baltimore Colts,1959,NFL,Western,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,9,3,0,374,4458,833,267,23,56,634,24,375,196,2753,33,14,148,435,1705,13,95,40,577,4,38,233,0,38,792,0,50,51,6,18,53,2229,251,3899,695,195,49,65,610,12,351,171,2342,13,40,118,325,1557,16,65,33,120,0,46,950,0,29,31,12,22,50,2235
21,New York Giants,1959,NFL,Eastern,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,10,2,0,284,4173,748,198,33,54,480,10,302,165,2527,18,13,106,433,1646,11,82,22,288,2,50,164,0,31,703,0,32,32,20,30,55,2565,170,2843,712,167,38,40,324,16,304,137,1582,11,22,85,379,1261,6,66,38,527,4,52,1229,0,20,22,6,16,72,3087
24,Philadelphia Eagles,1959,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,5,0,268,3887,752,211,24,52,501,13,352,194,2572,17,16,120,391,1315,13,78,20,167,0,36,239,2,42,842,0,34,35,8,24,54,2308,278,3938,747,220,40,47,457,16,292,144,1870,17,20,101,429,2068,15,103,40,312,1,37,819,0,35,36,9,20,48,1973
25,Pittsburgh Steelers,1959,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,5,1,257,3595,756,207,33,60,532,22,319,150,2052,21,23,103,406,1543,10,82,22,363,0,38,152,0,30,613,0,32,32,11,18,71,2865,216,3342,712,179,34,55,483,14,285,128,1842,12,22,80,405,1500,10,85,49,418,3,43,753,0,24,26,12,32,59,2640
27,San Francisco 49ers,1959,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,5,0,255,3388,688,182,32,57,489,13,264,132,1549,12,22,76,407,1839,16,93,14,189,1,37,269,0,41,980,1,31,31,12,26,59,2694,237,4018,803,238,36,45,417,13,341,176,2044,15,14,102,433,1974,16,123,35,186,0,40,924,0,28,31,5,13,57,2370
29,Los Angeles Rams,1959,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,10,0,242,4260,757,232,41,51,465,15,356,196,2482,14,22,116,371,1778,15,101,7,5,0,36,251,1,43,1054,0,27,29,11,26,50,2085,315,3794,742,216,21,60,562,20,287,151,2090,17,7,100,427,1704,15,96,30,205,1,42,980,1,36,38,17,31,60,2648
32,Washington Redskins,1959,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,9,0,185,3487,744,193,40,51,453,19,284,121,1523,13,23,80,422,1964,9,94,13,147,0,30,119,0,50,1006,0,21,22,10,22,49,2229,350,4644,745,252,27,59,570,18,319,185,2430,26,13,125,404,2214,19,109,38,73,0,28,625,0,44,46,10,19,42,1715
1,St. Louis Cardinals,1960,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,5,1,288,4167,791,229,47,46,456,13,285,126,1811,20,25,89,484,2356,13,127,21,178,0,30,232,0,45,1045,0,33,34,15,25,44,1975,230,3029,685,158,44,52,500,9,300,156,1817,20,21,93,344,1212,8,56,25,162,0,57,1245,0,29,29,7,16,63,2791
4,Buffalo Bills,1960,AFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,8,1,296,3900,909,211,44,57,615,25,447,184,2356,19,29,109,417,1544,15,77,33,356,4,25,161,0,47,945,0,28,35,12,26,89,3468,303,3854,903,225,49,62,608,13,429,185,2130,19,33,109,438,1724,15,103,33,232,0,55,1402,0,37,37,14,27,77,2895
6,Chicago Bears,1960,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,6,1,194,3465,735,183,42,83,707,10,324,146,1826,13,32,90,373,1639,11,83,10,111,0,27,182,0,47,1055,0,23,25,7,16,64,2543,299,3067,747,202,19,75,704,24,291,146,1388,14,10,84,403,1679,17,94,34,248,1,37,1029,1,37,38,8,20,72,2974
8,Cleveland Browns,1960,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,3,1,362,3974,684,219,17,49,534,16,264,160,2044,22,5,96,383,1930,18,107,31,624,6,21,208,0,45,900,1,44,46,12,20,55,2309,217,3806,750,208,45,48,526,14,319,163,2163,15,31,102,405,1643,10,92,24,168,0,62,1177,0,25,25,12,21,46,2093
9,Dallas Cowboys,1960,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,0,11,1,177,3153,702,180,50,62,600,18,354,163,2104,17,33,105,312,1049,6,57,15,97,0,23,175,0,69,1264,0,21,23,6,13,60,2519,369,4372,762,216,26,72,671,13,293,146,2130,22,15,97,447,2242,20,106,19,90,0,31,803,1,44,45,17,25,50,2105
10,Denver Broncos,1960,AFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,9,1,309,4442,948,248,52,54,501,23,508,259,2975,24,35,141,408,1467,10,84,27,417,2,29,261,1,67,1547,0,33,36,18,28,70,2610,393,5132,928,254,44,62,633,19,387,189,2726,25,27,123,506,2406,19,112,18,125,0,54,1087,1,44,47,17,28,67,2613
11,Detroit Lions,1960,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,5,0,239,3392,768,192,30,68,726,15,333,166,1678,6,21,88,392,1714,19,89,19,365,2,31,227,0,43,916,0,26,28,13,24,64,2802,212,3397,742,204,30,60,637,23,354,175,2049,17,19,94,360,1348,9,87,35,293,0,45,979,0,27,28,5,12,69,2691
12,Green Bay Packers,1960,NFL,Western,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,8,4,0,332,4025,757,237,25,64,578,16,279,137,1875,9,13,86,463,2150,29,135,22,358,1,26,172,0,35,852,0,41,41,15,28,49,2020,209,3442,749,199,37,61,636,15,365,192,2157,19,22,110,350,1285,7,74,22,144,0,57,1158,0,24,26,9,13,66,2600
14,Baltimore Colts,1960,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,6,0,288,4245,763,227,36,51,504,20,392,196,2956,26,24,143,345,1289,10,64,30,297,0,23,127,0,47,1030,1,35,37,9,19,52,2001,234,3317,720,195,39,59,538,11,298,144,1726,8,30,98,379,1591,17,86,15,48,0,44,1253,1,27,27,15,30,54,2506
16,Dallas Texans,1960,AFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,6,0,362,4645,918,272,37,80,753,17,435,209,2638,16,19,136,463,2007,24,119,32,410,4,33,496,1,40,845,0,42,44,14,34,61,2397,253,3982,925,253,48,59,579,29,503,261,2653,19,32,148,381,1329,14,76,27,157,0,57,1347,1,29,32,4,23,78,2909
19,Boston Patriots,1960,AFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,9,0,286,4083,876,234,45,69,730,22,475,223,2604,25,23,126,365,1479,11,86,25,312,0,27,194,0,60,1421,0,30,32,8,23,78,2812,349,4471,906,237,45,77,825,24,429,210,2742,19,25,135,449,1729,20,78,20,357,2,50,1123,1,43,46,10,27,74,2790
21,New York Giants,1960,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,4,2,271,3694,744,202,49,48,460,14,322,156,2254,20,23,107,406,1440,10,81,22,294,2,31,209,0,41,894,0,32,32,13,26,49,1921,261,3100,715,183,34,55,532,15,297,142,1833,19,22,89,396,1267,8,79,17,100,0,47,995,0,31,32,12,23,66,2693
22,New York Titans,1960,AFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,7,0,382,4794,959,286,48,53,672,23,474,236,2977,32,28,152,445,1817,14,111,24,201,1,16,105,0,62,1580,2,47,50,9,21,62,2342,399,4669,864,252,40,77,911,20,450,216,2755,27,24,133,393,1914,24,99,29,318,0,70,1785,1,49,52,10,25,65,2424
23,Oakland Raiders,1960,AFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,8,0,319,4708,938,254,46,71,718,18,463,235,2652,18,28,138,444,2056,23,98,25,278,1,26,151,0,63,1504,1,37,39,6,25,76,2958,388,4983,919,268,40,59,598,23,477,234,3138,28,25,146,413,1845,17,99,30,229,0,43,959,1,44,48,14,30,75,2812
24,Philadelphia Eagles,1960,NFL,Eastern,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,10,2,0,321,3950,700,190,30,57,544,15,331,177,2816,29,20,121,351,1134,9,54,30,341,0,28,119,0,52,973,0,39,40,14,20,60,2585,246,4027,752,205,45,54,597,7,283,139,1827,14,30,81,449,2200,14,117,33,163,0,53,1076,0,24,27,16,28,48,2093
25,Pittsburgh Steelers,1960,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,6,1,240,4045,707,198,35,61,606,13,285,139,2422,20,21,104,411,1623,9,81,16,130,0,30,183,0,44,964,0,27,28,11,19,64,2829,275,4284,811,224,29,58,565,14,361,184,2791,20,16,120,414,1493,13,90,21,198,0,48,1078,0,33,33,14,21,54,2344
26,Los Angeles Chargers,1960,AFL,,Western,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,10,4,0,373,4713,878,263,45,70,648,26,441,229,2813,21,29,141,397,1900,23,96,28,317,2,31,297,0,58,1213,0,46,47,13,24,58,2301,336,4229,916,259,45,59,569,24,467,227,2557,21,28,138,414,1672,20,97,17,197,0,70,1481,0,34,38,14,28,62,2492
27,San Francisco 49ers,1960,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,5,0,208,3260,785,201,16,63,604,15,336,174,1579,11,12,96,413,1681,9,90,20,141,0,24,217,0,43,1167,1,21,21,19,35,65,2880,205,3405,679,180,28,64,580,9,293,140,1818,11,20,89,363,1587,13,82,28,182,0,38,769,0,23,25,10,20,62,2554
29,Los Angeles Rams,1960,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,7,1,265,3271,724,194,31,64,625,17,335,177,1822,19,22,101,343,1449,9,76,23,362,3,25,129,1,40,941,0,31,31,14,22,64,2709,297,4073,777,221,36,59,517,20,339,168,2355,18,23,114,419,1718,16,87,28,199,0,52,1083,0,34,35,17,29,50,2190
31,Houston Oilers,1960,AFL,,Eastern,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,10,4,0,379,4936,930,262,45,75,750,26,456,218,3203,31,28,153,452,1733,15,83,25,190,0,15,208,0,48,1225,2,46,47,15,33,72,2575,285,4901,995,282,51,74,664,28,557,271,3517,28,25,164,397,1384,6,90,28,258,0,46,1096,0,29,32,12,27,68,2523
32,Washington Redskins,1960,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,9,2,178,2744,737,166,38,69,713,12,274,147,1431,9,23,71,415,1313,9,83,15,189,0,15,65,0,62,1363,0,19,19,15,23,60,2524,309,4066,709,223,34,68,654,20,321,169,2564,24,15,126,362,1502,9,77,31,242,0,42,719,0,34,35,21,32,50,1975
1,St. Louis Cardinals,1961,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,7,0,279,3378,795,202,41,57,535,9,351,168,1973,21,23,110,386,1405,8,83,24,459,5,26,236,1,47,992,0,34,37,7,17,85,3802,267,3986,908,215,44,59,546,12,389,187,2310,18,24,112,477,1676,9,91,54,438,1,50,1007,0,30,30,19,38,67,2814
4,Buffalo Bills,1961,AFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,8,0,294,3950,940,243,42,65,549,23,439,194,2344,15,25,128,438,1606,18,92,29,311,1,19,187,0,57,1208,1,29,31,9,26,85,3783,342,4264,815,200,44,76,693,15,430,206,2887,28,29,124,349,1377,9,61,45,291,1,54,1112,1,41,42,13,28,75,2903
6,Chicago Bears,1961,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,6,0,326,4562,827,239,38,81,720,23,349,186,2672,26,24,113,436,1890,16,103,24,371,0,27,170,0,51,1247,0,41,42,11,27,60,2504,302,4449,845,223,37,86,860,19,398,209,2797,27,24,124,401,1652,10,80,24,302,1,55,1219,1,36,39,10,27,66,2818
8,Cleveland Browns,1961,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,5,1,319,4537,817,246,33,47,455,10,320,185,2374,20,13,120,476,2163,15,116,20,160,0,28,283,1,50,1115,1,37,38,16,23,53,2296,270,4131,807,243,38,38,367,10,358,200,2526,16,20,146,411,1605,16,87,27,213,0,56,1465,1,33,34,11,28,54,2317
9,Dallas Cowboys,1961,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,9,1,236,4480,870,239,48,47,427,9,422,215,2661,23,27,130,416,1819,6,100,25,374,0,23,103,0,64,1345,0,29,29,11,24,61,2236,380,4592,806,254,43,38,362,12,326,168,2431,21,25,120,454,2161,20,122,17,193,0,43,978,0,44,49,14,28,43,1956
10,Denver Broncos,1961,AFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,11,0,251,3811,934,219,68,60,560,26,568,265,2720,18,45,127,333,1091,11,66,26,355,0,32,324,1,66,1501,1,27,27,8,25,80,3149,432,4418,901,233,40,98,799,23,433,194,2785,30,26,127,435,1633,17,83,25,368,2,42,720,0,51,55,13,26,77,3142
11,Detroit Lions,1961,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,5,1,270,4412,873,233,42,69,678,15,398,186,2544,14,27,122,439,1868,16,96,29,312,1,38,357,0,50,1097,1,31,32,15,33,56,2664,258,3938,838,222,41,39,381,12,385,203,2418,11,29,121,412,1520,14,89,21,264,1,49,1184,2,28,28,20,34,67,2881
12,Green Bay Packers,1961,NFL,Western,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,11,3,0,391,4714,797,274,26,66,647,17,306,177,2364,18,16,115,474,2350,27,142,29,446,2,20,355,2,41,1077,0,49,49,16,24,51,2194,223,4051,860,245,46,52,609,18,414,218,2357,13,29,117,412,1694,12,110,25,313,1,69,1597,0,26,26,13,21,49,1852
14,Baltimore Colts,1961,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,6,0,302,4922,921,274,42,69,589,15,438,232,2803,17,29,135,456,2119,17,124,16,123,0,33,269,0,53,1182,0,33,34,21,39,42,1804,307,3782,820,232,24,66,548,14,351,161,1913,18,16,110,418,1869,17,108,17,248,1,57,1552,0,37,37,16,26,64,2650
16,Dallas Texans,1961,AFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,8,0,334,4759,862,247,45,89,875,13,399,177,2576,18,27,122,439,2183,23,112,25,418,3,25,207,0,53,1465,1,37,41,7,24,62,2479,343,4302,883,238,43,62,619,20,439,219,2777,20,25,129,410,1525,17,89,19,171,0,65,1249,1,37,38,12,31,64,2624
18,Minnesota Vikings,1961,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,11,0,285,3886,863,236,44,36,375,9,377,203,1989,22,22,123,419,1897,14,104,22,356,0,23,309,1,72,1568,0,36,37,9,21,63,2458,407,5593,874,291,45,65,638,12,365,194,2926,21,22,132,493,2667,29,147,23,138,0,51,1148,0,50,52,15,26,46,1904
19,Boston Patriots,1961,AFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,4,1,413,4214,842,238,30,64,659,25,420,206,2539,29,21,120,389,1675,14,93,22,326,2,32,245,0,49,1136,2,48,50,17,32,64,2406,313,4123,873,243,42,67,661,20,479,241,3082,27,22,151,350,1041,9,72,12,198,1,53,1255,1,40,40,9,23,71,2890
21,New York Giants,1961,NFL,Eastern,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,10,3,1,368,4597,917,275,43,59,629,16,416,215,2740,27,23,160,464,1857,13,99,33,526,4,42,289,0,38,850,0,46,46,14,34,68,2984,220,3962,855,212,54,67,677,16,386,176,2201,21,33,110,419,1761,6,86,32,249,0,59,1288,0,29,29,5,20,83,3519
22,New York Titans,1961,AFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,7,0,301,4065,927,247,52,60,585,21,460,204,2387,20,32,126,426,1678,17,100,25,315,1,26,463,2,66,1213,0,37,39,8,23,74,3092,390,4677,907,242,46,86,870,21,462,211,2797,26,25,121,414,1880,20,100,20,284,0,51,1084,1,46,48,14,27,70,2968
23,Oakland Raiders,1961,AFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,12,0,237,3285,818,200,44,53,456,19,423,209,2051,17,28,116,350,1234,10,65,23,285,2,15,117,0,68,1383,0,24,25,11,26,75,2928,458,5156,923,280,35,62,524,16,409,192,2774,22,23,129,494,2382,36,135,31,324,0,45,1066,0,50,54,12,27,50,2020
24,Philadelphia Eagles,1961,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,4,0,361,5112,829,252,40,42,500,16,429,241,3605,34,26,158,373,1507,10,78,17,239,0,34,353,1,53,1313,1,43,46,14,25,55,2403,297,4927,890,267,33,62,684,6,383,224,2920,23,17,145,474,2007,12,116,31,235,1,58,1224,1,36,38,11,24,64,2675
25,Pittsburgh Steelers,1961,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,8,0,295,4093,913,239,56,52,486,14,334,176,2332,23,34,123,543,1761,10,102,25,498,2,40,447,1,49,1020,0,34,36,15,28,73,3431,287,3909,858,218,45,57,533,15,420,201,2446,22,25,132,396,1463,11,71,31,250,1,50,1156,0,35,37,10,26,86,3767
26,San Diego Chargers,1961,AFL,,Western,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,12,2,0,396,4313,842,208,44,88,682,17,423,190,2847,17,25,110,391,1466,24,81,49,929,9,27,418,1,39,642,0,43,49,13,27,63,2615,219,3720,928,224,66,54,501,21,485,224,2363,16,49,124,401,1357,7,79,22,172,0,65,1521,0,23,26,10,23,71,2804
27,San Francisco 49ers,1961,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,6,1,346,4904,826,258,36,65,635,10,346,187,2804,15,19,132,448,2100,27,116,19,322,0,24,232,1,49,1302,1,44,44,12,22,59,2633,272,4181,848,234,31,56,456,12,380,196,2480,18,19,132,419,1701,13,90,32,269,1,58,1368,0,32,32,16,29,62,2728
29,Los Angeles Rams,1961,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,10,0,263,4295,848,236,32,63,599,16,386,199,2337,13,21,111,415,1958,17,109,23,277,0,14,184,1,56,1463,1,32,32,13,27,64,2568,333,4813,870,279,39,75,662,22,328,184,2373,19,23,121,508,2440,26,136,35,377,0,53,1380,0,45,45,6,21,51,2208
31,Houston Oilers,1961,AFL,,Eastern,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,10,3,1,513,6288,964,293,39,83,889,14,498,254,4392,48,29,182,452,1896,15,97,33,528,0,19,118,0,43,940,0,65,66,16,26,56,2190,242,4025,899,235,48,57,588,22,493,212,2391,13,33,126,365,1634,17,87,20,271,0,66,1481,1,22,26,6,24,81,3297
32,Washington Redskins,1961,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,12,1,174,3247,830,193,40,70,651,14,420,189,2175,12,28,124,361,1072,9,55,26,325,2,28,197,0,64,1661,0,21,23,5,28,70,2665,392,4825,848,261,41,63,603,13,409,238,3275,37,26,154,412,1550,10,94,30,281,1,29,666,0,49,50,13,24,58,2564
1,St. Louis Cardinals,1962,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,9,1,287,4798,886,268,51,56,655,21,434,220,3100,18,30,138,416,1698,20,109,16,229,1,20,134,0,64,1495,0,38,39,5,14,59,2259,361,4711,868,251,31,63,584,17,377,196,2987,21,16,141,452,1724,18,93,26,122,0,41,870,0,43,44,18,33,61,2477
4,Buffalo Bills,1962,AFL,,Eastern,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,6,1,309,4464,875,238,38,74,797,23,351,150,1984,15,26,96,501,2480,20,119,36,505,3,25,187,0,52,1176,2,34,40,9,23,76,2946,272,4429,845,229,50,80,786,11,440,215,2742,24,36,129,373,1687,10,89,33,202,0,56,1177,1,30,33,10,20,70,2667
6,Chicago Bears,1962,NFL,Western,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,5,0,321,4549,844,228,44,69,776,12,430,229,3060,20,28,128,386,1489,17,88,23,468,2,39,281,1,53,1129,0,36,40,13,27,69,3018,287,4147,849,228,47,65,643,19,363,170,2074,14,23,101,438,2073,17,108,32,308,0,60,1514,0,31,34,16,31,71,2968
8,Cleveland Browns,1962,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,6,1,291,4306,811,252,33,56,600,14,370,200,2534,17,16,133,414,1772,18,105,24,352,0,20,111,0,46,983,0,33,35,14,31,45,1926,257,3924,844,263,37,53,547,16,341,189,1984,15,24,125,466,1940,17,122,15,121,0,49,1098,0,32,34,7,14,56,2274
9,Dallas Cowboys,1962,NFL,Eastern,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,8,1,398,4912,844,246,36,62,639,9,380,200,2872,31,17,136,434,2040,16,101,20,366,1,17,81,0,59,1207,1,50,51,14,27,57,2589,402,5184,853,274,36,56,569,15,437,233,3674,33,20,166,387,1510,17,93,28,190,0,63,1604,1,49,52,13,25,63,2558
10,Denver Broncos,1962,AFL,,Western,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,7,0,353,4702,911,270,54,64,613,21,559,292,3404,21,40,177,322,1298,12,72,27,483,4,19,128,0,57,1210,0,34,36,27,39,60,2573,334,4538,887,234,46,76,678,15,423,202,2670,24,27,131,439,1868,11,88,26,224,0,64,1401,0,36,38,16,27,66,2739
