fid,season,playerid,g,patt,pcmp,pyds,ptd,pint
11,2015,ORLODAN001,3,40,22,201,1,1
11,2014,STAFMAT001,16,602,363,4257,22,12
11,2014,MARTSAM001,16,2,2,27,0,0
11,2013,STAFMAT001,16,634,371,4650,29,19
11,2012,STAFMAT001,16,727,435,4967,20,17
11,2012,HILLSHA001,1,13,10,172,2,0
11,2011,STAFMAT001,16,663,421,5038,41,16
11,2011,HILLSHA001,2,3,2,33,0,0
11,2010,HILLSHA001,11,416,257,2686,16,12
11,2010,STANDRE001,6,119,69,780,4,3
11,2010,STAFMAT001,3,96,57,535,6,1
11,2010,BESTJAH001,16,1,0,0,0,0
11,2010,LOGASTE001,16,1,0,0,0,0
11,2009,STAFMAT001,10,377,201,2267,13,20
11,2009,CULPDAU001,8,157,89,945,3,6
11,2009,STANDRE001,3,51,26,259,0,6
11,2008,ORLODAN001,10,255,143,1616,8,8
11,2008,KITNJON001,4,120,68,758,5,5
11,2008,CULPDAU001,5,115,60,786,4,6
11,2008,STANDRE001,3,17,9,119,1,0
11,2008,HENSDRE001,2,2,1,20,0,0
11,2007,KITNJON001,16,561,355,4068,18,20
11,2007,OSULJTA001,4,26,13,148,1,2
11,2006,KITNJON001,16,596,372,4208,21,22
11,2005,HARRJOE002,12,330,188,2021,12,12
11,2005,GARCJEF001,6,173,102,937,3,6
11,2005,ORLODAN001,2,17,7,63,0,0
11,2004,HARRJOE002,16,489,274,3047,19,12
11,2004,MCMAMIK001,1,15,11,77,0,1
11,2004,WILLROY003,14,1,0,0,0,0
11,2003,HARRJOE002,16,554,309,2880,17,22
11,2003,MCMAMIK001,3,31,9,87,0,2
11,2003,HAKIAZZ001,14,1,1,21,0,0
11,2003,HARRNIC002,11,1,0,0,0,0
11,2003,SCHRBIL002,16,1,0,0,0,0
11,2002,HARRJOE002,14,429,215,2294,12,16
11,2002,MCMAMIK001,8,147,62,874,7,9
11,2002,STEWJAM002,14,1,0,0,0,0
11,2001,BATCCHA001,10,341,198,2392,12,12
11,2001,DETMTYA001,4,151,92,906,3,10
11,2001,MCMAMIK001,8,115,53,671,3,1
11,2001,WARRLAM001,16,2,0,0,0,1
11,2000,BATCCHA001,15,412,221,2489,13,15
11,2000,CASESTO001,5,91,56,503,1,4
11,1999,FRERGUS001,9,288,175,2117,9,7
11,1999,BATCCHA001,11,270,151,1957,13,7
11,1998,BATCCHA001,12,303,173,2178,11,6
11,1998,REICFRA001,6,110,63,768,5,4
11,1998,MITCSCO001,2,75,38,452,1,3
11,1998,JETTJOH002,14,1,0,0,0,0
11,1997,MITCSCO001,16,509,293,3484,19,14
11,1997,REICFRA001,6,30,11,121,0,2
11,1997,BLUNMAT001,1,1,0,0,0,1
11,1996,MITCSCO001,14,437,253,2917,17,17
11,1996,MAJKDON001,5,102,55,554,3,3
11,1996,SANDBAR001,16,1,0,0,0,1
11,1996,ROYAMAR001,16,1,1,-8,0,0
11,1995,MITCSCO001,16,583,346,4338,32,12
11,1995,MAJKDON001,5,20,15,161,1,0
11,1995,SANDBAR001,16,2,1,11,0,0
11,1994,MITCSCO001,9,246,119,1456,10,11
11,1994,KRIEDAV001,14,212,131,1629,14,3
11,1994,PERRBRE001,16,1,0,0,0,0
11,1993,PEETROD001,10,252,157,1670,6,14
11,1993,KRAMERI001,5,138,87,1002,8,3
11,1993,WAREAND001,5,45,20,271,1,2
11,1992,PEETROD001,10,213,123,1702,9,9
11,1992,KRAMERI001,7,106,58,771,4,8
11,1992,WAREAND001,4,86,50,677,3,4
11,1992,SANDBAR001,16,1,0,0,0,0
11,1991,KRAMERI001,13,265,136,1635,11,8
11,1991,PEETROD001,8,194,116,1339,5,9
11,1990,PEETROD001,11,271,142,1974,13,8
11,1990,GAGLBOB001,9,159,87,1190,10,10
11,1990,WAREAND001,4,30,13,164,1,2
11,1989,GAGLBOB001,11,232,117,1671,6,12
11,1989,PEETROD001,8,195,103,1479,5,9
11,1989,HIPPERI001,1,18,7,90,0,3
11,1989,LONGCHU001,1,5,2,42,0,0
11,1988,HILGRUS001,11,306,126,1558,7,12
11,1988,LONGCHU001,7,141,75,856,6,6
11,1988,HIPPERI001,5,27,12,158,0,0
11,1988,ARNOJIM001,16,1,0,0,0,0
11,1988,JONEJAM003,14,1,0,0,0,0
11,1988,WITKJOH001,2,1,0,0,0,0
11,1987,LONGCHU001,12,416,232,2598,11,20
11,1987,HONSTOD001,3,92,43,552,5,5
11,1987,JONEJAM003,11,1,0,0,0,1
11,1986,HIPPERI001,16,305,192,1919,9,11
11,1986,FERGJOE001,6,155,73,941,7,7
11,1986,LONGCHU001,3,40,21,247,2,2
11,1985,HIPPERI001,16,406,223,2952,17,18
11,1985,FERGJOE001,8,54,31,364,2,3
11,1985,JONEJAM003,14,1,0,0,0,0
11,1985,MOORALV001,16,1,0,0,0,0
11,1984,DANIGAR001,15,410,252,3076,17,15
11,1984,MACHMIK001,4,43,14,193,0,6
11,1984,HIPPERI001,8,38,16,246,1,1
11,1984,WITKJOH001,3,34,13,210,0,0
11,1984,JONEJAM003,16,5,3,62,1,0
11,1984,JENKKEN001,14,1,0,0,0,0
11,1983,HIPPERI001,16,387,204,2577,12,18
11,1983,DANIGAR001,10,113,59,720,7,4
11,1983,JONEJAM003,14,2,0,0,0,0
11,1983,BLACMIK001,16,1,0,0,0,1
11,1982,DANIGAR001,8,197,100,1343,10,14
11,1982,HIPPERI001,9,86,36,411,2,4
11,1982,PORTTRA001,8,1,0,0,0,0
11,1982,SKLATOM001,7,1,0,0,0,0
11,1981,HIPPERI001,16,279,140,2358,14,15
11,1981,DANIGAR001,6,96,56,784,3,5
11,1981,KOMLJEF001,3,57,29,290,1,3
11,1981,SKLATOM001,16,3,3,43,0,0
11,1981,SCOTFRE001,16,1,0,0,0,0
11,1980,DANIGAR001,16,417,244,3223,13,11
11,1980,KOMLJEF001,4,4,2,26,0,1
11,1980,SKLATOM001,16,2,2,38,0,0
11,1980,WILLRAY001,6,0,0,0,0,0
11,1979,KOMLJEF001,16,368,183,2238,11,23
11,1979,HUNTSCO001,13,41,18,321,1,1
11,1979,REEDJOE001,2,32,14,164,2,1
11,1979,GOLSJER001,1,9,2,16,0,2
11,1979,SWIDLAR001,14,1,1,36,0,0
11,1979,SKLATOM001,2,1,0,0,0,0
11,1978,DANIGAR001,16,351,199,2294,18,17
11,1978,LANDGRE001,5,77,48,452,1,1
11,1978,SKLATOM001,16,1,0,0,0,0
11,1978,KINGHOR001,15,0,0,0,0,0
11,1977,LANDGRE001,11,240,135,1359,6,7
11,1977,DANIGAR001,13,100,42,445,1,5
11,1977,REEDJOE001,3,40,13,150,0,4
11,1977,SUMMWIL001,13,1,1,5,0,0
11,1977,HILLDAV002,14,1,0,0,0,0
11,1977,PAYTEDD001,8,1,0,0,0,0
11,1977,THOMLEO002,14,1,0,0,0,0
11,1976,LANDGRE001,14,291,168,2191,17,8
11,1976,REEDJOE001,13,62,32,425,3,3
11,1976,WEAVHER001,14,2,1,14,0,0
11,1976,HILLDAV002,14,1,0,0,0,1
11,1975,REEDJOE001,10,191,86,1181,9,10
11,1975,MUNSBIL001,5,109,65,626,5,2
11,1975,LANDGRE001,6,56,31,403,1,0
11,1975,CONCJAC001,7,2,1,30,0,0
11,1975,BRISMAR001,8,2,0,0,0,0
11,1975,KINGHOR001,14,1,0,0,0,0
11,1975,WEAVHER001,14,1,0,0,0,0
11,1974,MUNSBIL001,11,292,166,1874,8,7
11,1974,LANDGRE001,5,82,49,572,3,3
11,1974,WALTLAR001,13,2,1,29,0,0
11,1974,WYCHSAM001,14,1,0,0,0,1
11,1973,MUNSBIL001,10,187,95,1129,9,8
11,1973,LANDGRE001,7,128,70,908,3,10
11,1973,CAPPBIL001,7,11,5,33,0,1
11,1973,ZOFKMIC001,8,1,1,35,0,0
11,1972,LANDGRE001,14,268,134,2066,18,17
11,1972,MUNSBIL001,2,35,20,194,1,1
11,1972,MCCUEAR001,10,1,1,23,0,0
11,1972,JESSRON001,14,1,0,0,0,0
11,1971,LANDGRE001,14,261,136,2237,16,13
11,1971,MUNSBIL001,4,38,21,216,1,1
11,1971,WALTLAR001,14,0,0,0,0,0
11,1970,MUNSBIL001,8,158,84,1049,10,7
11,1970,LANDGRE001,12,136,83,1072,9,5
11,1969,MUNSBIL001,8,166,84,1062,7,8
11,1969,LANDGRE001,10,160,80,853,4,10
11,1969,WALTLAR001,14,1,1,43,1,0
11,1969,BARTGRE001,1,1,0,0,0,0
11,1969,FARRMEL001,5,1,0,0,0,0
11,1968,MUNSBIL001,12,329,181,2311,15,8
11,1968,LANDGRE001,4,48,23,338,2,7
11,1967,SWEEKAR001,10,177,74,901,10,11
11,1967,PLUMMIL001,9,172,86,925,4,8
11,1967,FARRMEL001,13,2,0,0,0,0
11,1966,SWEEKAR001,10,309,157,1809,4,14
11,1966,PLUMMIL001,6,146,82,943,4,13
11,1966,MYERTOM001,1,1,0,0,0,1
11,1965,PLUMMIL001,14,308,143,1710,12,19
11,1965,IZOAGEO001,6,59,24,357,2,6
11,1965,MYERTOM001,1,5,3,16,0,1
11,1965,FELTBOB001,7,1,0,0,0,0
11,1965,MARSAMO001,13,1,0,0,0,0
11,1964,PLUMMIL001,12,287,154,2241,18,15
11,1964,MORREAR001,6,91,50,588,4,3
11,1964,GIBBSON001,2,3,1,3,0,1
11,1964,WATKTOM001,14,1,1,58,1,0
11,1964,BARRTER001,14,1,0,0,0,0
11,1964,LEWIDAN001,11,1,0,0,0,0
11,1964,LOWEGAR001,13,1,0,0,0,1
11,1964,PIETNIC001,14,1,0,0,0,1
11,1963,MORREAR001,14,328,174,2621,24,14
11,1963,PLUMMIL001,10,77,27,339,2,12
11,1963,PIETNIC001,11,1,1,37,0,0
11,1962,PLUMMIL001,14,325,179,2378,15,20
11,1962,MORREAR001,14,52,32,449,4,4
11,1962,LARYYAL001,14,1,0,0,0,0
11,1962,LEWIDAN001,12,1,0,0,0,0
11,1961,NINOJIM001,13,247,117,1921,7,18
11,1961,MORREAR001,13,150,69,909,7,9
11,1961,CASSHOW001,14,1,0,0,0,0
11,1960,NINOJIM001,11,283,134,1599,2,18
11,1960,MORREAR001,12,49,32,423,4,3
11,1960,BARRTER001,12,1,0,0,0,0
11,1959,ROTETOB001,10,162,62,861,5,19
11,1959,MORREAR001,12,137,65,1102,5,6
11,1959,REICJER001,9,27,9,168,0,2
11,1959,BARRTER001,11,1,0,0,0,0
11,1959,LARYYAL001,10,1,0,0,0,0
11,1958,ROTETOB001,12,257,118,1678,14,10
11,1958,MORREAR001,9,32,9,188,4,2
11,1958,LAYNBOB001,2,26,12,171,1,2
11,1958,GEDMGEN001,11,3,2,111,1,0
11,1958,LARYYAL001,12,1,0,0,0,0
11,1957,LAYNBOB001,11,179,87,1169,6,12
11,1957,ROTETOB001,12,177,76,1070,11,10
11,1957,GEDMGEN001,10,2,0,0,0,0
11,1957,REICJER001,12,2,0,0,0,0
11,1957,LARYYAL001,12,1,0,0,0,0
11,1956,LAYNBOB001,12,244,129,1909,9,17
11,1956,GILMHAR001,11,46,27,303,4,3
11,1956,REICJER001,8,6,3,19,0,1
11,1956,CASSHOW001,12,2,0,0,0,1
11,1956,GIRAJUG001,10,1,1,19,0,0
11,1956,MCILDON001,9,1,0,0,0,0
11,1956,STITBIL001,12,1,0,0,0,1
11,1955,LAYNBOB001,12,270,143,1830,11,17
11,1955,GILMHAR001,8,122,58,633,2,4
11,1955,WALKDOA001,12,3,0,0,0,0
11,1955,STITBIL001,12,2,2,62,1,0
11,1955,HOERBOB001,5,2,1,17,1,1
11,1955,GIRAJUG001,12,1,0,0,0,0
11,1954,LAYNBOB001,12,246,135,1818,14,12
11,1954,DUBLTOM001,12,138,77,1073,8,7
11,1954,HOERBOB001,11,7,3,81,3,1
11,1954,WALKDOA001,12,4,0,0,0,1
11,1953,LAYNBOB001,12,273,125,2088,16,21
11,1953,DUBLTOM001,7,30,14,174,0,5
11,1953,WALKDOA001,12,7,3,31,1,0
11,1953,HOERBOB001,12,5,2,16,1,1
11,1953,GIRAJUG001,11,1,0,0,0,0
11,1952,LAYNBOB001,12,287,139,1999,19,20
11,1952,HARDJIM001,9,59,28,434,3,5
11,1952,DUBLTOM001,6,6,1,39,0,1
11,1952,HOERBOB001,10,4,2,14,2,1
11,1952,GIRAJUG001,11,4,0,0,0,0
11,1952,WALKDOA001,7,2,1,9,0,1
11,1951,LAYNBOB001,12,332,152,2403,26,23
11,1951,ENKEFRE001,12,9,2,22,0,1
11,1951,WALKDOA001,12,5,2,29,1,0
11,1951,HOERBOB001,11,4,2,46,2,0
11,1951,HARDPAT001,12,1,0,0,0,0
11,1950,LAYNBOB001,12,336,152,2323,16,18
11,1950,ENKEFRE001,12,53,22,424,5,7
11,1950,WALKDOA001,12,7,1,6,0,0
11,1950,HOERBOB001,10,4,1,19,1,1
11,1950,PEARLIN001,11,3,0,0,0,3
11,1949,TRIPFRA001,6,145,62,833,9,14
11,1949,ENKEFRE001,12,142,63,793,6,5
11,1949,LEFOCLY001,11,112,53,665,3,9
11,1948,ENKEFRE001,12,221,100,1328,11,17
11,1948,LEFOCLY001,12,101,50,912,9,8
11,1948,SARRCHA001,8,1,1,48,0,0
11,1948,DUDLBIL001,7,1,0,0,0,1
11,1947,LEFOCLY001,9,175,94,1384,13,20
11,1947,ZIMMROY001,12,138,57,867,7,9
11,1947,MARGJOE001,11,31,13,171,1,5
11,1947,DUDLBIL001,9,4,3,24,2,0
11,1946,RYANDAV001,11,154,73,965,6,17
11,1946,CALLJIM001,9,67,22,359,2,7
11,1946,DECOBIL001,9,19,8,155,2,2
11,1946,MCCOJOE001,10,18,6,72,0,4
11,1946,MADAELM002,10,14,7,104,1,0
11,1946,CIFEBOB001,11,6,2,24,0,1
11,1946,JONEJIM001,2,4,0,0,0,1
11,1946,WESTBOB001,10,2,1,-5,0,1
11,1946,DESHCHU001,10,1,0,0,0,0
11,1946,SANZMIC001,10,1,0,0,0,0
11,1945,FENECHU001,10,110,45,754,7,11
11,1945,PRICCOT001,8,52,16,256,3,8
11,1945,RYANDAV001,10,44,13,331,3,10
11,1945,WEBEDIC001,3,22,6,70,0,5
11,1945,CALLBIL002,10,5,3,34,1,2
11,1945,WESTBOB001,9,4,3,91,1,0
11,1945,TREBBUZ001,9,1,1,8,0,0
11,1944,SINKFRA002,10,148,58,1060,12,20
11,1944,WESTBOB001,10,47,23,342,4,6
11,1944,LOWTJAC001,8,10,7,54,0,2
11,1944,HACKELM001,10,1,1,19,0,0
11,1944,VANTART001,10,1,0,0,0,0
11,1943,SINKFRA002,10,126,50,699,7,20
11,1943,FENECHU001,10,58,20,338,3,9
11,1943,COLETOM001,8,31,11,103,0,4
11,1943,MATHNED001,10,12,4,76,1,0
11,1943,HOPPHAR001,10,8,5,60,0,0
11,1943,EVANMUR001,9,5,1,8,0,2
11,1943,VANTART001,10,3,1,7,0,1
11,1943,HACKELM001,10,3,1,-1,0,0
11,1943,CALLBIL002,10,2,0,0,0,1
11,1942,HOPPHAR001,10,68,20,258,0,13
11,1942,WETTCHE001,6,44,13,230,0,10
11,1942,COLETOM001,9,41,18,178,0,4
11,1942,MATHNED001,9,22,6,53,1,2
11,1942,EVANMUR001,10,17,7,64,0,1
11,1942,SANZMIC001,10,15,4,45,0,0
11,1942,STRIJOE001,9,13,5,67,0,2
11,1942,CALLBIL002,11,1,0,0,0,1
11,1942,HALLJOH003,7,1,0,0,0,0
11,1941,JEFFBIL001,11,72,18,181,0,9
11,1941,WHITWHI001,11,62,22,338,2,5
11,1941,PRICCOT001,11,33,9,118,0,4
11,1941,BOOTDIC001,11,8,5,135,2,1
11,1941,MATHNED001,9,8,3,59,1,0
11,1941,HOPPHAR001,10,3,0,0,0,1
11,1941,PIEPMIL001,11,1,1,23,0,0
11,1940,WHITWHI001,11,80,35,461,0,12
11,1940,PRICCOT001,9,66,33,456,3,7
11,1940,SLOADWI001,11,46,18,260,0,8
11,1940,RYANKEN001,10,2,0,0,0,0
11,1940,CARDLLO001,10,1,0,0,0,0
11,1939,SLOADWI001,10,102,45,658,2,3
11,1939,TULLDAR001,9,75,20,356,2,13
11,1939,PINGJOH001,9,48,27,343,3,4
11,1939,GOREGOR001,7,1,0,0,0,0
11,1939,SHEPBIL001,11,1,0,0,0,0
11,1938,HUFFVER001,11,85,27,382,2,8
11,1938,SHEPBIL001,9,32,8,167,0,6
11,1938,CLARDUT001,6,12,6,50,1,2
11,1938,RYANKEN001,9,9,2,27,0,0
11,1938,GUTOACE001,11,7,3,41,0,0
11,1938,CADDERN001,7,2,2,45,0,0
11,1938,CARDLLO001,10,1,1,35,0,0
11,1937,SHEPBIL001,11,46,19,297,2,7
11,1937,CLARDUT001,11,39,19,202,1,3
11,1937,HUFFVER001,11,23,5,102,1,6
11,1937,GUTOACE001,11,8,1,30,0,2
11,1937,CADDERN001,11,4,0,0,0,0
11,1936,CLARDUT001,12,71,38,467,4,6
11,1936,PRESGLE001,12,36,15,221,2,7
11,1936,GUTOACE001,12,13,2,21,0,4
11,1936,SHEPBIL001,12,9,3,57,0,1
11,1936,CHRIFRA001,11,6,2,22,0,1
11,1936,PETEIKE001,11,6,0,0,0,1
11,1936,CADDERN001,11,4,1,30,0,2
11,1936,WHITWIL001,3,1,0,0,0,1
11,1935,PRESGLE001,12,45,15,193,0,6
11,1935,CLARDUT001,12,26,11,133,2,4
11,1935,CHRIFRA001,12,21,6,92,0,3
11,1935,VAUGPUG001,7,15,7,104,2,2
11,1935,NOTTDOU001,5,10,2,35,0,2
11,1935,SHEPBIL001,5,9,7,99,1,0
11,1935,GUTOACE001,12,9,5,95,2,1
11,1935,CADDERN001,12,6,4,169,2,1
11,1935,PARKBUD001,11,1,0,0,0,1
11,1934,PRESGLE001,13,57,13,223,2,8
11,1934,CLARDUT001,12,50,23,383,0,3
11,1934,CADDERN001,12,13,5,106,1,1
11,1934,GUTOACE001,13,12,2,12,0,3
11,1934,CHRIFRA001,11,8,3,23,0,0
11,1934,ROWEBOB001,11,2,0,0,0,0
11,1933,PRESGLE001,11,125,50,774,6,12
11,1933,GUTOACE001,10,11,4,24,1,1
11,1933,ALFOGEN001,10,6,0,0,0,1
11,1933,CAVOJOH001,9,3,1,8,0,0
11,1933,SCHAELM001,10,3,2,8,0,1
11,1933,LUMPFAT001,11,1,0,0,0,0
11,1932,CLARDUT001,11,52,17,272,2,8
11,1932,PRESGLE001,12,46,17,259,2,4
11,1932,CAVOJOH001,11,12,5,66,2,0
11,1932,GUTOACE001,8,3,1,26,0,0
12,2018,RODGAAR001,16,597,372,4442,25,2
12,2018,KIZEDES001,3,42,20,187,0,2
12,2018,SCOTJKA001,16,1,0,0,0,0
12,2017,HUNDBRE001,11,316,192,1836,9,12
12,2017,RODGAAR001,7,238,154,1675,16,6
12,2017,CALLJOE001,1,7,5,11,0,0
12,2017,COBBRAN001,15,1,1,10,0,0
12,2016,RODGAAR001,16,610,401,4428,40,7
12,2016,HUNDBRE001,4,10,2,17,0,1
12,2015,RODGAAR001,16,572,347,3821,31,8
12,2015,TOLZSCO001,3,1,1,4,0,0
12,2014,RODGAAR001,16,520,341,4381,38,5
12,2014,FLYNMAT001,7,16,8,66,0,1
12,2013,RODGAAR001,9,290,193,2536,17,6
12,2013,FLYNMAT001,5,166,102,1146,7,4
12,2013,TOLZSCO001,3,90,55,717,1,5
12,2013,WALLSEN001,2,24,16,139,0,1
12,2012,RODGAAR001,16,552,371,4295,39,8
12,2012,HARRGRA002,4,4,2,20,0,0
12,2012,MASTTIM001,16,2,1,27,1,0
12,2011,RODGAAR001,15,502,343,4643,45,6
12,2011,FLYNMAT001,5,49,33,518,6,2
12,2011,COBBRAN001,15,1,0,0,0,0
12,2010,RODGAAR001,15,475,312,3922,28,11
12,2010,FLYNMAT001,7,66,40,433,3,2
12,2009,RODGAAR001,16,541,350,4434,30,7
12,2009,FLYNMAT001,15,12,7,58,0,1
12,2008,RODGAAR001,16,536,341,4038,28,13
12,2008,FLYNMAT001,7,5,2,6,0,0
12,2007,FAVRBRE001,16,535,356,4155,28,15
12,2007,RODGAAR001,2,28,20,218,1,0
12,2007,NALLCRA001,1,15,7,88,1,0
12,2006,FAVRBRE001,16,613,343,3885,18,18
12,2006,RODGAAR001,2,15,6,46,0,0
12,2006,RYANJON001,16,1,1,16,0,0
12,2006,HOLICAR001,4,1,0,0,0,0
12,2005,FAVRBRE001,16,607,372,3881,20,29
12,2005,RODGAAR001,3,16,9,65,0,1
12,2005,FISHTON001,14,1,1,14,0,0
12,2005,SANDBJA001,14,1,1,4,0,0
12,2005,GADOSAM001,8,1,0,0,0,0
12,2004,FAVRBRE001,16,540,346,4088,30,17
12,2004,NALLCRA001,5,33,23,314,4,0
12,2004,PEDEDOU001,4,23,11,120,0,2
12,2004,GREEAHM001,15,1,1,20,1,0
12,2004,FISHTON001,16,1,1,8,1,0
12,2003,FAVRBRE001,16,471,308,3361,32,21
12,2003,PEDEDOU001,16,2,2,16,0,0
12,2002,FAVRBRE001,16,551,341,3658,27,16
12,2002,PEDEDOU001,16,28,19,134,1,0
12,2002,FRANBUB001,16,1,1,31,1,0
12,2001,FAVRBRE001,16,510,314,3921,32,15
12,2000,FAVRBRE001,16,580,338,3812,20,16
12,2000,HASSMAT001,16,19,10,104,1,0
12,2000,GREEAHM001,16,1,0,0,0,0
12,1999,FAVRBRE001,16,595,341,4091,22,23
12,1999,HASSMAT001,16,10,3,41,1,0
12,1998,FAVRBRE001,16,551,347,4212,31,23
12,1998,PEDEDOU001,12,24,14,128,2,0
12,1997,FAVRBRE001,16,513,304,3867,35,16
12,1997,BONOSTE001,2,10,5,29,0,0
12,1996,FAVRBRE001,16,543,325,3899,39,13
12,1996,MCMAJIM001,5,4,3,39,0,0
12,1996,HENTCRA001,16,1,0,0,0,0
12,1995,FAVRBRE001,16,570,359,4413,38,13
12,1995,DETMTYA001,4,16,8,81,1,1
12,1995,RUBLTJA001,1,6,4,39,0,1
12,1995,MCMAJIM001,1,1,1,6,0,0
12,1994,FAVRBRE001,16,582,363,3882,33,14
12,1994,BRUNMAR001,2,27,12,95,0,0
12,1993,FAVRBRE001,16,522,318,3303,19,24
12,1993,DETMTYA001,3,5,3,26,0,0
12,1993,SHARSTE001,16,1,1,1,0,0
12,1992,FAVRBRE001,15,471,302,3227,18,13
12,1992,MAJKDON001,14,55,38,271,2,2
12,1992,MCJUPAU001,9,1,0,0,0,0
12,1991,TOMCMIK001,12,238,128,1490,11,9
12,1991,MAJKDON001,9,226,115,1362,3,8
12,1991,KIELBLA001,4,50,29,361,3,2
12,1990,MAJKDON001,9,264,150,1925,10,12
12,1990,DILWANT001,9,192,101,1267,8,7
12,1990,KIELBLA001,3,85,51,504,2,2
12,1989,MAJKDON001,16,599,353,4318,27,20
12,1989,DILWANT001,1,1,1,7,0,0
12,1989,FONTHER001,16,0,0,0,0,0
12,1988,MAJKDON001,13,336,178,2119,9,11
12,1988,WRIGRAN001,8,244,141,1490,4,13
12,1988,CARRPAU001,15,2,0,0,0,0
12,1987,WRIGRAN001,9,247,132,1507,6,11
12,1987,MAJKDON001,7,127,55,875,5,3
12,1987,RISHALA001,3,74,44,564,3,3
12,1987,GILLWIL001,1,5,2,28,0,0
12,1987,CARRPAU001,12,1,1,3,1,0
12,1987,NEALFRA001,12,1,0,0,0,0
12,1986,WRIGRAN001,16,492,263,3247,17,23
12,1986,FERRVIN001,3,40,23,283,1,3
12,1986,FUSICHU001,7,32,19,178,0,1
12,1986,LOFTJAM001,15,1,0,0,0,0
12,1985,DICKLYN001,12,314,172,2206,15,17
12,1985,ZORNJIM001,13,123,56,794,4,6
12,1985,WRIGRAN001,5,74,39,552,2,4
12,1985,ELLIGER001,16,1,0,0,0,0
12,1985,IVEREDD001,15,1,0,0,0,0
12,1984,DICKLYN001,15,401,237,3195,25,19
12,1984,WRIGRAN001,8,62,27,310,2,6
12,1984,CAMPRIC001,3,38,16,218,3,5
12,1984,ELLIGER001,16,4,1,17,0,0
12,1984,SCRIBUC001,16,1,0,0,0,0
12,1983,DICKLYN001,16,484,289,4458,32,29
12,1983,WHITDAV004,4,35,18,149,0,2
12,1983,ELLIGER001,15,5,2,31,1,1
12,1983,IVEREDD001,8,2,2,50,0,0
12,1982,DICKLYN001,9,218,124,1790,12,14
12,1982,WHITDAV004,3,47,18,235,0,1
12,1982,LOFTJAM001,9,1,1,43,0,0
12,1982,IVEREDD001,9,1,0,0,0,0
12,1981,DICKLYN001,13,354,204,2593,17,15
12,1981,WHITDAV004,9,128,66,792,7,5
12,1981,CAMPRIC001,2,30,15,168,0,4
12,1981,ELLIGER001,16,2,1,23,0,0
12,1980,DICKLYN001,16,478,278,3529,15,25
12,1980,WHITDAV004,2,15,5,55,0,1
12,1980,TROUBIL001,2,12,4,48,0,3
12,1980,PISASTE001,1,5,2,19,0,0
12,1980,BEVEDAV001,16,1,0,0,0,0
12,1979,WHITDAV004,13,322,179,2247,10,18
12,1979,DICKLYN001,5,119,60,787,5,4
12,1979,BEVEDAV001,16,2,1,23,0,0
12,1979,LOFTJAM001,16,1,0,0,0,0
12,1978,WHITDAV004,16,328,168,2093,10,17
12,1978,SPRODEN001,6,13,5,87,0,0
12,1978,DOUGBOB001,12,12,5,90,1,1
12,1978,BEVEDAV001,16,2,2,88,0,0
12,1978,LOFTJAM001,16,2,0,0,0,0
12,1977,DICKLYN001,9,220,113,1346,5,14
12,1977,WHITDAV004,7,105,50,634,1,7
12,1977,HARRWIL002,13,1,1,33,0,0
12,1977,DOWLBRI001,2,1,0,0,0,0
12,1976,DICKLYN001,10,243,115,1465,7,14
12,1976,BROWCAR001,13,74,26,333,2,6
12,1976,JOHNRAN002,3,35,21,249,0,1
12,1976,HARRWIL002,13,4,1,40,1,1
12,1976,BEVEDAV001,14,1,1,18,0,0
12,1975,HADLJOH001,14,353,191,2095,6,21
12,1975,MILADON001,7,32,15,181,1,1
12,1975,HARRWIL002,14,5,3,61,3,0
12,1975,BROWCAR001,13,4,3,63,1,0
12,1974,HADLJOH001,8,184,89,1072,3,8
12,1974,TAGGJER001,7,146,70,709,1,10
12,1974,CONCJAC001,14,54,28,381,1,3
12,1974,LANEMAC001,14,1,0,0,0,0
12,1973,TAGGJER001,7,106,56,720,2,7
12,1973,HUNTSCO001,8,84,35,442,2,4
12,1973,DELGJIM001,8,62,27,318,2,6
12,1973,LANEMAC001,13,2,1,23,1,0
12,1973,BROCJOH001,14,1,0,0,0,0
12,1972,HUNTSCO001,14,199,86,1252,6,9
12,1972,TAGGJER001,4,29,10,154,0,0
12,1972,PATRFRA002,2,4,1,9,0,0
12,1972,WIDBRON001,14,2,2,102,1,0
12,1972,LANEMAC001,14,2,2,19,0,0
12,1972,STAGJON001,11,1,0,0,0,0
12,1971,HUNTSCO001,13,163,75,1210,7,17
12,1971,STARBAR001,4,45,24,286,0,3
12,1971,BRATZEK001,6,37,19,298,4,3
12,1971,PATRFRA002,1,5,1,39,0,1
12,1971,ANDEDON002,14,4,2,9,1,0
12,1970,STARBAR001,14,255,140,1645,8,13
12,1970,HORNDON001,7,76,28,428,2,10
12,1970,PATRFRA002,1,14,6,59,0,1
12,1970,NORTRIC001,1,5,3,64,1,0
12,1970,ANDEDON002,14,1,0,0,0,0
12,1969,HORNDON001,9,168,89,1505,11,11
12,1969,STARBAR001,12,148,92,1161,9,6
12,1969,STEVBIL001,1,3,1,12,0,0
12,1968,STARBAR001,12,171,109,1617,15,8
12,1968,BRATZEK001,10,126,68,835,3,7
12,1968,HORNDON001,1,16,10,187,2,0
12,1968,ANDEDON002,14,3,1,12,1,0
12,1968,STEVBIL001,2,2,0,0,0,0
12,1967,STARBAR001,14,210,115,1823,9,17
12,1967,BRATZEK001,6,94,53,724,5,9
