fid,season,playerid,g,patt,pcmp,pyds,ptd,pint
28,1985,GILBGAL001,9,40,19,218,1,2
28,1985,FINZDAV001,12,1,0,0,0,1
28,1985,LARGSTE001,16,1,0,0,0,0
28,1985,MORRRAN001,16,1,0,0,0,0
28,1984,KRIEDAV001,16,480,276,3671,32,24
28,1984,ZORNJIM001,16,17,7,80,0,2
28,1984,MORRRAN001,10,0,0,0,0,0
28,1983,KRIEDAV001,9,243,147,2139,18,11
28,1983,ZORNJIM001,16,205,103,1166,7,7
28,1983,LARGSTE001,15,1,1,11,0,0
28,1982,ZORNJIM001,9,245,126,1540,7,11
28,1982,KRIEDAV001,3,78,49,501,2,2
28,1982,JOHNNOR001,9,1,1,27,0,0
28,1982,LANEERI001,9,1,0,0,0,0
28,1982,SMITSHE002,9,1,0,0,0,0
28,1981,ZORNJIM001,13,397,236,2788,13,9
28,1981,KRIEDAV001,7,112,64,843,7,5
28,1981,ADKISAM001,3,13,7,96,1,1
28,1981,LARGSTE001,16,1,0,0,0,0
28,1981,WESTJEF001,15,1,0,0,0,0
28,1980,ZORNJIM001,16,488,276,3346,17,20
28,1980,ADKISAM001,4,23,10,136,1,3
28,1980,MCCULAW001,8,2,1,12,0,0
28,1980,KRIEDAV001,1,2,0,0,0,0
28,1980,WEAVHER001,16,2,0,0,0,0
28,1979,ZORNJIM001,16,505,285,3661,20,18
28,1979,MYERSTE001,1,8,2,28,0,0
28,1979,WEAVHER001,16,4,3,73,0,0
28,1979,ADKISAM001,3,3,0,0,0,0
28,1979,SIMSDAV001,3,2,1,18,0,0
28,1979,SMITSHE002,16,1,1,11,0,0
28,1978,ZORNJIM001,16,443,248,3283,15,20
28,1978,MYERSTE001,4,22,11,94,0,2
28,1978,SIMSDAV001,12,1,1,15,0,0
28,1978,WEAVHER001,16,1,1,9,0,0
28,1977,ZORNJIM001,10,251,104,1687,16,19
28,1977,MYERSTE001,7,130,70,729,6,12
28,1977,SIMSDAV001,14,4,1,43,1,1
28,1977,PREESTE001,14,1,0,0,0,0
28,1977,SMITSHE002,14,1,0,0,0,0
28,1977,ADKISAM001,1,0,0,0,0,0
28,1976,ZORNJIM001,14,439,208,2571,12,27
28,1976,MUNSBIL001,5,37,20,295,1,3
28,1976,SMITSHE002,12,2,0,0,0,0
28,1976,ENGLRIC001,14,1,1,8,0,0
28,1976,LARGSTE001,14,1,0,0,0,0
29,2018,GOFFJAR001,16,561,364,4688,32,12
29,2018,HEKKJOH001,16,4,2,19,0,0
29,2018,MANNSEA001,3,3,2,23,0,0
29,2017,GOFFJAR001,15,477,296,3804,28,7
29,2017,MANNSEA001,5,37,22,185,0,0
29,2017,HEKKJOH001,16,3,2,34,0,0
29,2017,KUPPCOO001,15,1,0,0,0,0
29,2016,KEENCAS001,10,322,196,2201,9,11
29,2016,GOFFJAR001,8,205,112,1089,5,7
29,2016,MANNSEA001,1,6,3,19,0,1
29,2016,HEKKJOH001,16,2,1,4,0,0
29,2016,COOPPHA001,10,1,0,0,0,1
29,2015,FOLENIC001,11,337,190,2052,7,10
29,2015,KEENCAS001,6,125,76,828,4,1
29,2015,MANNSEA001,1,7,6,31,0,0
29,2015,HEKKJOH001,16,4,1,20,0,0
29,2014,DAVIAUS001,10,284,180,2001,12,9
29,2014,HILLSHA001,9,229,145,1657,8,7
29,2014,HEKKJOH001,16,2,2,37,0,0
29,2013,BRADSAM001,7,262,159,1687,14,4
29,2013,CLEMKEL001,10,242,142,1673,8,7
29,2013,AUSTTAV001,13,1,0,0,0,0
29,2013,HEKKJOH001,16,1,0,0,0,0
29,2012,BRADSAM001,16,551,328,3702,21,13
29,2012,HEKKJOH001,16,3,3,42,1,0
29,2012,CLEMKEL001,2,3,1,39,0,1
29,2011,BRADSAM001,10,357,191,2164,6,6
29,2011,FEELAJA001,5,97,53,548,1,2
29,2011,CLEMKEL001,3,91,48,546,2,1
29,2011,BRANTOM001,1,2,0,0,0,0
29,2011,LLOYBRA001,11,1,0,0,0,0
29,2011,NORWJER001,9,1,0,0,0,1
29,2010,BRADSAM001,16,590,354,3512,18,15
29,2009,BULGMAR001,9,247,140,1469,5,6
29,2009,BOLLKYL001,7,176,98,899,3,6
29,2009,NULLKEI001,4,119,73,566,3,9
29,2009,BROWJOS001,16,1,1,36,1,0
29,2008,BULGMAR001,15,440,251,2720,11,13
29,2008,GREETRE001,3,72,38,525,0,6
29,2008,LOOKDAN001,13,3,2,17,0,0
29,2008,BERLBRO001,1,3,1,6,0,0
29,2008,HALLDAN002,8,1,0,0,0,0
29,2008,JONEDON004,16,1,0,0,0,0
29,2007,BULGMAR001,12,378,221,2392,11,15
29,2007,FRERGUS001,8,167,94,1014,7,12
29,2007,BERLBRO001,1,28,17,153,0,1
29,2007,JACKSTE004,12,1,1,2,1,0
29,2006,BULGMAR001,16,588,370,4301,24,8
29,2006,FRERGUS001,1,3,1,27,0,0
29,2006,BRUCISA001,16,1,0,0,0,0
29,2005,BULGMAR001,8,287,192,2297,14,9
29,2005,MARTJAM003,8,177,124,1277,5,7
29,2005,FITZRYA001,4,135,76,777,4,8
29,2004,BULGMAR001,14,485,321,3964,21,14
29,2004,CHANCHR001,5,62,35,463,2,8
29,2004,MARTJAM003,1,30,16,188,0,0
29,2004,BRUCISA001,16,2,0,0,0,0
29,2004,WILKJEF001,16,1,0,0,0,0
29,2003,BULGMAR001,15,532,336,3845,22,22
29,2003,WARNKUR001,2,65,38,365,1,1
29,2003,BRUCISA001,15,2,2,66,0,0
29,2003,LOOKDAN001,16,1,1,11,0,0
29,2002,WARNKUR001,7,220,144,1431,3,11
29,2002,BULGMAR001,7,214,138,1826,14,6
29,2002,MARTJAM003,5,195,124,1216,7,10
29,2002,COVISCO001,1,5,2,7,0,0
29,2002,PROERIC001,16,1,0,0,0,0
29,2001,WARNKUR001,16,546,375,4830,36,22
29,2001,MARTJAM003,5,3,3,22,0,0
29,2001,HAKIAZZ001,16,1,1,51,1,0
29,2001,FAULMAR001,14,1,0,0,0,0
29,2000,WARNKUR001,11,347,235,3429,21,18
29,2000,GREETRE001,8,240,145,2063,16,5
29,1999,WARNKUR001,16,499,325,4353,41,13
29,1999,GERMJOE001,3,16,9,136,1,2
29,1999,JUSTPAU001,10,14,9,91,0,0
29,1999,FAULMAR001,16,1,0,0,0,0
29,1998,BANKTON001,14,408,241,2535,7,14
29,1998,BONOSTE001,6,136,69,807,5,4
29,1998,WARNKUR001,1,11,4,39,0,0
29,1998,TUTERIC001,16,1,0,0,0,0
29,1997,BANKTON001,16,487,252,3254,14,13
29,1997,RYPIMAR001,5,39,19,270,0,2
29,1996,BANKTON001,14,368,192,2544,15,15
29,1996,WALSSTE001,3,77,33,344,0,5
29,1996,MARTJAM003,6,34,23,241,3,2
29,1996,BRUCISA001,16,2,1,15,0,1
29,1996,PHILLAW001,15,0,0,0,0,0
29,1995,MILLCHR001,13,405,232,2623,18,15
29,1995,RYPIMAR001,11,217,129,1448,9,8
29,1995,BARRDAV002,2,9,5,42,0,0
29,1995,KINCTOD001,16,1,0,0,0,0
29,1994,MILLCHR001,13,317,173,2104,16,14
29,1994,CHANCHR001,12,176,108,1352,7,2
29,1994,MADDTOM001,5,19,10,141,0,2
29,1993,EVERJIM001,10,274,135,1652,8,12
29,1993,RUBLTJA001,9,189,108,1338,8,6
29,1993,PAGEMIK001,7,9,3,23,0,1
29,1993,GARYCLE001,15,1,1,8,0,0
29,1992,EVERJIM001,16,475,281,3323,22,18
29,1992,PAGEMIK001,16,20,8,99,1,2
29,1991,EVERJIM001,16,490,277,3438,11,20
29,1991,PAGEMIK001,16,27,11,150,2,0
29,1991,HELTBAR001,3,1,1,22,0,0
29,1990,EVERJIM001,16,554,307,3989,23,17
29,1990,LONGCHU001,4,5,1,4,0,0
29,1990,MCGEBUF001,16,2,2,23,1,0
29,1989,EVERJIM001,16,518,304,4310,29,17
29,1989,HERRMAR001,3,5,4,59,0,1
29,1988,EVERJIM001,16,517,308,3964,31,18
29,1988,HERRMAR001,6,5,4,38,0,0
29,1987,EVERJIM001,11,302,162,2064,10,13
29,1987,DILSSTE001,15,114,56,646,5,4
29,1987,QUARBER001,1,3,1,40,1,1
29,1987,MILLHUG001,1,1,1,0,0,0
29,1986,EVERJIM001,6,147,73,1018,8,8
29,1986,DILSSTE001,15,129,59,693,4,4
29,1986,BARTSTE001,6,126,61,654,2,3
29,1986,DICKERI001,16,1,1,15,1,0
29,1986,HOUSKEV001,8,0,0,0,0,0
29,1985,BROCDIE001,15,365,218,2658,16,13
29,1985,KEMPJEF001,5,38,16,214,0,1
29,1984,KEMPJEF001,14,284,143,2021,13,7
29,1984,FERRVIN001,3,66,29,317,2,8
29,1984,DILSSTE001,7,7,4,44,1,1
29,1984,DICKERI001,16,1,0,0,0,1
29,1983,FERRVIN001,16,464,274,3276,22,23
29,1983,KEMPJEF001,4,25,12,135,1,0
29,1982,FERRVIN001,7,209,118,1609,9,9
29,1982,JONEBER001,4,87,48,527,2,4
29,1982,GUMAMIK001,9,1,0,0,0,1
29,1981,HADEPAT001,13,267,138,1815,9,13
29,1981,PASTDAN001,7,152,64,719,2,14
29,1981,RUTLJEF001,4,50,30,442,3,4
29,1981,KEMPJEF001,1,6,2,25,0,1
29,1981,GUMAMIK001,16,1,1,7,1,0
29,1981,CORRFRA001,16,1,0,0,0,0
29,1980,FERRVIN001,16,404,240,3199,30,19
29,1980,HADEPAT001,4,41,19,185,0,4
29,1980,RUTLJEF001,1,4,1,26,0,0
29,1980,GUMAMIK001,16,1,1,31,1,0
29,1980,CROMNOL001,16,1,0,0,0,0
29,1979,HADEPAT001,10,290,163,1854,11,14
29,1979,FERRVIN001,8,110,53,778,5,10
29,1979,RUTLJEF001,3,32,13,125,1,4
29,1979,LEEABOB002,3,22,11,243,2,1
29,1979,CLARKEN002,16,2,2,32,0,0
29,1978,HADEPAT001,16,444,229,2995,13,19
29,1978,FERRVIN001,9,20,7,114,0,2
29,1978,MCCULAW001,8,1,0,0,0,0
29,1978,WALKGLE001,16,1,0,0,0,1
29,1977,HADEPAT001,12,216,122,1551,11,6
29,1977,NAMAJOE001,4,107,50,606,3,5
29,1977,FERRVIN001,3,15,9,83,2,0
29,1977,WALKGLE001,14,1,1,13,0,0
29,1976,HARRJAM003,7,158,91,1460,8,6
29,1976,HADEPAT001,10,105,60,896,8,4
29,1976,JAWORON001,5,52,20,273,1,5
29,1975,HARRJAM003,13,285,157,2148,14,15
29,1975,JAWORON001,14,48,24,302,0,2
29,1975,MCCULAW001,13,1,0,0,0,0
29,1974,HARRJAM003,11,198,106,1544,11,6
29,1974,HADLJOH001,6,115,53,680,5,6
29,1974,JAWORON001,5,24,10,144,0,1
29,1974,BURKMIK001,8,1,0,0,0,0
29,1973,HADLJOH001,14,258,135,2008,22,11
29,1973,HARRJAM003,8,11,7,68,0,0
29,1973,SMITLAR001,14,2,2,31,0,0
29,1972,GABRROM001,14,323,165,2027,12,15
29,1972,BEATPET001,14,48,19,255,1,7
29,1971,GABRROM001,14,352,180,2238,17,10
29,1971,RHOMJER001,14,18,5,66,1,1
29,1970,GABRROM001,14,407,211,2552,16,12
29,1970,SWEEKAR001,6,13,6,81,1,0
29,1970,CURRPAT001,14,2,0,0,0,1
29,1970,SMITLAR001,11,2,0,0,0,0
29,1970,JOSELES001,12,1,1,25,0,0
29,1970,STUDPAT001,14,1,0,0,0,0
29,1969,GABRROM001,14,399,217,2549,24,7
29,1969,SWEEKAR001,5,13,5,101,1,0
29,1969,ELLIWIL001,14,2,0,0,0,0
29,1969,MEADEDD001,14,1,0,0,0,0
29,1969,SMITLAR001,14,1,0,0,0,0
29,1968,GABRROM001,14,366,184,2364,19,16
29,1968,PLUMMIL001,4,12,5,49,1,1
29,1968,DENNMIK002,14,2,0,0,0,0
29,1968,MASOTOM001,12,2,0,0,0,0
29,1968,ELLIWIL001,14,1,0,0,0,0
29,1968,STUDPAT001,14,1,0,0,0,0
29,1967,GABRROM001,14,371,196,2779,25,13
29,1967,MUNSBIL001,5,10,5,38,1,2
29,1967,JOSELES001,14,5,2,47,0,1
29,1967,MASOTOM001,13,3,2,65,1,0
29,1967,MEADEDD001,14,1,1,18,1,0
29,1966,GABRROM001,14,397,217,2540,10,16
29,1966,MUNSBIL001,5,50,30,284,2,1
29,1966,KILGJON001,14,1,1,47,0,0
29,1966,MOORTOM001,14,1,1,20,0,0
29,1966,MEADEDD001,14,1,0,0,0,0
29,1965,MUNSBIL001,10,267,144,1701,10,14
29,1965,GABRROM001,7,173,83,1321,11,5
29,1965,JOSELES001,13,2,1,15,1,0
29,1965,BAKETER001,9,1,1,14,0,0
29,1965,WILSBEN001,14,1,1,8,0,0
29,1965,MEADEDD001,14,1,0,0,0,0
29,1964,MUNSBIL001,11,223,108,1533,9,15
29,1964,GABRROM001,7,143,65,1236,9,5
29,1964,BAKETER001,5,1,0,0,0,0
29,1964,MEADEDD001,14,1,0,0,0,0
29,1963,GABRROM001,12,281,130,1947,8,11
29,1963,BRATZEK001,4,82,45,471,3,6
29,1963,BAKETER001,4,19,11,140,0,4
29,1963,ARNEJON001,9,1,0,0,0,1
29,1963,BASSDIC001,12,1,0,0,0,0
29,1962,BRATZEK001,13,219,110,1541,9,16
29,1962,GABRROM001,6,101,57,670,3,2
29,1962,MILLRON002,6,43,17,250,1,1
29,1962,ARNEJON001,10,5,3,28,1,0
29,1962,BASSDIC001,14,3,1,22,0,0
29,1962,MATSOLL001,13,1,1,13,0,0
29,1961,BRATZEK001,13,230,124,1547,8,13
29,1961,RYANFRA001,14,142,72,1115,5,7
29,1961,ARNEJON001,14,13,3,47,0,1
29,1961,VILLDAN002,14,1,0,0,0,0
29,1960,WADEBIL001,11,182,106,1294,12,11
29,1960,RYANFRA001,11,128,62,816,7,9
29,1960,HUMPBUD001,4,24,9,78,0,2
29,1960,ARNEJON001,12,1,0,0,0,0
29,1959,WADEBIL001,12,261,153,2001,12,17
29,1959,RYANFRA001,10,89,42,709,2,4
29,1959,ARNEJON001,12,5,1,13,0,0
29,1959,MATSOLL001,12,1,0,0,0,1
29,1958,WADEBIL001,12,341,181,2875,18,22
29,1958,RYANFRA001,5,14,5,34,1,3
29,1958,ARNEJON001,12,1,0,0,0,0
29,1958,SHOFDEL001,12,1,0,0,0,0
29,1958,WILSTOM001,12,1,0,0,0,1
29,1957,VANBNOR001,12,265,132,2105,20,21
29,1957,WADEBIL001,5,24,10,116,1,1
29,1957,WALLRON001,11,6,2,35,0,0
29,1957,YOUNTAN001,12,1,0,0,0,1
29,1956,WADEBIL001,12,178,91,1461,10,13
29,1956,VANBNOR001,12,124,68,966,7,12
29,1956,BUKIRUD001,3,23,10,130,1,3
29,1956,WALLRON001,9,3,1,44,0,0
29,1956,WILSTOM001,12,1,0,0,0,0
29,1955,VANBNOR001,12,272,144,1890,8,15
29,1955,WADEBIL001,7,71,31,316,1,3
29,1955,WALLRON001,12,1,0,0,0,0
29,1954,VANBNOR001,12,260,139,2637,13,21
29,1954,WADEBIL001,10,59,31,509,2,1
29,1954,QUINSKE001,11,2,1,34,0,1
29,1953,VANBNOR001,12,286,156,2393,19,14
29,1953,BUKIRUD001,8,32,14,169,0,3
29,1953,QUINSKE001,12,4,2,60,0,1
29,1953,SMITVIT001,11,2,1,50,0,0
29,1952,VANBNOR001,12,205,113,1736,14,17
29,1952,WATEBOB001,12,109,51,655,3,11
29,1952,KLOSDON001,2,10,3,47,0,3
29,1952,QUINSKE001,12,4,0,0,0,0
29,1952,SMITVIT001,12,1,0,0,0,0
29,1951,VANBNOR001,12,194,100,1725,13,11
29,1951,WATEBOB001,11,176,88,1566,13,10
29,1951,DAVIGLE001,11,2,1,5,0,0
29,1951,KEANTOM001,10,1,0,0,0,1
29,1950,VANBNOR001,12,233,127,2061,18,14
29,1950,WATEBOB001,12,213,122,1540,11,13
29,1950,DAVIGLE001,12,5,3,97,2,0
29,1950,SMITVIT001,12,1,1,11,0,0
29,1950,HIRSELR001,12,1,0,0,0,0
29,1949,WATEBOB001,12,296,154,2168,17,24
29,1949,VANBNOR001,8,58,32,601,6,2
29,1949,THOMBOB002,6,12,6,50,0,1
29,1948,HARDJIM001,12,211,112,1390,14,7
29,1948,WATEBOB001,11,180,87,1354,14,18
29,1948,RICKPAU001,3,2,2,4,0,0
29,1948,GEHRFRE001,12,1,0,0,0,0
29,1948,WASHKEN001,10,1,0,0,0,0
29,1947,WATEBOB001,12,221,96,1210,8,18
29,1947,HARDJIM001,9,57,23,388,5,7
29,1947,KSIOJOH001,3,7,1,17,0,2
29,1947,WASHKEN001,11,5,2,14,0,1
29,1947,HARMTOM001,12,3,1,31,0,0
29,1946,WATEBOB001,11,251,127,1747,17,17
29,1946,HARDJIM001,9,64,24,285,2,7
29,1946,WASHKEN001,6,8,1,19,0,0
29,1946,FARMTOM001,8,2,0,0,0,0
29,1946,GEHRFRE001,10,1,1,29,0,0
29,1945,WATEBOB001,10,171,89,1609,14,17
29,1945,REISALB001,10,21,8,146,2,3
29,1945,JACOJAC002,2,5,3,12,0,0
29,1945,COLETOM001,10,1,0,0,0,0
29,1945,NEMESTE001,9,1,0,0,0,0
29,1944,REISALB001,10,113,49,777,8,10
29,1944,COLETOM001,10,75,27,336,4,10
29,1944,KARRJOH002,10,10,4,49,0,4
29,1944,BERNDAV001,8,4,0,0,0,2
29,1944,PETCJOH001,10,3,2,27,0,0
29,1944,ZONTLOU001,10,2,2,18,0,0
29,1944,KABEMIK001,10,1,1,54,1,0
29,1942,HALLPAR001,10,140,62,815,7,19
29,1942,JACOJAC002,8,93,43,640,6,6
29,1942,SMITGAY001,11,12,2,49,0,1
29,1942,DAVICOR001,9,2,1,22,0,1
29,1942,JANILEN001,9,1,1,11,0,0
29,1942,MAGNDAN001,11,1,0,0,0,0
29,1941,HALLPAR001,10,190,84,863,7,19
29,1941,SLOVMAR001,8,54,27,307,2,9
29,1941,GOODOWE001,9,36,12,182,1,5
29,1941,DRAKJOH001,11,2,0,0,0,0
29,1941,SMITGAY001,4,2,0,0,0,1
29,1941,SEABCHA001,7,1,0,0,0,1
29,1940,HALLPAR001,11,183,77,1108,7,16
29,1940,SLOVMAR001,9,28,17,234,0,4
29,1940,SMITGAY001,11,18,10,150,2,2
29,1940,HEINKEN001,3,8,3,74,1,1
29,1940,DRAKJOH001,11,4,2,16,2,0
29,1940,GILLJIM001,4,4,0,0,0,2
29,1940,GEHRFRE001,3,1,0,0,0,0
29,1940,SPADVIC001,9,1,0,0,0,0
29,1939,HALLPAR001,11,208,106,1227,9,13
29,1939,SLOVMAR001,10,27,13,97,2,5
29,1939,MOANKEL001,2,9,3,77,1,2
29,1939,SMITGAY001,11,5,4,3,0,0
29,1939,SMILBRO001,2,2,1,11,0,0
29,1939,RODAMIK001,6,1,0,0,0,1
29,1939,RUSSDOU001,7,1,0,0,0,0
29,1938,SNYDBOB001,10,87,36,631,7,9
29,1938,GODDEDA001,10,43,19,238,0,6
29,1938,PINCSTA001,11,33,13,240,1,7
29,1938,TUCKDIC001,4,26,7,110,1,2
29,1938,DAVIBOB001,8,24,6,49,0,2
29,1938,LITTCAR001,9,15,1,23,0,5
29,1938,PETENEL001,7,6,0,0,0,2
29,1938,JOHNRAY001,1,5,3,45,0,1
29,1938,DRAKJOH001,11,3,1,8,0,0
29,1938,ALFOJUL001,10,2,2,19,0,0
29,1938,DAVICOR001,11,1,0,0,0,0
29,1937,SNYDBOB001,10,66,25,378,2,6
29,1937,PINCSTA001,11,27,9,92,0,3
29,1937,MATTHAR001,6,22,5,94,1,4
29,1937,GODDEDA001,4,18,9,134,0,3
29,1937,ALFOJUL001,10,10,4,48,0,0
29,1937,KEEBJOE001,7,9,2,25,0,3
29,1937,COOPBUD001,5,5,2,21,0,1
29,1937,BARBMAR003,5,3,1,7,0,0
29,1937,GIFTWAY001,10,3,0,0,0,0
29,1937,BRUMCAR001,4,2,1,20,0,0
29,1937,ONEIBIL001,1,2,1,20,0,1
29,1937,DRAKJOH001,11,1,0,0,0,0
30,2018,WINSJAM001,11,378,244,2992,19,14
30,2018,FITZRYA001,8,246,164,2366,17,12
30,2018,ANGEBRY001,16,1,0,0,0,0
30,2017,WINSJAM001,13,442,282,3504,19,11
30,2017,FITZRYA001,6,163,96,1103,7,3
30,2016,WINSJAM001,16,567,345,4090,28,18
30,2016,GLENMIK001,2,11,10,75,1,0
30,2015,WINSJAM001,16,535,312,4042,22,15
30,2014,MCCOJOS001,11,327,184,2206,11,14
30,2014,GLENMIK001,6,203,117,1417,10,6
30,2014,RAINBOB001,15,1,0,0,0,0
30,2013,GLENMIK001,13,416,247,2608,19,9
30,2013,FREEJOS001,3,94,43,571,2,3
30,2013,KOENMIC001,16,2,0,0,0,0
30,2013,JAMEMIK001,8,1,1,2,1,0
30,2013,RAINBOB001,9,1,0,0,0,0
30,2012,FREEJOS001,16,558,306,4065,27,17
30,2012,ORLODAN001,1,7,4,51,0,0
30,2012,WILLMIK008,16,1,1,28,0,0
30,2011,FREEJOS001,15,551,346,3592,16,22
30,2011,JOHNJOS001,9,36,19,246,1,2
30,2011,SPURMIC001,12,1,0,0,0,0
30,2010,FREEJOS001,16,474,291,3451,25,6
30,2010,JOHNJOS001,11,16,14,111,0,0
30,2010,SPURMIC001,16,3,0,0,0,0
30,2010,GRAHEAR001,12,1,1,2,1,0
30,2009,FREEJOS001,10,290,158,1855,10,18
30,2009,JOHNJOS001,6,125,63,685,4,8
30,2009,LEFTBYR001,3,107,58,594,4,3
30,2009,CLAYMIC001,13,1,0,0,0,0
30,2009,JOHNDIR001,11,1,0,0,0,0
30,2008,GARCJEF001,12,376,244,2712,12,6
30,2008,GRIEBRI001,5,184,110,1073,5,7
30,2008,GRAHEAR001,10,1,1,3,1,0
30,2008,MCCOLUK001,2,1,0,0,0,0
30,2007,GARCJEF001,13,327,209,2440,13,4
30,2007,MCCOLUK001,5,139,94,1009,5,3
30,2007,GRADBRU001,4,24,13,130,0,1
30,2006,GRADBRU001,13,328,177,1661,9,9
30,2006,SIMMCHR001,3,106,58,585,1,7
30,2006,RATTTIM001,4,101,61,748,4,2
30,2005,SIMMCHR001,11,313,191,2035,10,7
30,2005,GRIEBRI001,6,174,112,1136,7,7
30,2004,GRIEBRI001,11,336,233,2632,20,12
30,2004,JOHNBRA001,4,103,65,674,3,3
30,2004,SIMMCHR001,5,73,42,467,1,3
30,2003,JOHNBRA001,16,570,354,3811,26,21
30,2003,KINGSHA001,3,22,15,130,1,1
30,2002,JOHNBRA001,13,451,281,3049,22,6
30,2002,JOHNROB001,6,88,57,536,1,2
30,2002,KINGSHA001,3,27,10,80,0,1
30,2002,TUPATOM001,16,1,0,0,0,1
30,2001,JOHNBRA001,16,559,340,3406,13,11
30,2001,KINGSHA001,3,31,21,210,0,1
30,2001,ROYAMAR001,16,1,1,5,0,0
30,2001,GRAMMAR001,14,1,0,0,0,0
30,2000,KINGSHA001,16,428,233,2769,18,13
30,2000,ZEIEERI001,3,3,3,19,0,0
30,2000,ROYAMAR001,16,1,1,36,0,0
30,2000,ALSTMIK001,13,1,0,0,0,0
30,2000,HAMIJOE001,1,0,0,0,0,0
30,1999,DILFTRE001,10,244,146,1619,11,11
30,1999,KINGSHA001,6,146,89,875,7,4
30,1999,ZEIEERI001,2,55,32,270,0,1
30,1999,ROYAMAR001,16,2,1,17,0,0
30,1998,DILFTRE001,16,429,225,2729,21,15
30,1998,WALSSTE001,5,19,9,58,0,3
30,1998,ALSTMIK001,16,1,0,0,0,0
30,1997,DILFTRE001,16,386,217,2555,21,11
30,1997,WALSSTE001,12,17,6,58,0,1
30,1997,BARNTOM004,6,1,1,25,0,0
30,1996,DILFTRE001,16,482,267,2859,12,19
30,1996,WELDCAS001,3,9,5,76,0,1
30,1996,MILASCO001,1,3,2,9,0,0
30,1995,DILFTRE001,16,415,224,2774,4,18
30,1995,WELDCAS001,16,91,42,519,1,2
30,1995,ROBYREG001,16,1,1,48,0,0
30,1994,ERICCRA001,15,399,225,2919,16,10
30,1994,DILFTRE001,5,82,38,433,1,6
30,1994,WELDCAS001,2,9,7,63,0,0
30,1994,STRYDAN001,16,1,1,21,0,0
30,1993,ERICCRA001,16,457,233,3054,18,21
30,1993,DEBESTE001,3,39,23,186,1,3
30,1993,WELDCAS001,3,11,6,55,0,1
30,1993,MOORDAV001,15,1,0,0,0,0
30,1992,TESTVIN001,14,358,206,2554,14,16
30,1992,DEBESTE001,6,125,76,710,3,4
30,1992,ERICCRA001,6,26,15,121,0,0
30,1992,STRYDAN001,16,2,2,14,0,0
30,1991,TESTVIN001,13,326,166,1994,8,15
30,1991,CHANCHR001,6,104,53,557,4,8
30,1991,CARLJEF001,3,65,31,404,1,6
30,1990,TESTVIN001,14,365,203,2818,17,18
30,1990,CHANCHR001,7,83,42,464,1,6
30,1989,TESTVIN001,14,480,258,3133,20,22
30,1989,FERGJOE001,5,90,44,533,3,6
30,1988,TESTVIN001,15,466,222,3240,13,35
30,1988,FERGJOE001,2,46,31,368,3,1
30,1987,DEBESTE001,12,275,159,1891,14,7
30,1987,TESTVIN001,6,165,71,1081,5,6
30,1987,ZORNJIM001,1,36,20,199,0,2
30,1987,HOLDMIK001,2,24,8,123,2,1
30,1987,REAVJOH001,2,16,6,83,1,0
30,1987,BARTSTE002,9,1,0,0,0,1
30,1986,YOUNSTE002,14,363,195,2282,8,13
30,1986,DEBESTE001,16,96,50,610,5,12
30,1985,DEBESTE001,11,370,197,2488,19,18
30,1985,YOUNSTE002,5,138,72,935,3,8
30,1984,DEBESTE001,16,509,308,3554,19,18
30,1984,THOMJAC001,5,52,25,337,2,5
30,1984,WILDJAM001,16,1,1,16,1,0
30,1984,GARCFRA001,16,1,0,0,0,0
30,1983,THOMJAC001,14,423,249,2906,18,21
30,1983,GOLSJER001,5,97,47,535,0,2
30,1983,KOMLJEF001,2,8,4,49,0,1
30,1982,WILLDOU001,9,307,164,2071,9,11
30,1982,GOLSJER001,1,1,0,0,0,0
30,1981,WILLDOU001,16,471,238,3563,19,14
30,1981,FUSICHU001,4,1,1,2,1,0
30,1981,HOUSKEV001,16,1,0,0,0,0
30,1981,ECKWJER001,16,0,0,0,0,0
30,1980,WILLDOU001,16,521,254,3396,20,16
30,1980,FUSICHU001,2,4,2,18,0,1
30,1980,ECKWJER001,15,4,0,0,0,0
30,1980,HANNCHA001,16,1,0,0,0,0
30,1979,WILLDOU001,16,397,166,2448,18,24
30,1979,RAEAMIK001,5,36,17,252,1,2
30,1979,ECKWJER001,16,1,0,0,0,0
30,1978,WILLDOU001,10,194,73,1170,7,8
30,1978,RAEAMIK001,6,118,57,705,4,7
30,1978,HUFFGAR001,6,36,15,169,1,3
30,1978,CARTLOU001,16,5,2,87,0,0
30,1978,BORYMIK001,1,5,2,15,0,0
30,1978,GREEDAV002,16,3,2,25,0,0
30,1977,HUFFGAR001,8,138,67,889,3,13
30,1977,HEDBRAN001,7,90,25,244,0,10
30,1977,BLOUJEB001,5,89,37,522,0,7
30,1977,GREEDAV002,14,2,2,59,0,0
30,1977,CARTLOU001,14,2,0,0,0,0
30,1976,SPURSTE001,14,311,156,1628,7,12
30,1976,DICKPAR001,8,39,15,210,1,5
30,1976,HANRTER001,3,14,6,32,0,1
30,1976,CARTLOU001,14,5,2,24,1,0
30,1976,LAWRLAR001,1,5,0,0,0,2
30,1976,MCGRLEE001,6,1,1,39,0,0
30,1976,DAVIRIC001,11,1,1,-7,0,0
31,2018,MARIMAR003,14,331,228,2528,11,8
31,2018,GABBBLA001,8,101,61,626,4,4
31,2018,HENRDER001,16,3,2,14,0,0
31,2018,BYARKEV001,16,1,1,66,1,0
31,2018,JENNDAR001,16,1,1,21,0,0
31,2017,MARIMAR003,15,453,281,3232,13,15
