fid,season,playerid,g,fgm,fga,patm,pata,pt,ptyds
4,1975,LEYPJOH001,14,9,16,51,57,,
4,1975,BATEMAR001,14,,,,,61,2536
4,1974,LEYPJOH001,14,19,33,25,29,,
4,1974,JONESPI001,8,,,,,35,1305
4,1974,BATEMAR001,5,,,,,34,1494
4,1973,LEYPJOH001,14,21,30,27,27,,
4,1973,CHANBOB001,14,,,1,1,,
4,1973,JONESPI001,14,,,,,66,2660
4,1972,LEYPJOH001,14,16,24,29,30,,
4,1972,JONESPI001,14,,,,,80,3104
4,1971,LEYPJOH001,8,9,15,12,12,,
4,1971,GUTHGRA001,6,3,10,8,9,,
4,1971,JONESPI001,13,,,,,72,2966
4,1971,CHAPDAV001,1,,,,,3,101
4,1970,GUTHGRA001,14,10,19,24,25,,
4,1970,MAGUPAU001,14,,,,,83,3228
4,1969,ALFOBRU002,14,17,26,23,24,,
4,1969,MAGUPAU001,14,,,,,78,3471
4,1968,ALFOBRU002,11,14,24,15,15,,
4,1968,MERCMIK001,3,,4,4,4,,
4,1968,MAGUPAU001,14,,,,,100,4175
4,1967,MERCMIK001,14,16,27,25,25,,
4,1967,MAGUPAU001,14,,,,,77,3320
4,1966,LUSTBOO001,14,19,38,41,42,,
4,1966,MAGUPAU001,14,,,,,69,2841
4,1965,GOGOPET001,14,28,46,31,31,,
4,1965,MAGUPAU001,14,,,,,80,3437
4,1964,GOGOPET001,14,19,29,45,46,,
4,1964,MAGUPAU001,14,,,,,65,2777
4,1963,YOHOMAC001,14,10,24,32,35,,
4,1963,LAMODAR001,14,,,,,52,2086
4,1963,CROWWAY001,5,,,,,10,424
4,1962,GILCCOO001,14,8,20,14,17,,
4,1962,YOHOMAC001,14,1,3,20,22,,
4,1962,FELTRAL001,4,,,,1,,
4,1962,CROWWAY001,14,,,,,76,2946
4,1961,HERGJOE001,9,6,14,,,,
4,1961,ATKIBIL001,14,2,6,29,31,85,3783
4,1961,YOHOMAC001,14,,4,,,,
4,1961,SHOCBIL001,2,1,2,,,,
4,1960,ATKIBIL001,14,6,13,27,33,89,3468
4,1960,YOHOMAC001,14,2,5,,,,
4,1960,HERGJOE001,10,2,4,,,,
4,1960,HARPDAR001,4,2,3,1,2,,
4,1960,OCONTOM001,14,,1,,,,
5,2018,CATACHA001,4,5,5,7,8,,
5,2018,GANOGRA001,12,14,16,30,33,,
5,2018,PALAMIC001,16,,,,,61,2759
5,2017,GANOGRA001,16,29,30,34,37,,
5,2017,PALAMIC001,16,,,,,71,3269
5,2016,GANOGRA001,16,30,38,31,34,4,180
5,2016,PALAMIC001,7,,,,,36,1531
5,2016,LEEAAND001,9,,,,,36,1769
5,2015,GANOGRA001,16,30,36,56,59,,
5,2015,NORTBRA001,16,,,,,70,3175
5,2014,GANOGRA001,16,29,35,34,34,,
5,2014,NORTBRA001,16,,,,,72,3236
5,2013,GANOGRA001,16,24,27,42,42,,
5,2013,NORTBRA001,16,,,,,70,3344
5,2012,GANOGRA001,6,9,11,20,21,,
5,2012,MEDLJUS001,10,7,10,23,23,,
5,2012,NORTBRA001,16,,,,,76,3267
5,2011,MAREOLI001,16,22,28,44,45,,
5,2011,BAKEJAS001,16,,,,,66,2819
5,2010,KASAJOH001,16,25,29,17,17,,
5,2010,BAKEJAS001,16,,,,,95,4097
5,2009,KASAJOH001,16,22,27,31,32,,
5,2009,BAKEJAS001,16,,,,,76,3352
5,2008,KASAJOH001,16,28,31,46,46,,
5,2008,BAKEJAS001,16,,,,,73,3217
5,2007,KASAJOH001,16,24,28,27,27,2,60
5,2007,BAKEJAS001,16,,,,,90,3978
5,2006,KASAJOH001,16,24,27,28,28,1,25
5,2006,BAKEJAS001,16,,,,,98,4483
5,2005,KASAJOH001,16,26,34,43,44,1,36
5,2005,BAKEJAS001,16,,,,,72,3118
5,2004,KASAJOH001,14,19,22,27,28,2,51
5,2004,CHANJEF001,2,,2,8,8,,
5,2004,SAUETOD001,16,1,1,4,4,76,3351
5,2003,KASAJOH001,16,32,38,29,30,1,33
5,2003,SAUETOD001,16,,,,,77,3433
5,2002,GRAHSHA001,11,13,18,21,21,,
5,2002,KASAJOH001,2,2,5,5,5,,
5,2002,HILBJON001,1,,2,3,3,,
5,2002,SAUETOD001,16,,,,,104,4735
5,2001,KASAJOH001,16,23,28,22,23,,
5,2001,SAUETOD001,16,,,,,93,4419
5,2000,NEDNJOE001,12,26,28,20,20,,
5,2000,CUNNRIC001,4,5,7,9,9,,
5,2000,WALTKEN001,16,,,,,64,2459
5,1999,KASAJOH001,13,22,25,33,33,,
5,1999,CUNNRIC001,3,3,3,13,14,,
5,1999,WALTKEN001,16,,,,,65,2562
5,1998,KASAJOH001,16,19,26,35,37,,
5,1998,WALTKEN001,16,,,,,77,3131
5,1997,KASAJOH001,16,22,26,25,25,,
5,1997,WALTKEN001,16,,,,,85,3604
5,1996,KASAJOH001,16,37,45,34,35,1,30
5,1996,STARROH001,16,,,,,77,3128
5,1995,KASAJOH001,16,26,33,27,28,1,32
5,1995,BARNTOM004,16,,,,,95,3906
6,2018,PARKCOD001,16,23,30,42,45,,
6,2018,ODONPAT002,16,,,,,62,2791
6,2017,NUGEMIK001,4,4,4,7,9,,
6,2017,SANTCAI001,2,1,2,2,2,,
6,2017,BARTCON001,10,11,16,17,17,,
6,2017,ODONPAT002,16,,,,,87,4087
6,2016,BARTCON001,16,18,23,31,32,,
6,2016,ODONPAT002,16,,,,,68,2994
6,2015,GOULROB001,16,33,39,28,29,,
6,2015,ODONPAT002,15,,,,,70,3097
6,2015,LANNSPE001,1,,,,,3,136
6,2014,GOULROB001,12,9,12,28,29,,
6,2014,FEELJAY001,4,3,4,5,6,,
6,2014,ODONPAT002,16,,,,,71,3107
6,2013,GOULROB001,16,26,29,45,46,,
6,2013,PODLADA001,16,,,,,68,2763
6,2012,GOULROB001,13,21,25,33,33,,
6,2012,MAREOLI001,3,6,8,7,7,,
6,2012,PODLADA001,16,,,,,81,3399
6,2011,GOULROB001,16,28,32,37,37,,
6,2011,PODLADA001,16,,,,,89,3903
6,2010,GOULROB001,16,25,30,35,35,,
6,2010,MAYNBRA001,16,,,,,83,3326
6,2009,GOULROB001,16,24,28,33,33,,
6,2009,MAYNBRA001,16,,,,,77,3191
6,2008,GOULROB001,16,26,29,41,41,,
6,2008,MAYNBRA001,16,,,,,96,3957
6,2007,GOULROB001,16,31,36,33,33,2,53
6,2007,MAYNBRA001,15,,,,,88,3682
6,2007,JOHNDIR001,1,,,,,4,199
6,2006,GOULROB001,16,32,36,47,47,,
6,2006,MAYNBRA001,16,,,,,77,3404
6,2005,GOULROB001,13,21,27,19,20,1,28
6,2005,BRIEDOU001,3,1,4,7,7,,
6,2005,MAYNBRA001,16,,,,,96,3937
6,2004,EDINPAU001,16,15,24,22,22,2,53
6,2004,MAYNBRA001,16,,,,,108,4638
6,2003,EDINPAU001,16,26,36,27,27,,
6,2003,MAYNBRA001,16,,,,,79,3258
6,2002,EDINPAU001,16,22,28,29,29,,
6,2002,MAYNBRA001,16,,,,,87,3679
6,2001,EDINPAU001,16,26,31,34,34,1,34
6,2001,MAYNBRA001,16,,,,,87,3709
6,2000,EDINPAU001,16,21,27,21,21,,
6,2000,AGUILOU001,9,,,,,52,2017
6,2000,BARTBRE001,7,,,,,44,1607
6,1999,BONICHR001,10,11,18,17,18,,
6,1999,JAEGJEF001,3,2,8,7,7,,
6,1999,GOWIBRI001,2,4,6,3,3,,
6,1999,HOLMJAR001,3,2,2,,,,
6,1999,SAUETOD001,16,,,,,85,3478
6,1998,JAEGJEF001,16,21,26,27,28,1,27
6,1998,HORAMIK001,13,,,,,64,2643
6,1998,SAUETOD001,3,,,,,15,741
6,1997,JAEGJEF001,16,21,26,20,20,1,18
6,1997,SAUETOD001,16,,,,,95,4059
6,1996,JAEGJEF001,13,19,23,23,23,,
6,1996,HUERCAR001,3,4,7,3,3,,
6,1996,SAUETOD001,16,,,,,78,3491
6,1995,BUTLKEV001,16,23,31,45,45,,
6,1995,SAUETOD001,15,,,,,55,2080
6,1995,ONEIPAT001,1,,,,,3,89
6,1994,BUTLKEV001,15,21,29,24,24,,
6,1994,GARDCHR001,16,,,,,76,2871
6,1993,BUTLKEV001,16,27,36,21,22,,
6,1993,GARDCHR001,16,,,,,80,3080
6,1992,BUTLKEV001,16,19,26,34,34,,
6,1992,GARDCHR001,16,,,,,79,3393
6,1991,BUTLKEV001,16,19,29,32,34,,
6,1991,BUFOMAU001,16,,,,,69,2814
6,1990,BUTLKEV001,16,26,37,36,37,,
6,1990,BUFOMAU001,16,,,,,76,3073
6,1989,BUTLKEV001,16,15,19,43,45,,
6,1989,BUFOMAU001,16,,,,,72,2844
6,1988,BUTLKEV001,16,15,19,37,38,,
6,1988,WAGNBRY001,16,,,,,79,3282
6,1987,BUTLKEV001,12,19,28,28,30,,
6,1987,LASHTIM001,3,3,4,10,10,,
6,1987,WAGNBRY001,10,,,,,36,1461
6,1987,BROWKEV001,3,,,,,18,742
6,1987,BARNTOM004,2,,,,,6,236
6,1986,BUTLKEV001,16,28,41,36,37,,
6,1986,BUFOMAU001,16,,,,,69,2850
6,1985,BUTLKEV001,16,31,37,51,51,,
6,1985,BUFOMAU001,16,,,,,68,2870
6,1984,THOMBOB006,16,22,28,35,37,,
6,1984,FINZDAV001,16,,,,,83,3328
6,1983,THOMBOB006,16,14,25,35,38,,
6,1983,PARSBOB001,14,,,,,79,2916
6,1983,STACRAY001,2,,,,,12,447
6,1983,MCMAJIM001,14,,,,,1,36
6,1982,ROVEJOH001,7,4,13,10,10,,
6,1982,THOMBOB006,2,5,7,6,6,,
6,1982,PARSBOB001,9,,,,,58,2394
6,1982,MCMAJIM001,8,,,,,1,59
6,1981,ROVEJOH001,11,10,18,19,20,,
6,1981,THOMBOB006,2,2,3,2,3,,
6,1981,NIELHAN001,3,,2,8,8,,
6,1981,PARSBOB001,16,,,,,114,4531
6,1980,THOMBOB006,16,13,18,35,37,,
6,1980,PARSBOB001,16,,,,,79,3207
6,1979,THOMBOB006,16,16,27,34,37,,
6,1979,PARSBOB001,16,,,,,92,3486
6,1978,THOMBOB006,16,17,22,26,28,,
6,1978,PARSBOB001,16,,,,,96,3549
6,1977,THOMBOB006,14,14,27,27,30,,
6,1977,PARSBOB001,14,,,,,80,3232
6,1976,THOMBOB006,14,12,25,27,30,,
6,1976,PARSBOB001,14,,,,,99,3726
6,1975,THOMBOB006,14,13,23,18,22,,
6,1975,PARSBOB001,14,,,,,93,3625
6,1975,PAYTWAL001,13,,,,,1,39
6,1974,RODEMIR001,14,9,13,17,17,,
6,1974,PARSBOB001,14,,,,,90,3408
6,1974,BARNJOE001,3,,,,,1,27
6,1973,RODEMIR001,13,8,16,11,12,,
6,1973,PERCMAC001,4,6,8,10,10,,
6,1973,GREEBOB002,14,,,,,82,3321
6,1973,PARSBOB001,14,,,,,4,106
6,1972,PERCMAC001,14,12,24,26,26,,
6,1972,BUTKDIC001,14,,,1,1,,
6,1972,GREEBOB002,14,,,,,67,2758
6,1971,PERCMAC001,14,15,33,18,18,,
6,1971,DOUGBOB001,12,,,1,1,,
6,1971,BUTKDIC001,14,,,1,1,,
6,1971,GREEBOB002,14,,,,,77,3095
6,1970,PERCMAC001,14,20,34,28,28,,
6,1970,GREEBOB002,14,,,,,83,3395
6,1970,LYLEGAR001,14,,,,,1,29
6,1969,PERCMAC001,14,8,21,26,26,,
6,1969,GREEBOB002,14,,,,,76,2964
6,1968,PERCMAC001,14,25,36,25,25,,
6,1968,KILGJON001,7,,,,,35,1231
6,1968,GREEBOB002,7,,,,,27,1142
6,1968,LYLEGAR001,12,,,,,4,134
6,1967,PERCMAC001,14,13,26,26,29,,
6,1967,GREEBOB002,14,,,,,79,3392
6,1966,LECLROG001,14,18,30,24,25,,
6,1966,GREEBOB002,14,,,,,80,3358
6,1965,LECLROG001,14,11,26,52,52,,
6,1965,GREEBOB002,14,,,,,58,2479
6,1964,LECLROG001,14,10,16,,,,
6,1964,JENCBOB001,14,3,7,29,32,,
6,1964,GREEBOB002,14,,,,,71,3161
6,1963,LECLROG001,14,13,23,,,,
6,1963,JENCBOB001,14,1,10,35,37,,
6,1963,GREEBOB002,14,,,,,64,2974
6,1962,LECLROG001,14,13,27,36,40,,
6,1962,GREEBOB002,14,,,,,69,3018
6,1961,LECLROG001,14,10,24,40,41,,
6,1961,BROWEDA001,14,1,2,1,1,58,2448
6,1961,GEORBIL001,14,,1,,,,
6,1961,ADAMJOH002,13,,,,,2,56
6,1960,AVENJOH001,12,7,16,23,25,,
6,1960,BROWEDA001,12,,,,,56,2231
6,1960,BRATZEK001,11,,,,,7,252
6,1960,CASARIC001,12,,,,,1,60
6,1959,AVENJOH001,12,10,19,28,32,,
6,1959,BROWEDA001,12,,,,,64,2634
6,1959,CASARIC001,12,,,,,3,139
6,1959,JOHNJAC002,6,,,,,1,32
6,1958,BLANGEO001,12,11,23,36,37,,
6,1958,GEORBIL001,12,,,1,1,,
6,1958,BROWEDA001,12,,,,,27,1140
6,1958,JOHNJAC002,12,,,,,18,627
6,1958,BRATZEK001,12,,,,,14,555
6,1957,BLANGEO001,12,14,26,23,23,,
6,1957,BROWEDA001,12,,,,,34,1365
6,1957,BRATZEK001,12,,,,,16,617
6,1957,JOHNJAC002,11,,,,,11,398
6,1957,CASARIC001,12,,,,,2,67
6,1956,BLANGEO001,12,12,28,45,47,1,33
6,1956,BROWEDA001,12,,,,,42,1644
6,1956,CASARIC001,12,,,,,1,51
6,1955,BLANGEO001,12,11,16,37,37,,
6,1955,BROWEDA001,12,,,,,44,1766
6,1955,WILLBOB001,10,,,,,13,508
6,1954,BLANGEO001,8,8,16,23,23,,
6,1954,GEORBIL001,12,4,6,13,14,,
6,1954,PERIPET001,12,,,1,1,,
6,1954,BRATZEK001,12,,,,,39,1599
6,1954,BROWEDA001,12,,,,,18,684
6,1953,BLANGEO001,12,7,20,27,27,,
6,1953,GEORBIL001,12,,1,,,,
6,1953,MORRFRE001,12,,,,,65,2766
6,1953,ANDEBIL003,12,,,,,1,46
6,1952,BLANGEO001,12,6,25,30,30,,
6,1952,WHITWIL002,11,2,3,1,1,,
6,1952,MORRFRE001,12,,,,,64,2707
6,1952,WILLBOB001,11,,,,,2,90
6,1951,BLANGEO001,12,6,17,26,26,,
6,1951,WHITWIL002,6,1,2,1,1,,
6,1951,LUJAJOH001,12,,,10,11,,
6,1951,MORRFRE001,12,,,,,57,2227
6,1951,WILLBOB001,8,,,,,4,145
6,1951,ROWLBRA001,12,,,,,1,18
6,1950,BLANGEO001,11,6,15,,,2,30
6,1950,LUJAJOH001,12,3,5,34,35,,
6,1950,MORRFRE001,12,,,,,57,2470
6,1950,GULYGEO001,12,,,,,6,201
6,1950,RYKOJUL001,12,,,,,1,48
6,1949,BLANGEO001,12,7,15,,,19,746
6,1949,LUJAJOH001,12,1,1,42,44,3,123
6,1949,GULYGEO001,11,,,,,29,1368
6,1949,LUCKSID001,11,,,,,1,16
6,1948,LUJAJOH001,9,,3,44,46,,
6,1948,VENTFRE001,1,1,2,4,4,,
6,1948,LAWLALA001,7,1,1,3,3,,
6,1948,LAYNBOB001,11,,1,,,1,24
6,1948,GULYGEO001,12,,,,,55,2432
6,1948,LUCKSID001,12,,,,,10,384
6,1948,MULLNOA001,12,,,,,2,88
6,1948,MCAFGEO001,12,,,,,1,18
6,1947,MCLERAY002,12,,1,44,52,,
6,1947,LUCKSID001,12,,,1,1,5,177
6,1947,GULYGEO001,12,,,,,23,1031
6,1947,ALLEEDD001,9,,,,,8,299
6,1947,MCAFGEO001,12,,,,,2,71
6,1946,MAZNFRA001,4,4,9,25,26,,
6,1946,STYDJOE001,10,,2,12,13,,
6,1946,LUCKSID001,11,,,,,33,1235
6,1946,MUCHRUD001,5,,,,,23,896
6,1946,KEANJIM001,11,,,,,2,79
6,1945,GUDAPET001,8,1,2,27,27,,
6,1945,ARTOLEE001,9,,1,,,,
6,1945,LUCKSID001,10,,,,,36,1299
6,1945,MCAFGEO001,3,,,,,2,62
6,1945,HUNTJAC002,4,,,,,2,54
6,1945,GRYGALA001,10,,,,,2,86
6,1945,MARGBOB001,10,,,,,1,29
6,1945,LONGJOH001,3,,,,,1,42
6,1944,GUDAPET001,10,,,36,37,,
6,1944,MCENDOU001,10,,,,,25,993
6,1944,LUCKSID001,7,,,,,20,685
6,1944,LONGJOH001,9,,,,,7,249
6,1944,GRYGALA001,9,,,,,4,123
6,1944,MARGBOB001,10,,,,,1,34
6,1943,SNYDBOB001,10,2,7,39,42,10,378
6,1943,MCLERAY002,10,,,,1,,
6,1943,LUCKSID001,10,,,,,34,1220
6,1943,MCENDOU001,8,,,,,4,187
6,1942,MAZNFRA001,11,4,5,21,22,,
6,1942,ARTOLEE001,11,,1,20,22,,
6,1942,STYDJOE001,9,,,5,8,,
6,1942,FAMIGAR001,10,,,,1,,
6,1942,LUCKSID001,11,,,,,24,976
6,1942,OROUCHA001,11,,,,,23,817
6,1942,PETTJOH001,10,,,,,2,109
6,1941,ARTOLEE001,11,1,7,3,4,,
6,1941,SNYDBOB001,11,2,2,20,24,2,76
6,1941,MANIJOE001,7,1,1,8,8,,
6,1941,LAHAHAL001,8,1,1,1,3,,
6,1941,PLASDIC001,10,,,6,9,,
6,1941,STYDJOE001,8,,,4,4,,
6,1941,NOWABOB001,11,,,1,2,,
6,1941,KAVAKEN001,11,,,1,1,,
6,1941,CLARHAR001,10,,,1,1,,
6,1941,LUCKSID001,11,,,,,13,534
6,1941,MCAFGEO001,11,,,,,12,430
6,1941,STANNOR001,10,,,,,2,126
6,1941,BUSSYOU001,10,,,,,2,74
6,1940,SNYDBOB001,11,1,4,4,5,5,176
6,1940,MANDJAC001,10,2,3,17,18,,
6,1940,MARTPHI001,2,2,2,,,,
6,1940,ARTOLEE001,11,1,1,1,2,,
6,1940,PLASDIC001,11,,,3,3,,
6,1940,MANIJOE001,11,,,1,2,,
6,1940,MCLERAY002,10,,,1,1,,
6,1940,MASTBER001,7,,,1,1,,
6,1940,LUCKSID001,11,,,,,27,1147
6,1940,MCAFGEO001,10,,,,,22,851
6,1940,NOLTRAY001,11,,,,,2,68
6,1940,CLARHAR001,11,,,,,1,30
6,1939,MANDJAC001,11,3,7,17,20,,
6,1939,MANIJOE001,9,1,2,4,8,,
6,1939,PLASDIC001,11,,1,3,3,,
6,1939,SNYDBOB001,8,1,1,1,2,7,291
6,1939,STYDJOE001,11,,,4,6,,
6,1939,PATTBIL001,8,,,1,1,8,300
6,1939,FAMIGAR001,10,,,1,1,,
6,1939,LUCKSID001,11,,,,,27,1199
6,1939,NOLTRAY001,11,,,,,12,463
6,1939,SWISBOB001,9,,,,,3,93
6,1938,MANDJAC001,11,3,9,10,12,,
6,1938,MANIJOE001,9,1,3,11,11,,
6,1938,FRANSAM001,11,,,,2,,
6,1938,MCDOLES001,10,,,1,1,,
7,2018,BULLRAN001,16,19,23,39,41,,
7,2018,HUBEKEV001,16,,,,,71,3119
7,2017,BULLRAN001,15,18,20,31,33,,
7,2017,KOEHMAR001,1,,,1,1,,
7,2017,HUBEKEV001,16,,,,,88,4101
7,2016,NUGEMIK001,13,23,29,23,29,,
7,2016,BULLRAN001,3,5,6,6,6,,
7,2016,HUBEKEV001,16,,,,,78,3613
7,2015,NUGEMIK001,16,23,28,48,49,,
7,2015,HUBEKEV001,16,,,,,68,3116
7,2014,NUGEMIK001,16,26,33,39,39,,
7,2014,HUBEKEV001,16,,,,,73,3419
7,2013,NUGEMIK001,16,18,22,52,53,2,80
7,2013,HUBEKEV001,14,,,,,66,2982
7,2013,POWESHA001,2,,,,,7,268
7,2012,NUGEMIK001,12,19,23,35,35,,
7,2012,BROWJOS001,4,11,12,8,8,,
7,2012,HUBEKEV001,16,,,,,76,3540
7,2011,NUGEMIK001,16,33,38,33,34,,
7,2011,HUBEKEV001,16,,,,,91,4023
7,2010,NUGEMIK001,9,15,19,17,17,,
7,2010,STITCLI001,5,7,8,8,10,,
7,2010,PETTAAR001,2,2,4,5,5,,
7,2010,HUBEKEV001,16,,,,,71,2992
7,2009,GRAHSHA001,16,23,28,28,29,,
7,2009,HUBEKEV001,16,,,,,86,3713
7,2008,GRAHSHA001,14,21,24,15,15,,
7,2008,RAYNDAV001,2,1,1,3,3,,
7,2008,LARSKYL001,16,,,,,100,3945
7,2007,GRAHSHA001,16,31,34,37,37,,
7,2007,LARSKYL001,16,,,,,59,2437
7,2006,GRAHSHA001,16,25,30,40,42,,
7,2006,LARSKYL001,16,,,,,77,3428
7,2005,GRAHSHA001,16,28,32,47,47,,
7,2005,LARSKYL001,16,,,,,60,2591
7,2004,GRAHSHA001,16,27,31,41,41,,
7,2004,LARSKYL001,16,,,,,83,3499
7,2003,GRAHSHA001,16,22,25,40,40,,
7,2003,RICHKYL001,11,,,,,49,1961
7,2003,HARRNIC002,5,,,,,28,1084
7,2002,RACKNEI001,16,15,18,30,32,2,17
7,2002,HARRNIC002,15,,,,,65,2608
7,2002,DORSTRA001,1,,,,,5,162
7,2001,RACKNEI001,16,17,28,23,24,1,32
7,2001,HARRNIC002,16,,,,,84,3372
7,2000,RACKNEI001,16,12,21,21,21,,
7,2000,POPEDAN001,16,,,,,94,3775
7,1999,PELFDOU001,16,18,27,27,27,,
7,1999,BRICWIL001,11,,,,,60,2475
7,1999,COSTBRA001,5,,,,,22,744
7,1998,PELFDOU001,16,19,27,21,21,,
7,1998,JOHNLEE002,13,,,,,69,3083
7,1998,COSTBRA001,3,,,,,10,495
7,1997,PELFDOU001,16,12,16,41,43,,
7,1997,JOHNLEE002,16,,,,,81,3471
7,1996,PELFDOU001,16,23,28,41,41,1,4
7,1996,JOHNLEE002,16,,,,,80,3630
7,1995,PELFDOU001,16,29,36,34,34,2,52
7,1995,JOHNLEE002,16,,,,,68,2861
7,1994,PELFDOU001,16,28,33,24,25,,
7,1994,JOHNLEE002,16,,,,,79,3461
7,1993,PELFDOU001,15,24,31,13,16,,
7,1993,JOHNLEE002,16,,,,,90,3954
7,1992,BREEJIM001,16,19,27,31,31,,
7,1992,JOHNLEE002,16,,1,,,76,3196
7,1991,BREEJIM001,16,23,29,27,27,1,33
7,1991,JOHNLEE002,16,1,3,,,64,2795
7,1990,BREEJIM001,16,17,21,41,44,1,34
7,1990,JOHNLEE002,16,,1,,,64,2705
7,1989,BREEJIM001,12,12,14,37,38,2,58
7,1989,GALLJIM001,4,2,6,13,13,,
7,1989,JOHNLEE002,16,,,,1,61,2446
7,1988,BREEJIM001,16,11,16,56,59,3,64
7,1988,JOHNLEE002,12,1,2,,,14,594
7,1988,FULHSCO001,13,,,,,44,1672
7,1988,ESIABOO001,16,,,,,1,21
7,1987,BREEJIM001,12,24,30,25,27,,
7,1987,MANCMAS001,3,1,2,3,3,,
7,1987,FULHSCO001,11,,,,,52,2168
7,1987,HORNGRE001,4,,,,,19,759
7,1987,ESIABOO001,12,,,,,2,68
7,1986,BREEJIM001,16,17,32,50,51,,
7,1986,HAYEJEF001,16,,,,,56,1965
7,1986,ESIABOO001,16,,,,,1,31
7,1985,BREEJIM001,16,24,33,48,50,5,153
7,1985,KREISTE001,16,,,1,1,,
7,1985,MCINPAT001,16,,,,,57,2410
7,1984,BREEJIM001,16,22,31,37,37,,
7,1984,MCINPAT001,16,,,,,67,2832
7,1983,BREEJIM001,16,16,23,39,41,,
7,1983,BROWROS001,12,,,1,1,,
7,1983,MCINPAT001,16,,,,,67,2804
7,1982,BREEJIM001,9,14,18,25,26,,
7,1982,KREISTE001,9,,,1,1,,
7,1982,MCINPAT001,9,,,,,31,1201
7,1981,BREEJIM001,16,22,32,49,51,,
7,1981,MCINPAT001,16,,,,,72,3272
7,1980,SUNTIAN001,10,11,20,15,15,,
7,1980,BREEJIM001,4,4,7,11,12,2,67
7,1980,VITISAN001,2,,2,1,1,,
7,1980,MCINPAT001,16,,,,,83,3390
7,1979,BAHRCHR001,16,13,23,40,42,,
7,1979,MCINPAT001,16,,,,,89,3678
7,1978,BAHRCHR001,16,16,30,26,29,4,108
7,1978,MCINPAT001,16,,,,,91,3919
7,1977,BAHRCHR001,14,19,27,25,26,2,88
7,1977,MCINPAT001,14,,,,,67,2802
7,1976,BAHRCHR001,14,14,27,39,42,,
7,1976,MCINPAT001,14,,,,,76,2999
7,1975,GREEDAV002,14,10,21,40,45,68,2655
7,1974,MUHLHOR001,14,11,18,32,35,,
7,1974,GREEDAV002,14,,,,,66,2701
7,1973,MUHLHOR001,14,21,31,31,32,,
7,1973,LEWIDAV004,14,,,,,68,2790
7,1972,MUHLHOR001,14,27,40,30,31,,
7,1972,LEWIDAV004,14,,,,,66,2777
7,1971,MUHLHOR001,14,20,36,31,31,,
7,1971,CARTVIR001,10,,,1,1,,
7,1971,LEWIDAV004,14,,,,,72,3229
7,1971,DRESDOU001,14,,,,,1,34
7,1970,MUHLHOR001,14,25,37,33,33,,
7,1970,LEWIDAV004,14,,,,,79,3651
7,1969,MUHLHOR001,14,16,24,32,33,2,38
7,1969,LIVIDAL001,12,,,,,70,2769
7,1969,SWANTER001,2,,,,,12,459
7,1969,LAMBRON001,14,,,,,1,29
7,1968,LIVIDAL001,12,13,26,20,20,70,3036
7,1968,SHERROD001,13,,1,4,4,,
7,1968,SMITFLE001,14,,,,,8,230
7,1968,KEELREX001,1,,,,,6,170
8,2018,GONZZAN001,2,2,5,3,5,,
8,2018,JOSEGRE001,14,17,20,25,29,,
8,2018,COLQBRI001,16,,,,,83,3767
8,2017,GONZZAN001,16,15,20,25,26,1,16
8,2017,COLQBRI001,16,,,,,80,3811
8,2016,PARKCOD001,14,20,25,20,21,,
8,2016,MURRPAT001,2,1,2,3,4,,
8,2016,COLQBRI001,16,,,,,83,3761
8,2015,COONTRA001,16,28,32,22,24,,
8,2015,LEEAAND001,16,,,,,70,3270
8,2014,CUNDBIL001,13,22,29,28,28,,
8,2014,HARTGAR001,2,3,3,2,2,,
8,2014,LANNSPE001,16,,,,,93,4119
8,2013,CUNDBIL001,16,21,26,32,32,1,34
8,2013,LANNSPE001,16,,,1,1,84,3679
8,2012,DAWSPHI001,16,29,31,29,29,,
8,2012,HODGREG001,16,,,,,90,3766
8,2011,DAWSPHI001,16,24,29,20,20,,
8,2011,MAYNBRA001,15,,,,,81,3282
8,2011,MCGERIC001,1,,,,,8,288
8,2010,DAWSPHI001,16,23,28,28,28,,
8,2010,HODGREG001,16,,,,,78,3424
8,2009,DAWSPHI001,11,17,19,18,19,,
8,2009,CUNDBIL001,5,6,6,4,4,,
8,2009,ZASTDAV001,8,,,,,49,2188
8,2009,HODGREG001,8,,,,,45,1789
8,2008,DAWSPHI001,16,30,36,18,18,1,33
8,2008,ZASTDAV001,16,,,,,75,3410
8,2007,DAWSPHI001,16,26,30,42,43,,
8,2007,ZASTDAV001,12,,,,,49,2046
8,2007,PLAYSCO001,3,,,,,13,593
8,2007,ERNSPAU001,1,,,,,7,256
8,2006,DAWSPHI001,16,21,29,25,25,2,58
8,2006,ZASTDAV001,16,,,,,81,3563
8,2005,DAWSPHI001,16,27,29,19,21,2,53
8,2005,RICHKYL001,16,,,,,78,3181
8,2004,DAWSPHI001,16,24,29,28,28,,
8,2004,FROSDER001,16,,,,,85,3404
8,2003,DAWSPHI001,13,18,21,20,21,1,29
8,2003,CONWBRE001,3,5,7,3,3,,
8,2003,GARDCHR001,16,,,,,72,3019
8,2002,DAWSPHI001,16,22,28,34,35,2,36
8,2002,GARDCHR001,16,,,,,81,3388
8,2001,DAWSPHI001,16,22,25,29,30,,
8,2001,GARDCHR001,16,,,,,99,4249
8,2000,DAWSPHI001,16,14,17,17,17,,
8,2000,GARDCHR001,16,,,,,108,4919
8,1999,DAWSPHI001,15,8,12,23,24,,
